Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,NC,P,I,W,instructor_id,instructor_name_normalized
"Qin, Yanping","Youn, Jonghae",,,,,CHEM,1112,117,11,7,3,2,1,,,,,1,,1,,,,,,,1,yxq083000,yanping qin
"Sra, Amandeep K","Panangala, Samitha D",,,,,CHEM,1311,001,23,24,18,17,21,24,12,27,19,13,5,9,35,,,,,,13,sgavva,sandhya gavva
"Taylor, Stephanie M",,,,,,CHEM,1312,001,3,30,25,15,23,19,19,12,14,8,8,8,26,,,,,,7,aks057000,amandeep sra
"Gavva, Sandhya R",,,,,,CHEM,1312,002,1,11,7,5,6,13,10,8,13,5,7,4,26,,,,,2,8,sgavva,sandhya gavva
"Abeykoon, Nimali C",,,,,,CHEM,1112,118,,16,7,1,3,,,1,,,,,,,,,,,2,nxa124430,nimali abeykoon
"Karunathilake, Arosha A","Li, Siqing",,,,,CHEM,1112,119,,5,5,5,5,1,1,,,1,1,1,,,,,,,2,axk113330,
"Abeykoon, Nimali C","Ball, Darby J",,,,,CHEM,1112,109,,5,6,11,3,1,1,,,,1,,1,,,,,,1,nxa124430,nimali abeykoon
"Shah, Shailesh N","Wang, Hanghang",,,,,CHEM,2123,101,17,10,2,,,,,,,,,,,,,,,,0,scortes,sergio cortes
"Shah, Shailesh N","Wang, Hanghang",,,,,CHEM,2123,102,12,12,4,1,,,,,,,,,,,,,,,1,scortes,sergio cortes
"Hashami, Zohreh","Graham, Robert L",,,,,CHEM,2123,103,3,10,5,2,,2,1,,,,,,,,,,,,3,snw081000,sumudu wijenayake
"Hashami, Zohreh","Zhang, Naifu",,,,,CHEM,2125,101,14,13,3,,,,,,,,,,,,,,,,0,sns170230,shailesh shah
"Wijenayake, Sumudu N","Diwakara Mohottalalage, Shashini Devika D",,,,,CHEM,2125,102,16,13,1,,,,,,,,,,,,,,,,0,snw081000,sumudu wijenayake
"Wijenayake, Sumudu N","Diwakara Mohottalalage, Shashini Devika D",,,,,CHEM,2125,103,6,22,1,,,,,,,,,,,,,,,1,0,snw081000,sumudu wijenayake
"Wijenayake, Sumudu N","Saavedra, Daniel P",,,,,CHEM,2125,104,15,14,1,,,,,,,,,,,,,,,,0,snw081000,sumudu wijenayake
"Shah, Shailesh N","Shamir, Alexandra",,,,,CHEM,2125,105,3,11,7,1,1,,,,,,,,,,,,,,0,snw081000,sumudu wijenayake
"Hashami, Zohreh","Udamulle Gedara, Chinthaka Mahesh",,,,,CHEM,2125,106,3,10,5,,,,,,,,,,1,,,,,,0,sns170230,shailesh shah
"Wijenayake, Sumudu N","Cue, John Michael",,,,,CHEM,2125,110,17,12,1,,,,,,,,,,,,,,,,0,snw081000,sumudu wijenayake
"Lee, Jiyong",,,,,,CHEM,2323,001,7,18,7,16,19,14,8,15,15,6,2,,9,,,,,,7,npp081000,nimanka panapitiya
"Panapitiya, Nimanka P",,,,,,CHEM,2325,001,10,32,10,11,8,12,13,12,7,5,5,,7,,,,,,3,cmt120030,christina thompson
"Thompson, Christina M",,,,,,CHEM,2325,002,7,34,17,18,15,9,12,1,11,5,7,,5,,,,,,5,cmt120030,christina thompson
"Dissanayake, Dushanthi S","Calubaquib, Erika Joy",,,,,CHEM,2401,001,1,4,3,3,,1,2,1,1,,1,,,,,,,,3,npp081000,nimanka panapitiya
"Yoo, Hyuntae","Marsh, Robert","Bhat, Vandita D","Akhavantabib, Noushin","Ashrafi, Adnin","Hossain, Md. Saddam",CHEM,3361,001,2,1,,3,2,1,2,3,1,,2,,3,,,,,,3,rmarsh,robert marsh
"Goux, Warren J","Tajik Asl, Masoumeh","Zhou, Qinhan","Bulathge, Anjala W","Malekpour, Soheil",,CHEM,3472,001,1,3,2,,1,2,3,3,,,3,,2,,,,,,0,wgoux,warren goux
"Qin, Yanping","Bulathge, Anjala W","Zhou, Qinhan","Tajik Asl, Masoumeh","Malekpour, Soheil",,CHEM,3472,002,2,5,4,4,1,2,2,,,,3,,,,,,,,0,wgoux,warren goux
"Ferraris, John",,,,,,CHEM,4335,001,,3,,1,7,,3,1,3,,,1,,,,,,,0,ferraris,john ferraris
"Goux, Warren J","Buford, Jonathan D","Luzuriaga, Michael A",,,,CHEM,4473,001,1,1,1,1,1,,1,1,,2,1,2,1,,,,,,0,wgoux,warren goux
"Kim, Jung-Whan",,,,,,BIOL,6V02,001,,,,,,,,,,,,,,,,,20,,0,jxk132330,jung whan (jay) kim
"Srikanth, Uma",,,,,,BIOL,2111,001,5,,4,3,6,1,1,6,3,2,2,2,2,,,,,1,0,burr,john burr
"Srikanth, Uma",,,,,,BIOL,2111,002,5,2,4,2,5,2,2,3,5,1,1,3,,,,,,2,3,burr,john burr
"Srikanth, Uma",,,,,,BIOL,2111,003,8,1,7,5,4,2,,1,,,,,,,,,,,2,burr,john burr
"Srikanth, Uma",,,,,,BIOL,2111,004,8,1,2,,4,5,1,2,2,,3,,,,,,,1,1,burr,john burr
"Bulla, Lee",,,,,,BIOL,1318,001,1,1,3,4,1,6,3,2,3,7,2,2,5,,,,,,2,bulla,lee bulla
"Wilson, Michelle","Salamat, Narges","Yetkin, Celal E","Zhou, Qin","Cao, Lian","Song, Ming",BIOL,2112,001,1,10,5,8,4,6,3,2,,,1,,,,,,,,0,mxw084000,michelle wilson
"Wilson, Michelle","Song, Ming","Cao, Lian","Zhou, Qin","Yetkin, Celal E","Salamat, Narges",BIOL,2112,002,2,5,11,5,5,5,3,2,1,,1,,1,,,,,,0,mxw084000,michelle wilson
"Wilson, Michelle","Salamat, Narges","Song, Ming","Yetkin, Celal E","Cao, Lian","Zhou, Qin",BIOL,2112,003,5,13,7,5,1,8,,,,1,,,,,,,,,0,mxw084000,michelle wilson
"Wilson, Michelle","Yetkin, Celal E","Cao, Lian","Zhou, Qin","Song, Ming","Salamat, Narges",BIOL,2112,004,4,7,12,7,3,2,4,1,,1,,,,,,,,,0,mxw084000,michelle wilson
"Wilson, Michelle","Yetkin, Celal E","Salamat, Narges","Song, Ming","Zhou, Qin","Cao, Lian",BIOL,2112,005,4,5,5,6,5,5,3,1,,1,,1,2,,,,,,2,mxw084000,michelle wilson
"Wilson, Michelle","Cao, Lian","Zhou, Qin","Yetkin, Celal E","Song, Ming","Salamat, Narges",BIOL,2112,006,4,10,13,3,3,2,,1,1,,1,,1,,,,,,2,mxw084000,michelle wilson
"Wilson, Michelle","Cao, Lian","Zhou, Qin","Yetkin, Celal E","Song, Ming","Salamat, Narges",BIOL,2112,007,1,3,7,5,4,5,2,7,4,,,1,,,,,,,1,mxw084000,michelle wilson
"Wilson, Michelle","Cao, Lian","Zhou, Qin","Yetkin, Celal E","Song, Ming","Salamat, Narges",BIOL,2112,008,3,7,7,8,6,4,4,1,1,,,,,,,,,,0,mxw084000,michelle wilson
"Wilson, Michelle","Cao, Lian","Zhou, Qin","Yetkin, Celal E","Song, Ming","Salamat, Narges",BIOL,2312,001,17,53,62,36,23,27,15,12,7,2,3,2,2,,,,,,3,mxw084000,michelle wilson
"Wilson, Michelle",,,,,,BIOL,2312,002,24,37,33,23,18,20,7,3,4,4,1,,4,,,,,,2,mxw084000,michelle wilson
"Campbell, Zachary",,,,,,BIOL,3101,001,1,4,3,11,9,3,2,3,4,1,2,1,,,,,,,2,hannig,ernest hannig
"Dejong, Jeff L",,,,,,BIOL,3101,002,,1,,3,5,2,4,6,5,,1,,1,,,,,,2,dejong,jeff dejong
"Campbell, Zachary",,,,,,BIOL,3101,003,,2,2,6,4,4,4,10,,1,2,,3,,,,,,1,hannig,ernest hannig
"Dejong, Jeff L",,,,,,BIOL,3101,004,,2,,2,2,4,3,3,4,2,1,,2,,,,,,1,dejong,jeff dejong
"Campbell, Zachary",,,,,,BIOL,3101,005,2,6,1,7,10,4,6,4,1,2,1,1,,,,,,,1,hannig,ernest hannig
"Dejong, Jeff L",,,,,,BIOL,3101,006,2,5,2,8,3,3,1,6,3,,2,1,1,,,,,,0,dejong,jeff dejong
"Campbell, Zachary",,,,,,BIOL,3101,007,,4,,1,6,2,5,3,1,1,,2,5,,,,,,2,zxc153030,zachary campbell
"Dejong, Jeff L",,,,,,BIOL,3101,008,,,2,,2,1,1,4,2,1,,,1,,,,,,2,dejong,jeff dejong
"Burr, John G",,,,,,BIOL,3102,001,3,2,1,5,2,3,1,2,1,,2,1,,,,,,,0,burr,john burr
"Srikanth, Uma",,,,,,BIOL,3102,002,1,3,5,1,,4,2,2,1,,1,4,,,,,,,1,ukrish,uma srikanth
"Burr, John G",,,,,,BIOL,3102,003,2,2,4,3,7,3,1,4,1,1,,1,,,,,,,0,burr,john burr
"Srikanth, Uma",,,,,,BIOL,3102,004,1,5,4,2,3,1,4,3,,,1,1,,,,,,,0,ukrish,uma srikanth
"Burr, John G",,,,,,BIOL,3102,005,4,3,,2,4,,1,2,1,3,3,,2,,,,,,0,nad140230,nikki delk
"Srikanth, Uma",,,,,,BIOL,3102,006,,3,2,3,1,3,,,,,1,,,,,,,,0,jxp134330,jing pan
"Yoo, Hyuntae",,,,,,BIOL,3161,001,2,3,,2,1,3,1,2,2,4,1,2,4,,,,,,1,jxl127631,jiyong lee
"Marsh, Robert",,,,,,BIOL,3161,002,,1,3,,1,,,5,1,1,,,3,,,,,,0,rmarsh,robert marsh
"Yoo, Hyuntae",,,,,,BIOL,3161,003,,2,1,2,1,,2,1,2,,,2,2,,,,,,2,jxl127631,jiyong lee
"Marsh, Robert",,,,,,BIOL,3161,004,,2,5,4,3,1,2,1,,2,2,1,2,,,,,,1,rmarsh,robert marsh
"Dodani, Sheel C",,,,,,BIOL,3161,005,3,2,2,4,6,2,3,5,2,3,4,2,,,,,,,1,jxl127631,jiyong lee
"Meloni, Gabriele",,,,,,BIOL,3161,006,7,4,3,1,7,3,1,3,1,2,1,2,2,,,,,,2,rmarsh,robert marsh
"Candas, Mehmet",,,,,,BIOL,3162,001,,13,,2,5,3,3,3,3,,1,,1,,,,,1,1,dejong,jeff dejong
"Reitzer, Lawrence",,,,,,BIOL,3162,002,,7,1,,7,7,3,3,5,1,2,,,,,,,,1,candas,mehmet candas
"Candas, Mehmet",,,,,,BIOL,3162,003,4,7,4,1,6,6,3,3,,,1,,3,,,,,,0,candas,mehmet candas
"Reitzer, Lawrence",,,,,,BIOL,3162,004,2,3,3,3,10,7,2,2,1,1,,,1,,,,,,1,dejong,jeff dejong
"Candas, Mehmet",,,,,,BIOL,3162,005,1,3,4,2,10,6,2,1,1,1,2,,1,,,,,1,0,dejong,jeff dejong
"Reitzer, Lawrence",,,,,,BIOL,3162,006,1,7,1,1,6,6,3,6,,1,1,,2,,,,,,1,candas,mehmet candas
"Candas, Mehmet",,,,,,BIOL,3162,007,1,8,,4,7,4,2,1,2,,1,,2,,,,,,0,candas,mehmet candas
"Reitzer, Lawrence",,,,,,BIOL,3162,008,,6,1,1,4,3,4,,3,4,1,,3,,,,,,0,reitzer,
"Dejong, Jeff L","Campbell, Zachary","Zhang, Bo","Slape, Coreen M","Lasley, Alexandra E","Jiang, Xianli",BIOL,3301,001,7,27,10,38,46,26,30,44,21,9,12,5,14,,,,,,11,hannig,ernest hannig
"Burr, John G","Srikanth, Uma","Neugent, Michael L","Tandon, Neha Ramesh","Avadhanam, Nymisha","Gauba, Esha",BIOL,3302,001,11,18,15,16,17,14,10,13,4,4,8,7,2,,,,,,1,burr,john burr
"Yoo, Hyuntae","Marsh, Robert","Bhat, Vandita D","Akhavantabib, Noushin","Ashrafi, Adnin","Hossain, Md. Saddam",BIOL,3361,001,4,6,3,2,10,8,5,8,5,7,6,5,9,,,,,,4,rmarsh,robert marsh
"Candas, Mehmet","Reitzer, Lawrence","McDill, Parker M","Sudarshan, Sushmita","Ray, Ashvini","Saini, Ankur",BIOL,3362,001,8,51,13,14,50,40,19,17,15,7,9,,13,,,,,1,4,dejong,jeff dejong
"Hill, Brenna R",,,,,,BIOL,3370,001,13,15,10,4,5,7,1,2,,,1,,2,,,,,,0,brh140230,brenna hill
"Burr, John G",,,,,,BIOL,4345,001,3,19,16,5,8,12,,5,2,,2,,1,,2,,,,2,burr,john burr
"Ramirez, Ruben D",,,,,,BIOL,4350,001,1,3,4,3,,2,4,2,3,2,,,1,,,,,,0,rdr092000,ruben ramirez
"Srikanth, Uma","Rajeev, Sanjana","Upreti, Chahat","Sankaranarayanan, Ishwarya","Schramm, Sareda T",,BIOL,2311,001,39,15,24,20,31,16,16,24,20,6,12,13,16,,,,,8,14,ukrish,uma srikanth
"Borovkov, Irina G","Dey, Sanchareeka",,,,,BIOL,4380,302,,5,3,3,1,1,1,3,,1,,,,,,,,,0,ixb053000,irina borovkov
"Borovkov, Irina G","Brathaban, Nivetha",,,,,BIOL,4380,303,,2,3,5,4,1,3,3,1,,,,,,,,,,0,ixb053000,irina borovkov
"Ramirez, Ruben D",,,,,,BIOL,3455,303,1,,2,2,5,5,3,,2,1,1,2,6,,,,,,2,rdr092000,ruben ramirez
"Maitra, Meenakshi","Ramirez, Ruben D",,,,,BIOL,3455,306,1,3,6,2,1,6,1,2,5,1,,,1,,,,,,2,mxm172731,meenakshi maitra
"Yu, Wen H",,,,,,BIOL,3456,301,1,9,2,7,8,,1,1,1,1,,1,,,,,,,0,why061000,wen ho yu
"Hill, Brenna R","Yu, Wen H","Sivakolundu, Dinesh Keran",,,,BIOL,3456,303,2,7,6,7,4,2,,1,3,,,,,,,,,,0,brh140230,brenna hill
"Pickett, Elizabeth A","Wang, Haozhe",,,,,BIOL,2281,301,2,4,2,4,2,4,1,,2,1,,,1,,,,,,0,wenju,wen ju lin
"Lin, Wen J","Tian, Jing",,,,,BIOL,2281,302,7,4,5,,,3,1,1,,1,,,,,,,,,1,wenju,wen ju lin
"Lin, Wen J","Wang, Haozhe",,,,,BIOL,2281,303,4,3,5,2,3,4,1,1,,,,,,,,,,,0,brh140230,brenna hill
"Lin, Wen J","Phatak, Arya B",,,,,BIOL,2281,304,4,2,6,5,1,1,,1,,1,,,1,,,,,,0,brh140230,brenna hill
"Winkler, Duane D",,,,,,BIOL,4461,001,1,8,2,,3,2,,2,1,,4,1,3,,,,,,2,ddw130330,duane winkler
"Bulla, Lee",,,,,,BIOL,5381,001,,6,8,3,1,1,,,,,,,,,,,,,0,bulla,lee bulla
"Kim, Tae Hoon",,,,,,BIOL,6252,001,,,,,,,,,,,,,,,,,10,,0,txk142630,
"Burr, John G",,,,,,BIOL,6351,001,,10,9,2,2,,,1,,,,,,,,,,,0,burr,john burr
"Breen, Gail A","Candas, Mehmet","Guo, Lan","Liu, Li",,,BIOL,6384,301,,3,1,,2,1,,,,,,,,,,,,,0,breen,gail breen
"Dabkowska, Malgorzata A","Mamun, Abdullah Al",,,,,MATH,3310,001,6,12,5,3,1,4,3,4,2,1,,1,3,,,,,,2,mxd066000,malgorzata dabkowska
"Arreche, Carlos","Mamun, Abdullah A",,,,,MATH,3312,001,10,,2,1,5,2,2,,,,,2,1,,,,,,1,cxa171230,carlos arreche
"Akbar, Mohammad M",,,,,,MATH,3321,001,7,,,1,2,,,,2,,,,,,,,,,0,mma110020,mohammad akbar
"Krawcewicz, Wieslaw Z","Wu, Hao Pin",,,,,MATH,3379,001,6,3,3,8,6,3,4,1,2,,2,,6,,,,,,2,ali,mohammad hooshyar
"Dabkowski, Mieczyslaw K","Wu, Che-Yu",,,,,MATH,4302,001,5,12,7,7,3,4,8,2,2,3,,1,1,,,,,,1,mkd034000,mieczyslaw dabkowski
"Zweck, John W",,,,,,MATH,5302,001,,5,1,1,1,1,,1,,,,,,,,,,,0,jwz120030,john zweck
"Efromovich, Sam",,,,,,STAT,4352,501,5,8,4,2,5,15,2,2,8,,,,1,,,,,,1,sxe062000,sam efromovich
"Qin, Yanping","Reyes, Luis E",,,,,CHEM,1111,105,12,3,4,3,2,,1,,,,,,2,,,,,,2,dxd122030,dushanthi dissanayake
"Karunathilake, Arosha A","Li, Siqing",,,,,CHEM,1112,110,,10,11,4,3,,,,,,,,1,,,,,,0,axk113330,
"Huang, Yu","Ball, Darby J",,,,,CHEM,1112,111,1,10,6,7,3,1,,,,,1,,,,,,,,1,yxh091220,yu huang
"Gavva, Sandhya R","Sturgeon, Grant J",,,,,CHEM,1112,112,3,18,4,,,,,,,,,,1,,,,,,2,sgavva,sandhya gavva
"Abeykoon, Nimali C","Brohlin, Olivia R",,,,,CHEM,1112,113,1,14,5,2,1,,1,,,1,,1,1,,,,,,2,nxa124430,nimali abeykoon
"Qin, Yanping","Sturgeon, Grant J",,,,,CHEM,1112,114,20,4,1,2,,,1,,,,,,,,,,,,1,yxq083000,yanping qin
"Abeykoon, Nimali C","Martinez Martinez, Patricia M",,,,,CHEM,1112,115,,8,14,3,2,,,1,,,,,,,,,,,1,nxa124430,nimali abeykoon
"Hashami, Zohreh","Graham, Robert L",,,,,CHEM,2123,104,4,6,10,7,,1,1,,,,,,,,,,,,0,sns170230,shailesh shah
"Shah, Shailesh N","Ong, Whitney",,,,,CHEM,2125,107,7,18,1,4,,,,,,,,,,,,,,,0,sns170230,shailesh shah
"Hashami, Zohreh","Udamulle Gedara, Chinthaka Mahesh",,,,,CHEM,2125,108,4,19,4,2,,,1,,,,,,,,,,,,0,zxh088000,zohreh hashami
"Wijenayake, Sumudu N","Cue, John Michael",,,,,CHEM,2125,109,18,12,,,,,,,,,,,,,,,,,0,snw081000,sumudu wijenayake
"Candas, Mehmet","Reitzer, Lawrence","McDill, Parker M","Sudarshan, Sushmita","Ray, Ashvini","Saini, Ankur",CHEM,3362,001,1,4,1,,4,3,3,2,,1,,,,,,,,1,0,dejong,jeff dejong
"McConnell, James S","Kirkland, Pamela I",,,,,NATS,3343,001,2,6,3,1,1,,1,1,,,,,,,,,,,3,jsm019600,james mcconnell
"Dorsey, Floyd Z",,,,,,NATS,3343,002,4,18,,,2,,,,,,,,,,,,,,0,fzd110020,floyd dorsey
"Kelly, Mary Lena U",,,,,,SCI,5332,501,,5,1,,,,,,,,,,,,,,,,0,mlk023000,mary urquhart
"Gammons Jr, Billy G","McConnell, James S",,,,,NATS,4141,501,,18,,2,,1,,1,,,,,,,,,,,0,bgg021000,
"Stoneback, Russell A","Cherepanov, Stanislav M","Timms, Christopher I",,,,PHYS,1301,001,14,36,43,32,25,29,13,5,20,10,,5,12,,,,,,10,lxc134330,lunjin chen
"Sun, Kuei","Liu, Xun",,,,,PHYS,2125,104,7,19,,,1,,,,,,,,1,,,,,,0,kxs147030,kuei sun
"Sun, Kuei","Liu, Xun",,,,,PHYS,2125,105,11,17,,,,,,,,1,,,1,,,,,,0,kxs147030,kuei sun
"Sun, Kuei","Agashe, Anish N",,,,,PHYS,2125,106,2,22,2,1,1,,,,,,1,1,,,,,,,0,kxs147030,kuei sun
"Sun, Kuei","Zhang, Yichao",,,,,PHYS,2125,601,10,17,,1,,,,,,,,,1,,,,,,0,kxs147030,kuei sun
"Sun, Kuei","Feizi, Wirya",,,,,PHYS,2125,602,,27,,2,,,,,,,,,,,,,,,0,kxs147030,kuei sun
"Macalevey, Paul J","Cheung, Patrick K",,,,,PHYS,3411,001,1,7,4,7,7,,,2,,1,,,,,,,,,1,paulmac,paul macalevey
"Anderson, Phillip C",,,,,,PHYS,5320,001,,10,,,13,,,3,,,,,2,,,,,,0,pca015000,philip anderson
"Pujana, Ignacio",,,,,,GEOS,1303,0W1,97,32,17,14,18,5,4,5,3,2,3,5,7,,,,,,6,pujana,ignacio pujana
"Pickett, Elizabeth A","Thaseen, Sadiqa",,,,,BIOL,2281,305,2,6,5,3,1,2,1,1,,1,,1,,,,,,,0,wenju,wen ju lin
"Lin, Wen J","Tian, Jing",,,,,BIOL,2281,306,3,3,5,3,4,1,1,,2,1,,,,,,,,,0,wenju,wen ju lin
"Dabkowska, Malgorzata A","Helal, Md Abu",,,,,MATH,3311,001,6,5,6,3,4,2,1,2,1,,2,1,4,,,,,,0,mxd066000,malgorzata dabkowska
"Koshevnik, Yuly","Wu, Zichen",,,,,STAT,4382,001,1,7,5,4,4,5,2,4,10,,4,4,10,,,,,1,3,yxk055000,yuly koshevnik
"McCary, Brady C",,,,,,MATH,1314,001,,,,2,,3,,4,2,2,,,8,,,,,,0,bcm052000,brady mccary
"Ding, Hui",,,,,,MATH,1325,001,2,,3,,5,6,3,2,4,,,,2,,,,,,1,axa094420,ahmed ali
"Stanford, Paul H",,,,,,MATH,1325,002,2,6,12,1,3,4,6,1,3,,1,1,3,,,,,,1,cxl109120,changsong li
"Ding, Hui",,,,,,MATH,1325,003,2,6,3,3,7,3,3,7,2,,,,1,,,,,,1,cxl109120,changsong li
"Ali, Ahmed T",,,,,,MATH,1326,002,11,6,3,3,2,3,5,3,2,2,,4,1,,,,,,3,dxm146130,derege mussa
"Akbar, Mohammad M",,,,,,MATH,1326,004,13,3,3,2,5,3,,6,2,3,,4,2,,,,,,1,pxk142530,pavel kravetc
"Aman, Kelly",,,,,,MATH,2312,001,3,3,4,5,3,5,2,3,3,5,2,,9,,,,,,0,ads014500,alan sauter
"Jevtic, Filip D","Dragovic, Vladimir","Cao, Cong",,,,MATH,2333,001,3,,1,1,1,,,,2,1,4,1,5,,,,,,2,fdj130030,filip jevtic
"Jevtic, Filip D","Dragovic, Vladimir","Chakraborty, Dipnil",,,,MATH,2333,002,3,4,3,3,5,,4,1,4,1,3,1,3,,,,,,1,fdj130030,filip jevtic
"Nguyen, Mylinh T",,,,,,MATH,2413,001,2,3,6,1,3,3,3,9,1,1,2,2,7,,,,,,0,mln018200,mylinh nguyen
"Nguyen, Mylinh T",,,,,,MATH,2413,002,2,,2,4,6,3,3,8,2,2,,2,8,,,,,,2,mln018200,mylinh nguyen
"Sauter, Alan D",,,,,,MATH,2414,001,1,2,2,3,7,3,4,6,3,2,,1,6,,,,,,4,dlewis,
"Sauter, Alan D",,,,,,MATH,2414,002,2,2,5,4,3,3,3,6,5,1,1,1,7,,,,,,3,att140830,anh tran
"Garrett, Bentley T",,,,,,MATH,2414,003,1,3,7,2,3,3,8,4,6,3,,,7,,,,,,0,dlewis,
"Garrett, Bentley T",,,,,,MATH,2414,004,4,4,7,5,6,3,2,3,4,1,1,,3,,,,,,5,btg032000,bentley garrett
"Estacio-Hiroms, Kemelli",,,,,,MATH,2414,005,,1,5,4,1,9,3,7,3,2,,1,7,,,,,,4,axe031000,anatoly eydelzon
"Nguyen, Mylinh T",,,,,,MATH,2414,006,3,4,8,4,6,3,4,6,1,,1,,5,,,,,,3,axe031000,anatoly eydelzon
"Dahal, Rabin",,,,,,MATH,2415,001,8,9,1,1,5,4,3,2,2,1,1,2,7,,,,,,1,jwz120030,john zweck
"Li, Changsong",,,,,,MATH,2415,002,13,6,6,3,7,5,1,4,4,2,1,1,11,,,,,,3,jwz120030,john zweck
"Ahsan, Mohammad K",,,,,,MATH,2417,001,1,1,3,4,1,3,1,2,1,2,,1,5,,,,,,3,kxe160930,kemelli estacio hiroms
"Khafizov, Farid T",,,,,,MATH,2418,001,3,1,5,,2,3,4,4,6,,,2,8,,,,,,2,mxa149530,maxim arnold
"Khafizov, Farid T",,,,,,MATH,2418,002,3,2,4,2,4,2,10,5,4,2,,,8,,,,,,1,turi,janos turi
"Norwood, John",,,,,,MATH,2419,001,5,3,14,7,6,6,7,6,20,1,1,2,9,,,,,,1,mxf091000,manjula samanmalee foley
"Eydelzon, Anatoly",,,,,,MATH,2419,002,1,1,2,6,3,5,9,6,12,1,1,1,5,,,,,,4,mxf091000,manjula samanmalee foley
"Eydelzon, Anatoly",,,,,,MATH,2419,003,2,3,6,5,2,8,3,3,23,2,1,1,11,,,,,,5,mxf091000,manjula samanmalee foley
"Makarenkov, Oleg",,,,,,MATH,2420,001,4,9,2,9,9,7,6,6,13,,2,,1,,,,,,3,oxm130230,oleg makarenkov
"Makarenkov, Oleg",,,,,,MATH,2420,002,3,9,1,7,7,10,5,4,13,,8,,,,,,,,2,oxm130230,oleg makarenkov
"Hooshyar, Mohammad",,,,,,MATH,2451,001,9,14,15,5,7,13,1,2,5,3,,,1,,,,,,0,bcm052000,brady mccary
"Wu, Jiayi",,,,,,STAT,1342,001,9,10,10,5,4,5,1,5,2,,,,3,,,,,,2,jxw133130,jiayi wu
"Pantano, Paul",,,,,,CHEM,2401,002,2,3,2,2,3,4,1,1,,,2,,,,,,,,0,pantano,paul pantano
"Maitra, Meenakshi","Ramirez, Ruben D",,,,,BIOL,3455,301,1,2,2,2,4,3,3,2,4,1,1,1,3,,1,,,,1,mxm172731,meenakshi maitra
"Wijenayake, Sumudu N","Liyanage, Anuradha V",,,,,CHEM,2123,105,8,6,2,,,,,1,,,,,,,,,,,3,snw081000,sumudu wijenayake
"Srikanth, Uma",,,,,,BIOL,2111,005,3,7,5,2,3,3,3,,1,,2,,,,,,,,0,burr,john burr
"Griffin, William R",,,,,,GEOS,1103,103,3,5,5,1,,,2,,,1,,1,,,,,,,0,griffin,william griffin
"Mussa, Derege",,,,,,MATH,1326,001,3,3,4,,2,1,2,5,4,1,,3,8,,,,,,0,dxm146130,derege mussa
"Sun, Kuei","Zewdie, Gebreabkidanu",,,,,PHYS,2125,107,2,22,2,1,,,1,,,,1,,,,,,,,0,kxs147030,kuei sun
"Macalevey, Paul J","Solanki, Rahulkumar",,,,,PHYS,2126,105,9,13,6,1,,,,,,,,,,,,,,,0,paulmac,paul macalevey
"Macalevey, Paul J","Wijeratne, Lakitha O",,,,,PHYS,2126,106,5,9,7,5,2,,,,,,,,,,,,,,2,paulmac,paul macalevey
"Abeykoon, Nimali C","Abeyrathna, Wannaku R",,,,,CHEM,1112,127,2,12,3,7,3,,1,,,,,,,,,,,,2,nxa124430,nimali abeykoon
"Lin, Wen J","Thaseen, Sadiqa",,,,,BIOL,2281,307,2,6,4,3,2,1,,2,1,1,,,,,,,,,1,wenju,wen ju lin
"Dieckmann, Gregg",,,,,,CHEM,1312,003,3,24,14,17,25,24,15,10,30,8,7,2,28,,,,,,12,dieckgr,gregg dieckmann
"Hennessy, Emily T",,,,,,SMED,5302,501,,7,1,,,,,,,,,,,,,,,,0,eft031000,emily hennessy
"Griffin, William R",,,,,,GEOS,1303,501,5,10,4,5,5,6,4,5,2,,,,1,,,,,,1,griffin,william griffin
"Macalevey, Paul J","Mcgarry, Michael P",,,,,PHYS,2126,602,1,16,2,2,,,,,2,,,,,,,,,,1,paulmac,paul macalevey
"Meloni, Gabriele",,,,,,CHEM,6100,001,,,,,,,,,,,,,2,,,,80,,0,gxm152330,gabriele meloni
"Humphreys, Natalia A",,,,,,ACTS,4301,001,1,3,3,8,,1,4,,2,3,1,1,2,,,,,,0,nah103020,natalia humphreys
"Li, Changsong",,,,,,MATH,1325,501,1,2,4,2,1,6,3,3,6,3,3,1,5,,,,,,3,jwm170630,james miller
"Stanford, Paul H",,,,,,MATH,1325,004,3,4,5,2,4,7,1,2,6,2,1,2,5,,,,,,0,phs031000,paul stanford
"Aman, Kelly",,,,,,MATH,2312,002,4,6,7,4,7,3,2,1,3,2,1,2,5,,,,,,0,ads014500,alan sauter
"Garrett, Bentley T",,,,,,MATH,2414,007,2,5,6,4,3,3,8,3,2,2,2,,5,,,,,,3,sxc173731,sl ghi choi
"Minkoff, Susan E",,,,,,MATH,4334,001,5,6,1,,9,,1,6,1,,4,,5,,,,,,3,btg032000,bentley garrett
"Hill, Brenna R","Phatak, Arya B",,,,,BIOL,2281,308,6,2,6,3,,2,1,1,1,,1,,,,,,,,0,wenju,wen ju lin
"Lin, Wen J","Xia, Jing",,,,,BIOL,2281,309,5,6,5,4,2,1,,,,,,,,,,,,,0,brh140230,brenna hill
