Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
ENGR,2300,5,8,9,10,9,1,3,2,1,,,,,,,,,,0,"Heins, Matthew S","Noor Shoudha, Shamman",,,,,axk144831,amir khoobroo
ENGR,2300,501,2,21,,3,8,,4,9,,,,,,,,,,0,"Ali, Mohammed Z","Vidal Salazar, Andrea",,,,,axk144831,amir khoobroo
ENGR,2300,6,4,16,,4,10,,2,10,,,1,,,,,,,1,"Ali, Mohammed Z","Ahmed, Sabrina","Jena, Sritam",,,,mohammed,mohammed ali
ENGR,3300,3,1,11,,1,7,,4,4,6,1,6,,1,,,,,0,"Lee, Jung S","Xie, Hao","Gomathinayakam Latha, Aparaajitha",,,,jls032000,jung lee
ENGR,3300,2,,4,,,10,1,1,15,9,,3,,1,,,,,1,"Lee, Jung S","Sezer, Mustafa Murat","Xie, Hao",,,,jls032000,jung lee
ENGR,3300,1,,1,,,3,1,2,8,,,2,,,,,,,0,"Lee, Jung S","Rahim, Muhammad Ridwanur",,,,,jls032000,jung lee
ENGR,3300,6,,4,,1,5,,1,4,4,,4,,2,,,,,1,"Florence, James M","Peng, Genchang",,,,,jmf130530,james florence
ENGR,3300,501,,3,,,8,,2,8,1,,3,,1,,,,,0,"Lee, Jung S","Uddin, Mohammed Belal",,,,,mvf100020,massimo fischetti
ENGR,3300,4,6,3,6,4,3,,3,2,5,,4,2,3,,,,,1,"Saad, Ricardo E","Upadhyay, Bhaskar R",,,,,rsaad,ricardo saad
ENGR,3300,5,2,2,3,1,4,4,4,10,3,3,3,1,2,,,,,2,"Vandenberghe, William Gerard Hubert","Nam, Raphael D",,,,,mvf100020,massimo fischetti
ENGR,3341,2,4,14,7,3,8,5,2,,1,,,,,,,,,0,"Saquib, Mohammad","Nayemuzzaman, Sk",,,,,saquib,mohammad saquib
ENGR,3341,5,4,13,2,4,6,1,4,8,1,,,,,,,,,1,"Ali, Mohammed Z","Peng, Genchang",,,,,kxm156530,kathleen myers
ENGR,3341,6,3,3,2,3,1,2,3,2,3,,,4,,,,,,0,"Fonseka, John P","Hewawaduge, Dhanushki B",,,,,kjp,john fonseka
ENGR,3341,3,1,3,3,1,3,2,1,2,1,,2,,7,,,,,1,"Nosratinia, Aria","Hewawaduge, Dhanushki B",,,,,aria,aria nosratinia
ENGR,3341,1,,3,3,3,3,2,3,2,4,,2,1,2,,,,,2,"Fonseka, John P","Hewawaduge, Dhanushki B",,,,,kjp,john fonseka
ENGR,3341,4,5,5,7,10,14,,1,1,,,,,,,,,,0,"Saquib, Mohammad","Nayemuzzaman, Sk",,,,,saquib,mohammad saquib
ENGY,3301,1,,11,6,1,4,,5,,,,,,,,,,,1,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,,dcs170002,daniel sibley
ENGY,3302,1,,11,2,1,3,4,,,,,,,,,,,,0,"Molina, Stephen","Sibley, Daniel C","Leal Valladares, Jorge A",,,,sxm163630,stephen molina
ENTP,3301,5,2,7,10,12,3,5,5,2,,,,,,,,,,0,"Choi, Emily","Kanakamedala, Maanvitha",,,,,sxg172931,steven guengerich
ENTP,3301,0W2,,18,,,26,,,5,,,,,,,,,,1,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo
ENTP,3301,0W1,,19,,,28,,,4,,,,,,,,,,1,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo
ENTP,3301,4,2,15,30,8,4,3,,1,,,,,,,,,,0,"Nichols, Paul M",,,,,,pxn120030,paul nichols
ENTP,3301,3,1,3,5,13,12,4,3,3,,,,,,,,,1,0,"Bhatti, Christopher",,,,,,cbhatti,christopher bhatti
ENTP,3301,2,,4,24,7,5,5,,1,,,,,1,,,,,1,"Frazier, Leah",,,,,,lxf220000,leah frazier
ENTP,3320,1,,3,3,2,1,1,,2,,,,,,,,,1,0,"Choi, Emily","Kanakamedala, Maanvitha",,,,,exc113230,emily choi
ENTP,3360,2,,2,,8,5,1,,4,,,,,1,,,,,0,"Park, Haemin","Gupte, Vaibhavi R",,,,,hxp174230,haemin park
ENTP,4311,1,3,13,4,9,10,4,1,1,,,,,,,,,,0,"Otis, Kirk",,,,,,kjo230001,kirk otis
ENTP,4320,501,10,12,12,5,1,1,1,,,,,,,,,,,0,"Wright, Kimberly E",,,,,,rgw091000,robert wright
ENTP,4340,501,,10,33,14,20,14,4,1,2,,,,,,,,,1,"Wright, Robert G","Fickel, Mary","Tan, Xiaowen",,,,rgw091000,robert wright
ENTP,6310,0W1,,3,5,2,,,,,,,,,,,,,,0,"Lin, Zhiang","Jiang, Rui",,,,,chasteen,larry chasteen
ENTP,6370,501,,2,14,13,15,6,,,,,,,,,,,,0,"Kimzey, Jackie R",,,,,,jxk092000,jackie kimzey
ENTP,6370,502,,6,11,5,9,3,1,2,,,,,,,,,,0,"Evans, David",,,,,,dxe220017,
ENTP,6370,0W1,,9,10,10,20,3,,2,,,,,,,,,,0,"Kimzey, Jackie R","Katakam, Divya Bala Sunaina",,,,,jxk092000,jackie kimzey
ENTP,6375,502,,4,7,5,1,1,,,,,,,,,,,,0,"Nichols, Paul M",,,,,,pxn120030,paul nichols
ENTP,6375,501,,6,7,5,9,3,,1,,,,,,,,,,0,"Shah, Rajiv R","Tan, Xiaowen",Vignesh,,,,rxs079000,rajiv shah
ENTP,6390,501,,8,12,2,,,,,,,,,,,,,,0,"Nichols, Paul M",,,,,,hxp174230,haemin park
ENTP,6394,XS1,,7,2,3,4,3,,1,,,,,,,,,,0,"Kimzey, Jackie R","Katakam, Divya Bala Sunaina",,,,,jxk092000,jackie kimzey
ENTP,6398,501,,13,6,6,,1,,,,,,,,,,,,0,"Shah, Rajiv R",,,,,,rxs079000,rajiv shah
EPCS,2200,1,,69,20,17,7,,,,,,,,1,,,,,0,"Steele, Alec M",,,,,,ams180007,alec steele
EPCS,3200,1,,13,,,,,,,,,,,,,,,,0,"Steele, Alec M",,,,,,ams180007,alec steele
EPPS,2301,2,3,4,11,1,2,1,,1,1,,2,,3,,,,,0,"Sanchez De La Rosa, Andres Ricardo",,,,,,axs180146,andres ricardo sanchez de la rosa
EPPS,2301,0W1,7,4,4,4,3,3,7,3,3,4,2,3,8,,,,1,3,"Kosiewicz, Holly","Pillai, Maitreyi M",,,,,hxk200027,holly kosiewicz
EPPS,2301,1,7,21,9,5,4,3,5,7,2,,,,2,,,,,2,"Noe, Ricardo",,,,,,rxn200000,ricardo noe
EPPS,2302,3,11,5,3,,5,,2,,,,,,2,,,,,0,"Griffith, Daniel A","Wu, Yanan",,,,,dtg170130,daniel griffith
EPPS,2302,2,16,13,5,5,5,,,3,,,,1,1,,,,1,0,"Bray, Timothy M",,,,,,tmb021000,timothy bray
EPPS,3100,1,,,,,,,,,,,,,,,15,1,,0,"Holmes, Jennifer S",,,,,,jholmes,jennifer holmes
EPPS,6313,501,,11,7,1,5,2,,,,,,,1,,,,,3,"Grover, William C",,,,,,exg131830,evgenia gorina
EPPS,6316,501,,15,2,2,11,,,,,,,,,,,,1,0,"Edgerton, Jared","Zengin, Abdullah Furkan",,,,,jxh134630,james harrington
EPPS,6323,1,,13,10,,1,1,,,,,,,,,,,,1,"Ho, Ka-Yiu","Chang, Gary",,,,,,ka yiu ho
EPPS,6326,501,,6,4,3,,3,1,,,,,,,,,,,0,"Tiefelsdorf, Michael R","Kim, Dongeun","Chowdhury, Yeamin Faria",,,,mrt052000,michael tiefelsdorf
EPPS,6354,1,,5,7,1,1,,,1,,,,,,,,,,0,"Ho, Ka-Yiu","Chang, Gary",,,,,,ka yiu ho
EPPS,7316,1,,5,1,2,2,,,,,,,,1,,,,,0,"Brandt, Patrick T","Jeong, Dohyo",,,,,pxb054000,patrick brandt
FILM,1303,1,17,10,3,2,,,,1,,,,,,,,,,0,"Mahan, Mazyar",,,,,,mxm200090,mazyar mahan
FILM,1303,2,7,11,3,3,2,,2,1,,2,,,2,,,,1,0,"Almroani, Nouf Mfdhi H",,,,,,,nouf mfdhi almroani
FILM,1303,3,18,7,4,1,3,,,1,,,,,,,,,,0,"Shafek, Amal S",,,,,,ass106020,amal shafek
FILM,1303,4,6,13,4,4,3,,2,3,3,,,,1,,,,,0,"Ferreira de Souza, Leticia",,,,,,lxf161030,leticia ferreira de souza
FILM,2332,1,16,12,3,3,1,1,,,,,,,1,,,,,1,"Oliver, Stephanie R",,,,,,sxo180009,stephanie oliver
FILM,2332,2,3,3,10,4,5,5,1,3,2,1,,,2,,,,,0,"Prakash, Arya",,,,,,axp200037,arya prakash
FILM,2332,3,10,6,12,4,1,1,1,,1,,,,2,,,,,1,"Wellborn, Brecken H",,,,,,bhw200001,brecken wellborn
FILM,2332,501,,3,4,7,9,13,10,4,5,,3,3,11,,,,,1,"Petty, John E","Khoshniat, Ahmad",,,,,jep140330,john petty
FILM,3321,1,5,10,11,7,2,3,,,,,,,1,,,,,1,"McLean, Adrienne L",,,,,,amclean,adrienne mclean
FILM,3342,1,,4,2,2,4,3,,3,,1,,,,,,,,1,"Petty, John E",,,,,,jep140330,john petty
FIN,3300,1,,18,,,14,,,6,,,5,,2,,,,,3,"Lynch, Julie","Narayanan, Shripriya",,,,,jxl180030,julie lynch
FIN,3305,501,,6,,,4,,,4,,,,,1,,,,,0,"Lynch, Julie","Narayanan, Shripriya",,,,,rxg112530,randall guttery
FIN,3305,2,,4,2,,2,3,2,3,2,1,3,1,2,,,,,1,"Guttery, Randall",,,,,,rxg112530,randall guttery
FIN,3305,1,,3,1,3,2,4,6,7,4,2,4,1,5,,,,,0,"Guttery, Randall",,,,,,rxg112530,randall guttery
FIN,3320,10,3,5,6,10,4,2,5,2,4,,,,1,,,,,3,"Guo, Shujian",,,,,,sxg180004,shujian guo
FIN,3320,18,,12,4,7,4,4,,4,1,4,,,3,,,,,2,"Kaur, Dupinderjeet","Bhatia, Shivangi",,,,,dxk110730,dupinderjeet kaur
FIN,3320,7,,12,9,11,10,5,,,,,,,1,,,,,0,"Reilly, Christopher P","Hamzeh, Alireza",,,,,sdp093020,
FIN,3320,9,,15,,,19,,,13,,,,,1,,,,,0,"Li, Jun","Fan, Lin",,,,,jxl128031,jun li
FIN,3320,501,1,1,2,1,6,5,4,10,4,4,2,1,7,,,,,0,"Joukov, Artem M",,,,,,xxz137630,xiaofei zhao
FIN,3320,4,,15,,,14,,,20,,,,,,,,,,0,"Li, Jun","Fan, Lin",,,,,jxl128031,jun li
FIN,3320,1,,16,6,6,9,6,3,6,7,,1,,,,,,,0,"Wang, Pingle","Bhanap, Shiv",,,,,pxw200007,pingle wang
FIN,3320,13,4,2,2,4,1,2,2,1,1,4,3,10,4,,,,,4,"Gurun, Ayfer","Gupte, Vaibhavi R",,,,,axg119030,ayfer gurun
FIN,3320,8,1,4,3,7,4,4,4,9,3,3,,,3,,,,,1,"Kelly, Matthew L",,,,,,mlk170130,matthew kelly
FIN,3320,2,,12,5,5,7,4,3,3,6,,,,2,,,,,0,"Wang, Pingle","Bhanap, Shiv",,,,,dmc012300,david cordell
FIN,3320,3,,14,1,2,1,9,4,2,5,5,,,2,,,,,2,"Kaur, Dupinderjeet","Bhatia, Shivangi",,,,,dxk110730,dupinderjeet kaur
FIN,3320,11,,5,12,6,9,10,,1,1,,,,,,,,,3,"Reilly, Christopher P","Hamzeh, Alireza",,,,,cxr220013,christopher reilly
FIN,3320,20,1,8,4,15,10,4,7,,,,,,2,,,,,2,"Nguyen, Nam H",,,,,,dmc012300,david cordell
FIN,3320,6,7,9,3,5,8,4,7,3,5,1,1,1,1,,,,,0,"Murray, Jennifer R","Singh, Smita",,,,,jrm160330,jennifer murray
FIN,3320,HON,13,17,8,3,5,4,2,2,,,,,,,,,,1,"Murray, Jennifer R","Singh, Smita",,,,,sdp093020,
FIN,3330,2,2,10,22,14,9,,3,,,,,,,,,,,0,"Haynes, Steven","Kapadia, Disha Pareshkumar",,,,,sxh102420,steven haynes
FIN,3330,1,,10,,,23,,,5,,,1,,4,,,,,0,"Lynch, Julie","Narayanan, Shripriya",,,,,jxl180030,julie lynch
FIN,3340,1,12,36,11,1,1,,,,,,,,,,,,,0,"Molina, Stephen","Noland, Jeffrey S","Leal Valladares, Jorge A",,,,sxm163630,stephen molina
FIN,3350,2,,8,4,10,7,2,,2,,,,,1,,,,,1,"Xia, Han",,,,,,,han xia
FIN,3350,1,,9,7,10,7,,4,3,,,2,,4,,,,,4,"Xia, Han",,,,,,,han xia
FIN,3360,1,,5,5,11,4,,,3,,,,,,,,,,0,"Park, Haemin","Gupte, Vaibhavi R",,,,,hxp174230,haemin park
FIN,3360,2,,3,6,6,6,4,,7,,,,,,,,,,1,"Park, Haemin","Gupte, Vaibhavi R",,,,,hxp174230,haemin park
FIN,3365,0W1,10,16,6,8,13,2,2,4,,,1,,,,,,,0,"DeCourcy, George A",,,,,,gad075000,george decourcy
FIN,3370,2,2,6,15,14,6,6,1,,,,,,,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes
FIN,3370,1,1,1,2,,1,3,1,2,1,2,2,,3,,,,,0,"Kaplan, Larry S",,,,,,lsk140130,larry kaplan
FIN,3380,2,,3,3,3,2,,3,1,1,,,,1,,,,1,0,"Gurun, Ayfer","Gupte, Vaibhavi R",,,,,axg119030,ayfer gurun
FIN,3380,1,1,3,6,5,4,5,6,4,4,4,1,3,1,,,,,0,"Gurun, Ayfer","Gupte, Vaibhavi R",,,,,axg119030,ayfer gurun
FIN,3390,1,6,3,4,4,4,3,3,,3,,,,,,,,,0,"El-Ashmawi, Amal H",,,,,,ahe013000,amal el ashmawi
FIN,3390,2,8,7,4,5,3,1,3,6,3,3,1,,1,,,,,0,"Nishi, Hirofumi","Bezawada, Krishna",,,,,hxn210016,hirofumi nishi
FIN,3390,3,7,7,2,6,3,4,4,4,1,1,5,1,3,,,,,1,"Nishi, Hirofumi","Bezawada, Krishna",,,,,hxn210016,hirofumi nishi
FIN,3390,4,,17,4,2,3,1,6,2,3,4,,,1,,,,,0,"Kaur, Dupinderjeet","Bhatia, Shivangi",,,,,dxk110730,dupinderjeet kaur
FIN,3395,1,,9,8,9,8,8,,,,,,,,,,,2,0,"Noland, Jeffrey S",,,,,,,jeffrey noland
FIN,4300,501,4,2,5,1,1,2,1,1,,,,1,1,,,,,0,"Tang, Xiaoxiao","Kohli, Raghav",,,,,kdw061000,kelsey wei
FIN,4300,3,3,10,2,4,1,1,3,2,1,,,,,,,,,0,"Tang, Xiaoxiao","Kohli, Raghav",,,,,xxt180003,xiaoxiao tang
FIN,4300,1,,6,14,13,7,3,,,1,,,,,,,,,0,"Khanapure, Revansiddha B","Samant, Prathamesh Sadashiv",,,,,rbk160130,revansiddha khanapure
FIN,4300,2,4,5,10,14,10,2,1,1,,,,,,,,,,0,"Khanapure, Revansiddha B","Samant, Prathamesh Sadashiv",,,,,rbk160130,revansiddha khanapure
FIN,4307,1,,5,4,5,4,5,,,,,,,,,,,,0,"Noland, Jeffrey S",,,,,,,jeffrey noland
FIN,4310,4,,,1,2,,1,1,1,3,,,1,,,,,,0,"Hasler, Michael","Hamzeh, Alireza",,,,,mxh190031,michael hasler
FIN,4310,3,2,1,2,5,1,2,1,6,8,,5,1,,,,,,1,"Hasler, Michael","Hamzeh, Alireza",,,,,mxh190031,michael hasler
FIN,4310,1,1,2,6,8,1,3,2,5,6,3,,2,,,,,,0,"Anderson, Frank W",,,,,,fwa012000,frank anderson
FIN,4310,2,1,3,5,7,6,3,3,5,,,1,2,2,,,,,1,"Anderson, Frank W",,,,,,fwa012000,frank anderson
FIN,4313,1,,25,3,,4,1,,3,,,,,1,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,,dcs170002,daniel sibley
FIN,4321,501,,3,1,1,5,1,1,3,,,,,,,,,,1,"Hedgecock, Blake",,,,,,bxh132030,blake hedgecock
FIN,4332,1,,3,3,1,3,2,,,,,,,,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes
FIN,4333,1,,2,9,4,1,,,,1,,,,,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes
FIN,4338,1,6,9,11,5,3,,,,,,,,1,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes
FIN,4340,1,2,3,,2,5,3,,1,,,,,2,,,,,0,"Xiao, Wenjing",,,,,,swx170030,wenjing xiao
FIN,4345,501,3,16,8,1,4,2,,,,,1,,,,,,,0,"Ma, Liping","Kamte, Harshita G",,,,,jaa014500,
FIN,4380,1,8,17,11,5,4,1,,,,,,,1,,,,,0,"Ballew, Gregory","Agrawal, Ojasvi",,,,,geb011100,gregory ballew
FIN,4390,1,,21,,,1,,,,,,,,,,,,,0,"Murray, Jennifer R","Singh, Smita",,,,,jrm160330,jennifer murray
FIN,6253,XS1,,7,5,2,3,,2,,,,,,,,,,,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
FIN,6301,0W1,,12,11,6,8,5,10,11,,,,,2,,,,,2,"Nishi, Hirofumi","Bezawada, Krishna",,,,,tday,theodore day
FIN,6301,GW1,,10,1,1,4,,1,1,,,,,,,,,,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
FIN,6301,AW1,,18,2,3,3,,,,,,,,,,,,,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
FIN,6301,501,,6,9,8,6,1,,,,,,,,,,,,0,"Nanda, Vikram K","Kurucak, Abdurrahman",,,,,sxx150930,steven xiao
FIN,6301,MBP,,10,2,4,6,4,2,1,,,,,,,,,1,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
FIN,6301,1,,10,13,11,8,5,,,,,,,,,,,1,3,"Nanda, Vikram K","Kurucak, Abdurrahman",,,,,vkn150030,vikram nanda
FIN,6307,501,,7,4,2,5,2,2,,,,,,,,,,,0,"Ma, Liping","Kamte, Harshita G",,,,,lxm133730,liping ma
FIN,6307,0W1,,13,3,6,8,6,6,,,,,,,,,,1,2,"Ma, Liping","Kamte, Harshita G",,,,,lxm133730,liping ma
FIN,6308,0W1,,16,10,7,10,2,4,,,,,,,,,,,0,"Lewin, Peter",,,,,,plewin,peter lewin
FIN,6310,501,,23,16,11,2,2,1,,,,,,1,,,,,1,"Khanapure, Revansiddha B","Samant, Prathamesh Sadashiv",,,,,yexiaoxu,yexiao xu
FIN,6314,501,,5,1,5,6,1,,,,,,,,,,,,0,"Xiao, Wenjing",,,,,,jxm158130,jeffrey manzi
FIN,6315,501,,3,8,,5,,,,,,,,,,,,,0,"Shah, Rajiv R","Agrawal, Ojasvi",,,,,mfp013000,madison pedigo
FIN,6318,501,,9,7,2,9,,,1,,,,,,,,,,0,"Baranchuk, Nina","Wen, Yaxin",,,,,tday,theodore day
FIN,6321,5H1,,1,2,3,5,6,2,1,,,,,3,,,,,3,"Guttery, Randall",,,,,,rxg112530,randall guttery
FIN,6322,0W1,,28,5,5,7,3,1,,,,,,,,,,,0,"DeCourcy, George A",,,,,,gad075000,george decourcy
FIN,6325,501,,11,8,18,,1,,,,,,,,,,,,1,"Xia, Han",,,,,,kls110030,ken smith
FIN,6335,501,,24,11,4,3,,,,,,,,,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,,dcs170002,daniel sibley
FIN,6336,501,,11,24,3,2,,,,,,,,,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,,dcs170002,daniel sibley
FIN,6352,1,,5,8,6,2,2,4,1,,,,,,,,,,3,"Von Drathen, Christian","Newton-Denila, Olive C",,,,,cxv141430,christian von drathen
FIN,6352,501,,8,11,10,5,,,3,,,,,1,,,,,2,"Davis, Richard L",,,,,,jxn125330,jeff noland
FIN,6360,0W1,,13,14,11,12,,,,,,,,,,,,,0,"Zhao, Feng","Hu, Jiawei",,,,,fxz082000,feng zhao
FIN,6360,1,,9,10,6,7,2,1,7,,,,,1,,,,,0,"Kaur, Dupinderjeet","Bhatia, Shivangi",,,,,dxk110730,dupinderjeet kaur
FIN,6368,1,,9,14,4,,,,,,,,,,,,,,1,"Ma, Liping",,,,,,lxm133730,liping ma
FIN,6392,0W1,,6,6,5,13,2,2,,,,,,,,,,,0,"Zheng, Zhiqiang",,,,,,zxz062000,zhiqiang zheng
FIN,4V99,1,,15,,,,,,,,,,,,,,,,0,"Murray, Jennifer R",,,,,,jrm160330,jennifer murray
FTEC,6312,F01,,,7,2,3,,,,,,,,,,,,1,0,"Scott, James",,,,,,jas076100,james scott
FTEC,6314,F01,,,,,,,,,,,,,,,,,,14,"Bourji, Mohamad A",,,,,,,mohamad bourji
FTEC,6331,F01,,11,3,4,2,,,,,,,,3,,,,1,0,"Haynes, Steven",,,,,,sxh102420,steven haynes
FTEC,6334,F01,,21,,,,,,,,,,,1,,,,,0,"Zemoodeh, Amir",,,,,,axz120930,amir zemoodeh
FTEC,6V99,F01,,7,2,2,,2,,,,,,,,,,,,0,"Ayres, Jeffrey A","Wang, Yi",,,,,jaa014500,jeffrey ayres
GEOG,2302,1,,2,1,1,4,2,,3,1,,1,,1,,,,,1,"Cummings, Anthony R","Adeuga, Adewole M","Ahmed, Md. Nakir",,,,arc131030,anthony cummings
GEOG,3331,1,2,,4,1,3,2,1,,2,,,,1,,,,,0,"Rahman, Muhammad",,,,,,mtr018000,muhammad rahman
GEOG,3359,1,8,2,2,4,1,2,1,1,,,,,,,,,,0,"Rahman, Muhammad","Davenport, Miranda J",,,,,mtr018000,muhammad rahman
GEOG,3372,1,5,4,10,1,2,1,,,,1,,,1,,,,,0,"Rahman, Muhammad","Davenport, Miranda J",,,,,mtr018000,muhammad rahman
GEOS,1103,102,,4,3,1,1,,2,,,,1,,1,,,,,1,"Griffin, William R","Walker, Sara C",,,,,griffin,william griffin
GEOS,1104,101,2,2,1,,2,,,2,,,,,1,,,,,0,"Pujana, Ignacio","East, Robert S",,,,,pujana,ignacio pujana
GEOS,1303,1,2,4,6,2,4,3,2,3,2,2,4,3,10,,,,,1,"Pirouz, Mortaza","Bodur, Omer",,,,,mxp180004,mortaza pirouz
GEOS,1303,501,7,17,13,10,6,1,,,1,,1,1,,,,,,0,"Griffin, William R",,,,,,griffin,william griffin
GEOS,1303,0W1,52,91,31,17,21,16,7,4,10,2,1,3,12,,,,,6,"Pujana, Ignacio","Pirouz, Mortaza",,,,,pujana,ignacio pujana
GEOS,1304,1,,3,2,3,1,3,,,,,,,1,,,,,0,"Pujana, Ignacio","East, Robert S","Strain, Emily M",,,,pujana,ignacio pujana
GEOS,2302,1,,,,1,6,,,1,2,,,1,2,,,,,0,"Cummings, Anthony R","Adeuga, Adewole M","Ahmed, Md. Nakir",,,,arc131030,anthony cummings
GEOS,2310,0W1,4,19,3,5,17,6,4,6,3,,4,,3,,,,,3,"Brikowski, Thomas H","Sink, Katharine O",,,,,aem058000,thomas brikowski
GEOS,2409,1,1,4,3,3,,2,,2,1,,1,,1,,,,,1,"Griffin, William R","Willis, Siloa B",,,,,griffin,william griffin
GEOS,3470,1,2,1,2,,1,2,1,1,,,,,1,,,,1,0,"Pirouz, Mortaza","Bodur, Omer","Moiz, Abdul",,,,mxp180004,mortaza pirouz
GEOS,4322,1,2,5,2,1,,1,3,,,,,,,,,,,0,"Sickmann, Zachary",,,,,,zxs220011,zachary sickmann
GEOS,5308,1,,4,1,3,2,,,,,,,,,,,,,0,"Stern, Robert J",,,,,,rjstern,robert stern
GISC,3304,1,,5,,,,,1,1,,,2,,1,,,,,0,"Donegan, Connor","Kim, Eunhee",,,,,cxd161930,connor donegan
GISC,4325,501,,6,,1,1,2,1,1,,,,,,,,,,0,"Chastain, Bryan J","Gamarra Pacheco, Jose A",,,,,bjc062000,bryan chastain
GISC,4382,1,4,7,,,3,,3,,,,,,4,,,,,0,"Chun, Yongwan","Kulsum, Umme",,,,,yxc070300,yongwan chun
GISC,4385,1,2,5,3,,,,,,,,,,,,,,,1,"Gearey, Wayne",,,,,,wxg130930,wayne gearey
GISC,4386,1,4,5,3,1,6,5,1,,,1,,,,,,,,2,"Cummings, Anthony R","Ahmed, Md. Nakir","Adeuga, Adewole M",,,,arc131030,anthony cummings
GISC,6384,1,,15,1,,,,,,,,,,,,,,,0,"Qiu, Fang","Shi, Zheng",,,,,ffqiu,fang qiu
GISC,7366,1,,8,,1,,,,1,,,,,,,,,,0,"Qiu, Fang","Lyu, Haitao",,,,,ffqiu,fang qiu
GOVT,2305,HN1,4,7,5,1,2,3,2,,,,,,,,,,,0,"Miller, Banks P",,,,,,tlb056000,thomas brunell
GOVT,2305,2,13,25,27,16,17,16,6,2,3,,,1,1,,,,,0,"Montgomery, Joshua P","Minoura, Haruna",,,,,rjl140330,ryan lux
GOVT,2305,1,7,24,46,25,13,6,5,3,5,1,,,6,,,,,2,"Johnson, Sara K","Si, Wen",,,,,skj170230,sara johnson
GOVT,2305,3,14,50,53,27,22,14,14,5,5,1,,3,5,,,,,0,"Montgomery, Joshua P","Minoura, Haruna",,,,,jpm130430,joshua montgomery
GOVT,2305,501,,7,37,48,38,33,10,13,15,4,3,3,5,,,,,3,"Muenks, Patrick",,,,,,exl171930,evan lowe
GOVT,2305,4,23,59,61,65,31,20,6,4,9,4,4,3,9,,,,,1,"Johnson, Sara K","Si, Wen",,,,,skj170230,sara johnson
GOVT,2306,HN1,,22,2,,,1,,,,,,,,,,,,0,"Elliott, Euel W","Scotch, Richard K","Shafiq, Sadman",,,,dougdow,douglas dow
GOVT,2306,HN2,,19,7,,,,,,,,,,,,,,,0,"Elliott, Euel W","Scotch, Richard K","Shafiq, Sadman",,,,harpham,edward harpham
GOVT,2306,3,10,10,7,3,5,2,4,4,,,,,4,,,,,0,"Widner, Katie",,,,,,kxw200020,katie widner
GOVT,2306,501,43,116,54,20,21,18,7,4,4,,2,1,6,,,,,4,"Montgomery, Joshua P","Minoura, Haruna",,,,,txh180023,travis hadley
GOVT,2306,1,7,14,28,12,10,11,7,7,2,3,2,2,4,,,,,3,"Santoro, Lauren A","Islam, Maria",,,,,lar170530,lauren santoro
GOVT,2306,6,15,33,28,23,14,10,2,2,1,3,2,1,3,,,,,1,"Johnson, Sara K","Si, Wen",,,,,skj170230,sara johnson
GOVT,2306,2,,34,61,49,26,29,9,11,7,4,1,2,10,,,,,4,"Muenks, Patrick",,,,,,rjl140330,ryan lux
GOVT,2306,4,,72,68,46,19,19,3,7,3,3,2,3,6,,,,,0,"Elliott, Euel W","Shafiq, Sadman",,,,,eelliott,euel elliott
GOVT,2306,5,,79,98,51,23,24,9,3,2,4,1,,1,,,,,1,"Elliott, Euel W","Shafiq, Sadman",,,,,txh180023,travis hadley
GST,2300,1,,3,4,7,6,,,,,,1,,2,,,,1,0,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak
GST,4360,1,1,3,,1,4,,,1,,,1,,1,,,,,0,"Wissinger, Tonja",,,,,,twissin,tonja wissinger
HCS,6313,2,,6,6,2,1,,,,,,,,,,,,,0,"Ackerman, Robert A","Millward, Kennedy A",,,,,raa110030,robert ackerman
HCS,7121,1,,,,,,,,,,,,,,37,,,,0,"Rennaker, Robert L",,,,,,rlr091000,robert rennaker
HCS,7325,1,,6,4,,,,,,,,,,,,,,,0,"Katz, William F","Assmann, Peter F","Goffman, Lisa A","Shembel, Adrianna C",,,wkatz,william katz
HCS,7355,5,,7,3,1,,,,,,,,,,,,,,0,"Warren, Stacie",,,,,,kcd200000,stacie warren
HCS,7355,1,,13,2,3,,,,,,,,,,,,,,0,"Park, Jiyoung",,,,,,jxp176330,jiyoung park
HDCD,6316,1,,12,,,,,,,,,,,,,,,,0,"Maese, Maria Amalia",,,,,,mxm124131,maria amalia maese
