Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Total W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
HMGT,6334,501,,7,5,9,3,,,,,,,,,1,"Ayvaci, Mehmet U","Zhu, Wangsheng",,,,,mua120030,mehmet ayvaci
ITSS,4351,002,1,3,3,5,7,4,1,1,,,,,,0,"Pandian, Thiru","Muthukrishnan, Bharathi",,,,,txp190010,thiru pandian
MIS,6320,501,,15,4,4,2,,,,,,,,,0,"Atabansi, Lloyd A","Tran, Quan T",,,,,laa190003,lloyd atabansi
MIS,6346,002,,22,2,,,,,,,,,,,1,"Elkhodari, Gasan","Sultana, Yasmin",,,,,gxe051000,gasan elkhodari
MKT,6301,001,,6,3,6,7,2,1,,,,,,,0,"Kuksov, Dmitri","Elmi, Omid",,,,,dgk120030,dmitri kuksov
OB,6152,XS1,,25,,,,,,,,,,,,0,"Hicks, Robert",,,,,,,robert hicks
OB,6348,CW1,,24,,,,,,,,,,,1,0,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan
OPRE,6301,CH1,,13,3,3,3,2,,1,,,,,,0,"Kim, Dohyeong",,,,,,dxk132530,dohyeong kim
OPRE,6303,0W1,,11,3,3,5,,,,,,,,,3,"Sethi, Awanti","Gokcinar, Abdullah H",,,,,asethi,awanti sethi
OPRE,6362,0W2,,10,4,5,2,2,,,,,,,1,1,"Alborz, Shawn","Wang, Hao",,,,,sxa063000,shawn alborz
CHEM,1112,107,7,11,2,1,1,,1,,,,1,1,,0,"Dissanayake, Dushanthi S","Mills, Kira R",,,,,dxd122030,dushanthi dissanayake
CHEM,3472,002,,3,1,3,,4,5,,3,,2,1,,3,"Goux, Warren J","Lumata, Jenica","Cue, John Michael","Franciskovich, Matthew R","Lin, Jason","Hashami, Zohreh",wgoux,warren goux
NATS,2333,HN1,23,1,1,,,,,,,,,,,0,"Taylor, Stephanie M",,,,,,smt031000,stephanie taylor
ATCM,3301,503,1,3,11,3,2,,,,,,,,1,2,"Field, Jamie M",,,,,,jmf094020,jamie field
PSCI,4V66,501,20,2,,,,,,,,,,,,0,"Seagroves, Tony A",,,,,,,tony seagroves
BPS,6254,XS1,,12,9,,4,,,,,,,,,0,"Strickland, Warren",,,,,,,warren strickland
PHYS,6300,001,,14,,4,5,,,1,,,,,1,0,"Izen, Joseph",,,,,,joe,joseph izen
BIOL,5460,001,,3,2,7,10,,,2,,,,,,0,"Xuan, Zhenyu","Zhang, Michael","Song, Ming",,,,zxx091000,zhenyu xuan
ARAB,1311,001,10,11,,4,1,,,,,,,,,0,"Anjum, Zafar",,,,,,zxa110730,zafar anjum
MUSI,2113,501,7,18,,,1,,,,,,,,,0,"Gerard, Lori A",,,,,,lag091020,lori gerard
ATCM,3330,001,6,14,2,2,,1,,1,,,,,,0,"Nielsen, Christina R",,,,,,crn022000,christina nielsen
ATCM,3335,001,4,1,,,1,3,,4,1,1,1,1,7,2,"Kane, Simon A",,,,,,sak043000,simon kane
ATCM,3372,001,4,5,3,2,1,,,4,1,,,,3,3,"Fitzgerald, Harold E",,,,,,hxf170830,harold fitzgerald
NSC,3361,HN1,5,18,2,1,,,,,,,,,,0,"LaDow, Eva S",,,,,,esl130130,eva ladow
PSY,3342,501,3,6,2,5,2,1,1,2,1,,1,1,1,0,"Barfoot, John W","Peskova, Olga",,,,,jwb043000,john barfoot
CE,3302,001,1,5,,4,1,1,3,5,2,,1,,3,0,"Fumagalli, Andrea",,,,,,andreaf,andrea fumagalli
CE,4304,001,2,4,3,2,3,7,2,,1,,,,1,1,"Makris, Georgios","Zhang, Yunjie",,,,,gxm112130,georgios makris
CS,4386,501,4,1,2,3,4,2,1,4,,,1,,3,1,"Gupta, Neeraj K","Hosseini, Seyyed Mohammadsaleh",,,,,nkg140130,neeraj gupta
EE,3311,501,2,2,,2,4,6,2,3,2,,,,2,1,"Pourkamali, Siavash","Palit, Prithviraj",,,,,sxp124631,siavash pourkamali
EE,3350,501,7,3,2,2,7,2,1,,,2,,,,0,"Ahmed, Shaheen","Helwa, Sherief M",,,,,sxa176730,shaheen ahmed
BIS,1100,003,,25,,,,,,,,,,,1,0,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak
ACCT,6301,GW1,,15,5,1,2,,,2,,,,,,1,"Barden, John P",,,,,,jpb063000,john barden
ACCT,6377,501,,7,15,2,,1,,,,,,,1,0,"McCuistion, Dennis",,,,,,dxm094000,dennis mccuistion
ENTP,3301,502,4,5,9,4,3,1,,,,,,,,0,"Bhatti, Christopher J",,,,,,cbhatti,christopher bhatti
FIN,4310,501,3,1,3,2,4,3,,3,5,,,1,1,0,"Meier, Jean-Marie","Smith, Jake A",,,,,jmm172030,jean marie meier
ITSS,4355,001,5,1,1,2,4,6,2,2,1,,,1,,1,"Bradbury, Judd D","Singh, Ayush K","Shah, Bhavin A",,,,jdb101000,judd bradbury
OB,6331,501,,26,,,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl
OPRE,6301,AW1,,19,1,2,2,1,,1,,,,,,0,"Kim, Dohyeong",,,,,,dxk132530,dohyeong kim
BIOL,3102,005,1,7,4,3,4,2,2,1,1,,,,,1,"Delk, Nikki A","Thomas-Jardin, Shayna E","Bautista, Monica A","Ravichandran, Nainika",,,nad140230,nikki delk
CHEM,2123,122,17,6,,,1,,,,,,,,,2,"Tran, Daniel N","Wijesundara, Yalini H",,,,,dnt019000,daniel tran
CHEM,3472,003,2,10,2,4,4,,1,1,,,,,,2,"Hashami, Zohreh","Lumata, Jenica","Franciskovich, Matthew R","Parra, Aaron","Cue, John Michael","Lin, Jason",zxh088000,zohreh hashami
PHYS,2126,606,4,15,2,4,,,,,,1,,,,0,"Macalevey, Paul J","Saleh, Lamya","Larsen, Cody",,,,paulmac,paul macalevey
PHYS,2126,607,5,10,5,,1,,1,1,,,,,3,0,"Macalevey, Paul J","Dey, Akash N",,,,,paulmac,paul macalevey
PHYS,3380,001,2,4,,1,4,2,,3,2,,1,1,6,0,"Anderson, Phillip C",,,,,,pca015000,phillip anderson
ITSS,4370,002,,3,3,6,4,,2,3,3,,1,,1,0,"Hefley, William E","Radmehr, Payam",,,,,weh150130,william hefley
BLAW,4301,001,13,7,5,1,,,,,,,,,,0,"Molina, Stephen",,,,,,sxm163630,stephen molina
ATCM,2301,007,,3,,,16,,,2,,,,,4,2,"Lester, Paul",,,,,,pxl152030,paul lester
ATCM,3301,502,2,4,5,4,4,5,1,1,,1,,,,0,"Rheams, David C",,,,,,dcr093020,david rheams
ATCM,3382,501,5,10,5,5,1,,,,,,,,1,0,"Lee, Angela M",,,,,,aml140530,angela lee
CS,3345,004,,8,3,2,6,2,,,,2,1,,1,2,"Chappidi, Sruthi",,,,,,sxc105920,sruthi chappidi
CS,4348,HON,,15,2,4,1,4,1,,,,,,,0,"Prakash, Ravi","Mahzari, Anahita",,,,,ravip,ravi prakash
CS,4384,001,5,2,,2,2,3,3,3,3,1,1,1,1,0,"Arnold, Gordon L","Chowdhury, Al Mehdi Saadat",,,,,gxa120930,gordon arnold
EEDG,6303,001,,4,15,5,3,,,,,,,,,0,"Nourani, Mehrdad","Sears, Mark R",,,,,nourani,mehrdad nourani
EERF,6393,001,,10,4,6,7,,,,,,,,,0,"Heins, Matthew S","Gemsheim, Alex J",,,,,msh130130,matthew heins
CRIM,4311,001,5,2,4,3,3,3,3,2,1,,,,1,0,"Hayslip, Melissa P",,,,,,mpb150030,melissa hayslip
ECON,4355,001,6,2,2,,2,1,,3,6,,1,,2,2,"Li, Dong","Choi, Soohyun",,,,,dxl145430,dong li
GOVT,2305,HN1,1,20,6,,,,,,,,,,,0,"Brunell, Thomas",,,,,,tlb056000,thomas brunell
PA,4355,001,11,8,2,2,1,1,,,,,,1,1,0,"Upoma, Shahrin S",,,,,,ssu170230,shahrin upoma
AMS,4379,001,5,2,7,1,,2,,3,2,1,,,3,1,"Hudson, Jennifer M",,,,,,jxh100220,jennifer hudson
BIS,3320,002,1,3,2,6,6,2,,1,,,,1,3,2,"Pogue, Neall W",,,,,,nxp174730,neall pogue
ED,3314,501,2,15,,,6,,,1,,,,,3,0,"Fagg, Sharon",,,,,,sxf044000,sharon fagg
HLTH,1322,0W1,,2,5,3,5,3,2,,1,,2,,1,3,"Day, Lora N",,,,,,lnd092000,lora day
ACCT,6333,001,,11,1,,11,,,4,,,,,,0,"Zolton, Kathy","Gu, Dongdi",,,,,kxz121730,kathy zolton
ACCT,6336,001,,8,2,8,9,,,,,,,,,0,"Mauriello, Joseph A","Truong, Timothy T",,,,,jam151430,joseph mauriello
BUAN,6357,001,,25,1,,,1,,,,,,,,0,"Johnston, Walter L",,,,,,wlj031000,walter johnston
FIN,3305,001,2,3,1,,9,1,,9,,,2,,,0,"Guttery, Randall",,,,,,rxg112530,randall guttery
FIN,6314,0W1,,12,,3,10,1,,1,,,,,,0,"Manzi, Jeff",,,,,,jxm158130,jeff manzi
FIN,6382,501,,3,7,9,6,1,,,,,,,,1,"Ma, Liping","Zhang, Xiang",,,,,lxm133730,liping ma
HMGT,6321,0W1,,5,4,7,5,2,2,,,,,,1,1,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan
IMS,4320,501,12,3,5,2,,1,,2,2,,,,,0,"Carraher, Shawn M",,,,,,smc130730,shawn carraher
OB,6301,GW1,,14,6,1,2,2,,1,,,,,,1,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks
BIOL,3102,004,5,2,5,2,3,2,3,,,2,,2,,1,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BIOL,3162,002,2,3,1,5,3,9,1,2,,,,,1,0,"Candas, Mehmet",,,,,,candas,mehmet candas
BIOL,3162,006,1,1,4,1,4,6,3,1,1,1,,,4,0,"Candas, Mehmet",,,,,,candas,mehmet candas
CHEM,1111,146,5,13,,1,1,4,,,,,,1,1,1,"Dissanayake, Dushanthi S","Nguyen, Trang",,,,,dxd122030,dushanthi dissanayake
CHEM,2123,106,10,13,4,,,,,,,,,,,0,"Taghavi Nasrabadi, Amir","Siddiki, A K M Nur Alam",,,,,axt128930,amir taghavi nasrabadi
CHEM,2125,106,6,13,6,2,,,,,,,,,,0,"Shah, Shailesh N","Senarathna, Milinda Chathuranga",,,,,sns170230,shailesh shah
CHEM,2125,107,7,12,6,1,,,,,,,,,,1,"Tran, Daniel N","Senarathna, Milinda Chathuranga",,,,,dnt019000,daniel tran
PHYS,2126,605,3,17,4,1,1,,,1,,,,,,0,"Macalevey, Paul J","Phillips, Madelyn F",,,,,paulmac,paul macalevey
CS,3354,502,1,7,2,,8,2,3,1,,,,1,2,0,"Yang, Wei","Haque, Wasif A","Huang, Hongyao",,,,wxy180002,wei yang
SE,4367,501,,4,6,3,2,5,1,1,,,,,1,4,"Zhang, Lingming","Benton, Samuel D",,,,,lxz144130,lingming zhang
PA,4370,001,,7,2,4,3,4,1,3,1,,,,,2,"Kiel, Lowell D",,,,,,dkiel,lowell kiel
ARHM,3342,001,,14,3,2,3,,,1,,,1,,2,2,"Evans, Kathryn C",,,,,,kcevans,kathryn evans
MUSI,1306,007,9,8,,3,4,,,1,,,,,2,1,"Ming, Adron",,,,,,axm167231,adron ming
MUSI,2322,001,1,7,4,3,,,,5,3,,2,,3,0,"Gerard, Lori A",,,,,,lag091020,lori gerard
MUSI,3322,001,8,13,2,2,,,,,,,2,,1,0,"Evans, Kathryn C",,,,,,kcevans,kathryn evans
PHIL,4322,501,8,8,3,2,1,1,,,,1,1,,3,0,"Amato, Lawrence A",,,,,,laa062000,lawrence amato
ATCM,2321,002,2,8,9,1,2,2,1,,,1,2,,,0,"Mulla, Ayesha",,,,,,axm190114,ayesha mulla
ATCM,3305,001,,3,3,2,5,7,2,,2,,1,1,2,0,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell
ATCM,3306,002,2,5,3,2,3,1,,1,4,,1,,2,4,"Salter, Monika",,,,,,mxs176131,monika salter
ATCM,3346,001,3,6,11,2,1,2,,,,,2,,1,0,"Marks, David E",,,,,,dem160430,david marks
ATCM,3350,501,3,3,7,2,5,,3,1,2,,,,,2,"Cox, Cydney",,,,,,cxc190025,cydney cox
ATCM,3366,002,7,2,4,4,2,2,2,,1,1,,1,2,0,"Wu, Hong An",,,,,,hxw173930,hong an wu
ATCM,3368,001,3,2,4,3,4,2,,,,1,,1,6,2,"Chandler, Adam W",,,,,,awc051000,adam chandler
NSC,4363,HN1,5,14,7,2,,,,,,,,,,0,"LaDow, Eva S",,,,,,esl130130,eva ladow
CE,3201,002,6,9,6,3,2,1,,1,,,,,,0,"Nikoubin, Tooraj","Caicedo-Narvaez, Carlos A","Movahed Mohammadi, Seyed Ehsan","Khoshlessan, Mahshid","Steele, Alec M",,txn190011,tooraj nikoubin
CS,1337,503,3,11,1,1,1,1,1,3,,,2,,4,0,"Belkoura, Mohamed Amine",,,,,,mxb135330,mohamed amine belkoura
EE,3301,003,2,2,11,4,3,4,,1,1,,,,,0,"Friedman, Joseph S","Hassan, Naimul",,,,,jsf160330,joseph friedman
MECH,4310,001,2,3,1,4,2,2,2,4,,2,2,,3,1,"Ruths, Justin","Zhang, Yujie",,,,,jxr163730,justin ruths
CRIM,4322,0H1,,6,6,4,2,3,,2,,2,2,,1,0,"Vieraitis, Lynne M","Corey, Jessica",,,,,lmv071000,lynne vieraitis
BIS,2190,0W2,4,6,2,2,,3,1,1,,2,,,6,1,"Edwards, Christopher W","Robinson, Katie L",,,,,cwe011000,christopher edwards
BIS,3320,005,,4,12,7,2,1,1,,1,,,,,0,"Naqvi, Syed K",,,,,,skn180000,syed naqvi
HLTH,3305,002,,8,12,5,2,1,,,,,,,,0,"Taylor, Donald E",,,,,,det190000,donald taylor
HLTH,4305,002,15,9,2,,2,,,,,,,,,0,"Dickey-Laprocido, Galen L",,,,,,,galen dickey laprocido
ACCT,6333,SS1,,11,,,8,,1,8,,,,,,0,"Zolton, Kathy",,,,,,kxz121730,kathy zolton
ACCT,6343,SS1,,4,10,8,4,,,2,,,,,,0,"Johnson, Jennifer","Lietha, Cassidy R",,,,,jxj091000,jennifer johnson
BUAN,6341,501,,10,3,8,2,2,,,,,,,2,1,"Sabir, Muhammad F","Aarya, Aarya",,,,,mfs170430,muhammad sabir
ENTP,6370,501,,4,9,5,9,,,1,,,,,,0,"Kimzey, Jackie",,,,,,jxk092000,jackie kimzey
FIN,3305,002,2,6,1,,7,2,,9,,,,1,,0,"Guttery, Randall",,,,,,rxg112530,randall guttery
FIN,3320,013,,3,1,4,2,1,3,2,1,,1,,4,6,"Rebello, Michael J",,,,,,mjr071000,michael rebello
FIN,3395,501,,6,5,6,6,5,,,,,,,,0,"Noland, Jeff",,,,,,jxn125330,jeff noland
HMGT,6320,501,,25,1,1,,,,,,,,,,1,"Fleming, Forney F",,,,,,fwf081000,forney fleming
MECO,6303,001,,9,6,4,6,1,,2,,,,,,0,"Siegenthaler, Simon","Chen, Xi",,,,,sxs177933,simon siegenthaler
MECO,6303,501,,7,7,3,3,3,1,4,,,,,,0,"Kiser, Stephen L","Kadiwala, Shermin R",,,,,slk012100,stephen kiser
OBHR,4310,001,11,3,3,,3,1,,,1,1,,,2,3,"Kaplan, Marilyn R",,,,,,mkaplan,marilyn kaplan
OPRE,6301,501,,9,5,4,4,2,,1,,,,,1,2,"Woldu, Malgorzata","Wang, Ming",,,,,mxw180018,malgorzata woldu
OPRE,6359,001,,10,5,4,7,,,,,,,,,2,"Brussolo, Monica E","Adlakha, Satyak",,,,,meb049000,monica brussolo
BIOL,1318,001,,4,,,7,,,12,,,3,,2,0,"Maitra, Meenakshi",,,,,,mxm172731,meenakshi maitra
BIOL,3162,004,1,1,2,2,1,6,8,1,1,,,,4,1,"Candas, Mehmet",,,,,,candas,mehmet candas
BIOL,3388,001,,5,4,6,7,3,3,,,,,,,0,"Rippel, Scott A",,,,,,rippel,scott rippel
BIOL,3456,305,2,5,5,3,1,2,3,1,3,2,1,,,0,"Yu, Wen H","Li, Yibo","Venkitapathi, Sundharamani",,,,why061000,wen yu
CHEM,1111,129,3,18,3,,1,,,1,,,,1,,1,"Taghavi Nasrabadi, Amir","Yan, Qing",,,,,axt128930,amir taghavi nasrabadi
CHEM,1111,608,,16,4,2,3,,1,,,,,,2,0,"Huang, Yu","Parker, Dynasty M",,,,,yxh091220,yu huang
CHEM,1112,105,10,14,1,1,1,,,,,,,,1,0,"Hashami, Zohreh","Pope, Mitchell A",,,,,zxh088000,zohreh hashami
CHEM,1112,106,,10,6,4,1,,3,1,,,,,,3,"Huang, Yu","Mortensen, Marie L",,,,,yxh091220,yu huang
MATH,2312,006,,,5,2,1,4,2,4,6,,,1,3,0,"Aman, Kelly",,,,,,kxa143530,kelly aman
MATH,3311,001,4,3,8,4,4,1,,1,1,,1,,1,0,"Dabkowska, Malgorzata A",,,,,,mxd066000,malgorzata dabkowska
NATS,1101,019,18,1,5,,,,1,1,,,,,2,0,"Treter, Donald R",,,,,,drt150530,donald treter
PHYS,2126,601,15,8,3,2,,,,,,,,,,0,"Macalevey, Paul J","Saleh, Lamya","Modumudi, Sai Madhav",,,,paulmac,paul macalevey
STAT,3360,001,7,4,4,3,1,3,,2,,,,,2,2,"Koshevnik, Yuly","Chakraborty, Dipnil","Chen, Huan",,,,yxk055000,yuly koshevnik
ATCM,3301,501,4,1,7,6,2,2,1,,1,1,1,,1,0,"Landers, Sean M",,,,,,sml160330,sean landers
PPPE,6310,501,,,9,9,4,4,,,,,,,,1,"Fass, Simon",,,,,,fass,simon fass
MATH,2417,010,6,2,3,3,3,,,1,3,1,,1,5,0,"Ohsawa, Tomoki",,,,,,txo140730,tomoki ohsawa
JAPN,1311,001,8,10,6,1,2,1,,,1,,,,,0,"Kroska, Nami",,,,,,nxk167330,nami kroska
LIT,2321,001,8,5,4,2,3,2,,1,,,1,,1,2,"Prieto, Rene",,,,,,rxp113230,rene prieto
LIT,2350,001,1,4,9,6,2,2,,,1,,,,4,0,"Barnes, Ashley",,,,,,axb162631,ashley barnes
LIT,3319,003,6,16,3,,2,1,,,,,,,,1,"Brewer, Kenneth L",,,,,,klb092000,kenneth brewer
MUSI,2322,002,8,9,,6,,,,,,,2,,4,0,"Bennett, Rodger",,,,,,rxb180025,rodger bennett
ATCM,2302,004,8,8,5,4,2,1,,1,,,,,,0,"Minnish, Roxanne W",,,,,,rwm061000,roxanne minnish
ATCM,2302,007,6,7,7,1,3,1,,1,,,,1,1,1,"Barr, Ivey B",,,,,,,ivey barr
ATCM,2302,501,5,11,,3,2,,1,3,,,,,3,1,"Li, Mary A",,,,,,mae057000,mary li
ATCM,2345,002,8,6,8,2,1,,,,,,,,2,2,"Fitzgerald, Harold E",,,,,,hxf170830,harold fitzgerald
ATCM,3301,002,,1,7,6,9,5,,,,,,,1,0,"Imaoka, Laura","Jones, Jazmine Q",,,,,lxi170030,laura imaoka
ATCM,3301,004,1,13,12,3,,,,,,,,,,0,"Mulla, Ayesha",,,,,,axm190114,ayesha mulla
ATCM,3308,001,,,1,1,5,1,4,2,1,2,,1,9,2,"Johnson, Casey A",,,,,,caj150430,casey johnson
ATCM,3367,001,,2,7,4,5,4,2,,3,,,,1,1,"Lewis, Timothy M",,,,,,tml062000,timothy lewis
ATCM,3385,001,2,7,8,7,5,,,,,,,,,0,"Schich, Maximilian",,,,,,,maximilian schich
PSY,3392,501,1,,3,5,5,4,3,2,2,1,,,2,1,"Raman, Rachna",,,,,,rxr076000,rachna raman
SPAU,3342,501,7,9,4,3,4,1,,1,,,,,,0,"Barfoot, John W","Peskova, Olga",,,,,jwb043000,john barfoot
CS,6332,001,,20,3,,1,5,,,,,,,,0,"Jee, Kangkook","Yadlapalli, Yaswanth",,,,,kxj190011,kangkook jee
CS,6343,001,,10,6,5,7,1,,,,,,,,0,"Yen, I-Ling","Zeng, Wenxi",,,,,ilyen,i ling yen
CS,6364,002,,11,7,1,7,1,1,1,,,,,,0,"Harabagiu, Sanda M","Maldonado, Ramon Manuel Martinez",,,,,sanda,sanda harabagiu
EECT,6326,001,,12,6,6,5,,,,,,,,,0,"Liu, Jin","Xiong, Jiu",,,,,jinliu,jin liu
EEDG,6301,001,,21,3,4,1,,,,,,,,,0,"Swartz, William P","Huang, Qiongdan",,,,,wps100020,william swartz
MECH,4382,001,,9,4,5,3,1,4,,3,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Ouyang, Hui",,,rxh124630,robert hart
CRIM,3302,001,17,2,5,,4,1,,,,,,,,0,"Huskey, Michael",,,,,,mxh160630,michael huskey
IPEC,4307,001,,13,4,4,5,2,1,,,,,,,0,"Callenes, Mercedez",,,,,,,mercedez callenes
PSCI,3364,001,3,2,6,5,8,,1,4,,,,,,0,"Brunell, Thomas","Oketch, Christine E",,,,,tlb056000,thomas brunell
BIS,2190,0W1,12,3,4,1,3,,,1,,,,1,3,1,"Edwards, Christopher W","Robinson, Katie L",,,,,cwe011000,christopher edwards
BIS,3320,003,1,1,7,1,2,2,1,3,,1,,1,6,3,"Pogue, Neall W",,,,,,nxp174730,neall pogue
BIS,3320,004,1,9,5,1,4,2,1,3,1,1,,,1,0,"Hudson, Jennifer M",,,,,,jxh100220,jennifer hudson
BIS,3320,501,2,7,6,5,5,1,,1,,,1,,1,0,"Wright, David A",,,,,,wright,david wright
BIS,4306,0W1,2,6,4,5,4,1,1,3,,,,,3,0,"Simpson, Carrie M",,,,,,cms131030,carrie simpson
ED,3315,001,1,14,7,2,2,1,,,,,,,2,0,"Leek, Patricia A",,,,,,santine,patricia leek
ED,3315,002,,19,7,1,,,,,,,,,2,0,"Leek, Patricia A",,,,,,santine,patricia leek
ISIS,4V89,501,,4,5,7,5,3,,1,,,,,2,2,"Pogue, Neall W",,,,,,nxp174730,neall pogue
ACCT,3341,501,,3,3,9,3,,5,2,2,,1,,1,0,"Natarajan, Ramachandran","Thompson, Colby S",,,,,nataraj,ramachandran natarajan
ACCT,6301,PS1,,20,4,5,,,,,,,,,,0,"Solcher, Steven J",,,,,,sjs107020,steven solcher
BUAN,6398,0W1,,7,6,,11,1,,4,,,,,,0,"Alimirzaei, Athena","Wijewardana, Galuge Hansani M","Kuo, Ching-Chung",,,,axa134231,athena alimirzaei
FIN,3380,003,1,4,3,4,4,5,6,,1,,,1,,0,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun
FIN,6392,501,,8,14,5,,1,,,,,,,,1,"Zheng, Zhiqiang",,,,,,zxz062000,zhiqiang zheng
HMGT,6406,AH6,,28,,,,1,,,,,,,,0,"Kaiser, Robert C",,,,,,,robert kaiser
HMGT,6407,AS1,,29,,,,,,,,,,,,0,"McCracken, John",,,,,,,john mccracken
HMGT,6408,AH6,,22,4,1,,2,,,,,,,,0,"Kaiser, Robert C",,,,,,,robert kaiser
ITSS,4312,501,3,13,6,2,4,,,,,,,,,1,"Arora, Vivek","Kaamra, Sanchita",,,,,vxa081000,vivek arora
MKT,6310,001,,7,4,5,6,5,,1,,,,,,1,"Biswas, Abhijit","Kasaian, Keyvan",,,,,axb019100,abhijit biswas
OPRE,6332,502,,14,2,3,6,4,,,,,,,,0,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan
OPRE,6369,501,,8,7,8,4,2,,,,,,,,0,"Subramoniam, Ramesh","Pandita, Binny",,,,,rxs179630,ramesh subramoniam
BIOL,3102,006,1,5,6,4,2,3,4,2,2,,,,,0,"Kim, Jung-Whan",,,,,,jxk132330,jung whan kim
BIOL,3102,008,3,7,7,6,1,,3,1,,,,,,1,"Kim, Jung-Whan",,,,,,jxk132330,jung whan kim
BIOL,3102,009,4,1,7,4,10,3,,,,,,,,0,"Delk, Nikki A","Thomas-Jardin, Shayna E","Bautista, Monica A","Ravichandran, Nainika",,,nad140230,nikki delk
BIOL,3312,001,5,2,4,5,3,3,1,1,,,,,1,4,"Morcos Gonzalez, Alonso","Jiang, Xianli",,,,,afg150230,alonso morcos gonzalez
CHEM,1111,110,7,14,2,2,2,,1,,,,1,,,0,"Huang, Yu","Kannangara, Dona Prashansa B",,,,,yxh091220,yu huang
CHEM,1111,119,,8,11,,2,2,1,,1,1,2,,1,0,"Qin, Yanping","Arche, Phillip Damien E",,,,,yxq083000,yanping qin
CHEM,1111,122,9,13,1,,,,,2,,,,1,2,1,"Qin, Yanping","Rifat, Samia",,,,,yxq083000,yanping qin
CHEM,1111,128,5,13,7,1,,1,1,,,,,,1,0,"Gavva, Sandhya R","Fan, Victor",,,,,sgavva,sandhya gavva
CHEM,1111,139,8,15,3,2,,,,,,,,,1,0,"Hashami, Zohreh","Cortes Guzman, Karen P",,,,,zxh088000,zohreh hashami
CHEM,1111,147,6,13,2,2,1,1,,,1,1,,,1,1,"Jaggi, Neelam","Parker, Dynasty M","Firouzi, Hamid Reza",,,,nxj190013,neelam jaggi
CHEM,1111,148,5,15,3,1,,,3,,,2,,,,0,"Anka, Fadwa H","Kannangara, Dona Prashansa B",,,,,fha041000,fadwa anka
CHEM,1111,150,14,6,3,,2,,,,,,,,2,2,"Abeykoon, Nimali C","Faisal, Tahmid",,,,,nxa124430,nimali abeykoon
CHEM,1111,602,1,13,6,3,3,1,,,1,,1,,,0,"Anka, Fadwa H","Shaffer, Joy",,,,,fha041000,fadwa anka
CHEM,1111,603,4,19,3,,,,,2,,,1,,,0,"Abeykoon, Nimali C","Hagge, Laurel M",,,,,nxa124430,nimali abeykoon
CHEM,1111,606,1,19,4,2,,1,,2,,,,,,0,"Anka, Fadwa H","Perez Medina, Luciano",,,,,fha041000,fadwa anka
CHEM,1111,607,5,15,4,1,1,1,,2,,,,,,0,"Dissanayake, Dushanthi S","Alexander, Shevon",,,,,dxd122030,dushanthi dissanayake
CHEM,1112,101,12,11,1,1,1,,,,,,,,,3,"Hashami, Zohreh","Mills, Kira R",,,,,zxh088000,zohreh hashami
CHEM,1112,104,4,12,4,3,2,,,2,,,,,,2,"Hashami, Zohreh","Pope, Mitchell A",,,,,zxh088000,zohreh hashami
CHEM,2123,105,24,,4,1,,,,,,,,,,0,"Tran, Daniel N","Hernandez, Jayoh A",,,,,dnt019000,daniel tran
CHEM,2123,110,16,11,1,,,,,,,1,,,,0,"Taghavi Nasrabadi, Amir","Ma, Ziyuan",,,,,axt128930,amir taghavi nasrabadi
CHEM,2123,111,13,13,2,,1,,,,,,,,,0,"Jaggi, Neelam","Bhadran, Abhi",,,,,nxj190013,neelam jaggi
CHEM,2123,113,11,15,2,,,1,,,,,,,,0,"Jaggi, Neelam","Bhadran, Abhi",,,,,nxj190013,neelam jaggi
CHEM,2123,601,21,6,1,,,,,,,,,1,,0,"Taghavi Nasrabadi, Amir","Abbas, Muhammad",,,,,axt128930,amir taghavi nasrabadi
CHEM,2125,105,11,14,4,,,,,,,,,,,0,"Ma, Ziyuan","Shekarnoush, Mahsa",,,,,,ziyuan ma
CHEM,2127,HN1,25,3,,,,,,,,,,,,1,"Thompson, Christina M","Boardman, Samuel",,,,,cmt120030,christina thompson
GEOS,1303,002,,4,3,1,3,5,,2,3,3,,2,3,0,"Pirouz, Mortaza","Haque, Ziaul",,,,,mxp180004,mortaza pirouz
MATH,4334,002,1,5,1,,7,2,1,3,,,2,,6,1,"Minkoff, Susan E","Popa, Jonathan M",,,,,sem120030,susan minkoff
PHYS,2125,104,1,15,4,3,,3,,1,1,,,,,1,"Sun, Kuei","Zheng, Peng Peng",,,,,kxs147030,kuei sun
PHYS,2125,110,19,5,2,,,1,,,,,,,,2,"Sun, Kuei","Sinha, Deeksha",,,,,kxs147030,kuei sun
PHYS,2125,123,5,17,4,,,,1,,,,,,1,1,"Sun, Kuei","Dhawan, Ruchika",,,,,kxs147030,kuei sun
