Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,I,NC,P,W,instructor_id,instructor_name_normalized
"Parker, Jason A","Phansikar, Gauri D",,,,,BUAN,6356,502,,49,9,1,,,,,,,,,,,,,,,0,jap090020,jason parker
"Kaplan, Larry S",,,,,,FIN,4334,501,3,1,4,1,,1,2,,,,1,,,,,,,,0,lsk140130,larry kaplan
"Zhang, Zhe","Ozdemir, Dicle Yagmur",,,,,OPRE,6399,003,,1,,8,,1,,,,,,,,,,,,,0,zxz145430,
"Zhang, Zhe","Ozdemir, Dicle Yagmur",,,,,BUAN,6324,003,,2,2,8,3,2,,,,,,,,,,,,,0,zxz145430,
"Lahiri, Atanu","Phansikar, Gauri D",,,,,MIS,6309,003,,9,11,2,1,2,,,,,,,,,,,,,0,axl144730,atanu lahiri
"Narayan, Ravishankar L","Kashyap, Madhuri Ramamohan",,,,,BUAN,6320,003,,34,12,12,2,,,,,,,,,,,,,,0,rln130030,ravishankar narayan
"Springate, David J",,,,,,FIN,6311,501,,2,6,3,4,2,,,,,,,,,,,,,1,spring8,david springate
"Springate, David J",,,,,,ENTP,6311,501,,3,2,1,,,,,,,,,,,,,,,0,spring8,david springate
"Wright, Robert G",,,,,,ENTP,3320,001,,1,1,6,3,,,,,,1,,,,,,,,0,rgw091000,robert wright
"Mjigal, Tahar",,,,,,FIN,6V99,001,,10,10,,,,,,,,,,,,,,,,0,txm132730,tahar mjigal
"Narayan, Ravishankar L","Kashyap, Madhuri Ramamohan",,,,,BUAN,6320,002,,19,10,6,,1,,,,,,,,,,,,,0,rln130030,ravishankar narayan
"Owens, Dawn M","Akhil Gopinath, FNU",,,,,ITSS,4300,501,,9,,8,5,4,1,1,1,1,1,,1,,,,,,1,dmo130130,dawn owens
"Blueshtein, Moran","Han, Munhee",,,,,MECO,6312,001,,3,2,2,2,,,,,,,,1,,,,,,1,mxb135230,moran blueshtein
"Blueshtein, Moran","Han, Munhee",,,,,BUAN,6312,001,,7,10,8,10,8,2,,,,,,,,,,,,1,mxb135230,moran blueshtein
"Parks, David",,,,,,OPRE,6367,501,,13,,,2,,,,,,,,,,,,,,0,dxp153830,david parks
"Bardhan, Indranil R","Chava, Soumya",,,,,BUAN,6356,002,,17,12,14,8,,,3,,,,,,,,,,,0,bardhan,indranil bardhan
"Narasimhan, Prithi","Ranabothu, Kavya",,,,,MIS,6308,502,,12,24,15,6,,,1,,,,,1,,,,,,0,pxn152330,prithi narasimhan
"Zheng, Zhiqiang","Mishra, Sailendra P",,,,,MIS,6334,0W2,,5,,6,3,1,,,,,,,,,,,,,0,zxz062000,zhiqiang zheng
"Slaughter, Kelly T","Akarte, Prajakti V",,,,,MIS,6380,003,,13,10,16,13,7,,,,,,,,,,,,,0,kts130030,kelly slaughter
"Edsel, Alexander D",,,,,,MKT,4330,0W2,2,2,2,3,5,7,1,1,,1,1,1,3,,,,,,3,ade012000,alexander edsel
"Wang, Shouqiang","Sul, Inki",,,,,OPRE,4350,501,4,4,2,1,4,1,2,3,1,1,,1,4,,,,,,1,sxw163830,shouqiang wang
"Yang, Mingwen",,,,,,ITSS,3312,002,20,13,5,3,3,1,2,,,,,,,,,,,,0,mxy131030,
"Manzi, Jeff","Chen, Chen",,,,,FIN,6314,001,,4,2,8,6,2,,,,,,,,,,,,,0,jxm158130,jeffrey manzi
"Thouin, Mark","Gajjar, Sarthak V","Bhaskerla, Swetcha P","Gharge, Padmaja",,,MIS,6324,004,,25,8,7,3,,,,,,,,,,,,,,0,mxt083000,mark thouin
"Abeykoon, Nimali C","Malekpour, Soheil",,,,,CHEM,1111,101,1,15,2,4,,2,,,,,,,4,,,,,,1,nxa124430,nimali abeykoon
"Karunathilake, Arosha A","Li, Siqing",,,,,CHEM,1111,103,,4,2,6,4,1,1,2,2,,,,8,,,,,,0,axk113330,
"Abeykoon, Nimali C","Malekpour, Soheil",,,,,CHEM,1111,104,4,14,5,1,1,1,,,,,,,1,,,,,,2,nxa124430,nimali abeykoon
"Dissanayake, Dushanthi S","Buford, Jonathan D",,,,,CHEM,1111,105,7,11,6,2,1,,1,,,,1,,,,,,,,0,dxd122030,dushanthi dissanayake
"Karunathilake, Arosha A","Li, Siqing",,,,,CHEM,1111,106,,11,7,3,6,,,,,,,,3,,,,,,0,axk113330,
"Gavva, Sandhya R","Malekpour, Soheil",,,,,CHEM,1111,107,7,14,2,2,1,2,,,1,,,,1,,,,,,0,sgavva,sandhya gavva
"Nielsen, Steven","Buford, Jonathan D",,,,,CHEM,1111,108,3,10,6,2,1,2,1,4,,,,,1,,,,,,0,son051000,steven nielsen
"Abeykoon, Nimali C","Durand Silva, Alejandra",,,,,CHEM,1111,109,,14,3,3,1,2,1,,1,1,,,1,,,,,,2,nxa124430,nimali abeykoon
"Gavva, Sandhya R","Brohlin, Olivia R",,,,,CHEM,1111,110,4,14,5,3,1,1,,,,,1,,1,,,,,,0,sgavva,sandhya gavva
"Dissanayake, Dushanthi S","Weiland, Ashley",,,,,CHEM,1111,111,2,13,1,4,3,3,,1,,,1,,,,,,,,2,dxd122030,dushanthi dissanayake
"Karunathilake, Arosha A","Durand Silva, Alejandra",,,,,CHEM,1111,112,8,15,2,1,1,1,,1,,,,,,,,,,,0,axk113330,
"Dissanayake, Dushanthi S","Nguyen, Do Duc","Reyes, Luis E",,,,CHEM,1111,113,13,5,2,3,2,,2,,,,1,,2,,,,,,0,dxd122030,dushanthi dissanayake
"Dissanayake, Dushanthi S","Reyes, Luis E",,,,,CHEM,1111,114,10,10,5,,,1,1,,1,,,1,1,,,,,,0,dxd122030,dushanthi dissanayake
"Abeykoon, Nimali C","Youn, Jonghae",,,,,CHEM,1111,115,5,17,3,,2,,,1,,1,,,,,,,,,0,nxa124430,nimali abeykoon
"Qin, Yanping","Reyes, Luis E",,,,,CHEM,1111,116,6,17,1,1,2,1,,1,,,,,,,,,,,1,yxq083000,yanping qin
"Dissanayake, Dushanthi S","Nguyen, Do Duc",,,,,CHEM,1111,117,15,10,2,1,1,,,,,,,,1,,,,,,0,dxd122030,dushanthi dissanayake
"Abeykoon, Nimali C","Youn, Jonghae",,,,,CHEM,1111,118,2,20,1,1,1,2,,,,,1,,1,,,,,,1,nxa124430,nimali abeykoon
"Karunathilake, Arosha A","Estrada, Tania G",,,,,CHEM,1111,119,,14,5,5,3,,1,,,,,,1,,,,,,1,axk113330,
"Huang, Yu","Smith, Tristan",,,,,CHEM,1111,120,3,12,5,1,3,2,,,,1,,,2,,,,,,0,yxh091220,yu huang
"Qin, Yanping","Weiland, Ashley",,,,,CHEM,1111,121,2,12,5,5,2,2,1,,,,,1,,,,,,,0,yxq083000,yanping qin
"Karunathilake, Arosha A","Estrada, Tania G",,,,,CHEM,1111,122,,15,7,4,,,,,,,,1,2,,,,,,0,axk113330,
"Qin, Yanping","Reyes, Luis E","Nguyen, Do Duc",,,,CHEM,1112,101,,5,7,,3,,,1,,,,,1,,,,,,0,yxq083000,yanping qin
"Qin, Yanping","Nguyen, Do Duc",,,,,CHEM,1112,102,5,11,1,2,2,,2,1,,1,,,2,,,,,,1,yxq083000,yanping qin
"Gavva, Sandhya R","Cue, John Michael",,,,,CHEM,1112,103,3,8,2,2,,,1,1,,,,,,,,,,,1,sgavva,sandhya gavva
"Gavva, Sandhya R","Cue, John Michael",,,,,CHEM,1112,104,6,9,3,2,1,,1,1,1,,1,1,2,,,,,,2,sgavva,sandhya gavva
"Gavva, Sandhya R",,,,,,CHEM,1311,001,9,32,13,12,27,21,8,14,18,1,8,6,32,,,,,,5,sgavva,sandhya gavva
"Sibert, John W",,,,,,CHEM,1311,002,9,23,12,21,20,26,20,14,20,10,5,8,32,,,,,,6,sibertj,john sibert
"Dieckmann, Gregg","Cosey, Whitney",,,,,CHEM,1311,003,9,43,21,18,27,26,13,20,22,6,6,8,29,,,,,,6,dieckgr,gregg dieckmann
"Sra, Amandeep K","Panangala, Samitha D",,,,,CHEM,1312,001,19,16,16,14,17,22,12,14,32,13,8,8,47,,,,,,15,aks057000,amandeep sra
"Panapitiya, Nimanka P",,,,,,CHEM,2323,001,7,30,13,19,14,18,6,9,5,6,4,,9,,,,,,5,npp081000,nimanka panapitiya
"Ahn, Jung-Mo",,,,,,CHEM,2323,002,12,21,8,14,7,10,4,14,5,7,6,5,5,,,,,,10,jxa041100,jung mo ahn
"Wijenayake, Sumudu N",,,,,,CHEM,2323,003,7,34,12,18,5,19,9,7,8,3,3,,8,,,,,,5,snw081000,sumudu wijenayake
"Thompson, Christina M",,,,,,CHEM,2325,001,17,23,10,13,8,9,14,7,10,12,4,,17,,,,,,3,cmt120030,christina thompson
"Panapitiya, Nimanka P","Martin, Thomas J",,,,,CHEM,2401,001,4,8,4,3,1,,,,,,,,,,,,,,0,npp081000,nimanka panapitiya
"Pantano, Paul",,,,,,CHEM,2401,002,3,3,4,2,3,4,1,,,,,,,,,,,,0,pantano,paul pantano
"Dodani, Sheel C","Bulathge, Anjala W",,,,,CHEM,3341,001,7,3,4,5,1,5,3,3,6,,,,1,,,,,,1,scd023000,sheel dodani
"Marsh, Robert","Lee, Jiyong","Bhat, Vandita D","Akhavantabib, Noushin","Ashrafi, Adnin","Iyer, Archana Mahadevan",BIOL,3361,001,26,22,34,19,24,14,15,23,18,15,13,5,15,,,,,,9,rmarsh,robert marsh
"Marsh, Robert","Lee, Jiyong","Bhat, Vandita D","Akhavantabib, Noushin","Ashrafi, Adnin","Iyer, Archana Mahadevan",CHEM,3361,001,2,3,5,1,4,4,1,3,1,2,2,2,2,,,,,,1,rmarsh,robert marsh
"Goux, Warren J","Dickens, Angela","Zhou, Qinhan","Xu, Jing","Hammack, Audrey",,CHEM,3472,001,,,1,1,4,1,4,3,5,1,,,,,,,,,0,wgoux,warren goux
"Bulla, Lee",,,,,,BIOL,1318,001,2,2,1,3,1,3,2,11,3,3,3,2,,,,,,,2,bulla,lee bulla
"Burr, John G",,,,,,BIOL,2111,001,,5,2,5,9,5,3,6,,1,,1,2,,,,,,0,burr,john burr
"Burr, John G",,,,,,BIOL,2111,002,2,3,1,4,9,5,1,4,2,2,4,,1,,,,,,2,burr,john burr
"Burr, John G",,,,,,BIOL,2111,003,,,1,2,8,5,4,7,,1,,2,1,,,,,,0,burr,john burr
"Burr, John G",,,,,,BIOL,2111,004,1,1,2,1,7,5,3,3,1,1,1,1,1,,,,,,0,burr,john burr
"Burr, John G",,,,,,BIOL,2111,005,2,,3,2,9,8,2,5,3,1,1,1,3,,,,,,1,burr,john burr
"Burr, John G",,,,,,BIOL,2111,006,1,9,,1,12,3,4,5,1,,1,2,,,,,,,1,burr,john burr
"Srikanth, Uma",,,,,,BIOL,2111,007,9,6,5,7,3,4,2,,,,1,3,,,,,,,0,ukrish,uma srikanth
"Srikanth, Uma",,,,,,BIOL,2111,008,1,4,,4,,3,2,,1,,,,,,,,,,0,ukrish,uma srikanth
"Srikanth, Uma",,,,,,BIOL,2111,009,6,6,9,10,3,1,2,1,,1,,1,,,,,,,0,ukrish,uma srikanth
"Srikanth, Uma",,,,,,BIOL,2111,010,10,10,6,7,2,2,1,,1,1,,,,,,,,,0,ukrish,uma srikanth
"Srikanth, Uma",,,,,,BIOL,2111,011,9,7,3,4,4,3,3,3,1,1,1,,1,,,,,,0,ukrish,uma srikanth
"Srikanth, Uma",,,,,,BIOL,2111,012,4,3,7,4,2,5,4,2,2,,,5,1,,,,,,0,ukrish,uma srikanth
"Wilson, Michelle","Cao, Lian","Zhou, Qin","Yetkin, Celal E",,,BIOL,2112,001,2,4,10,2,6,6,3,4,4,1,,,3,,,,,,1,mxw084000,michelle wilson
"Wilson, Michelle","Zhou, Qin","Yetkin, Celal E","Cao, Lian",,,BIOL,2112,002,1,1,11,5,6,6,4,3,1,,1,1,1,,,,,,4,mxw084000,michelle wilson
"Wilson, Michelle","Zhou, Qin","Yetkin, Celal E","Cao, Lian",,,BIOL,2112,003,4,8,7,2,6,4,5,2,3,2,1,,1,,,,,,1,mxw084000,michelle wilson
"Wilson, Michelle","Zhou, Qin","Cao, Lian","Yetkin, Celal E",,,BIOL,2112,004,4,6,10,5,3,7,4,1,,1,,,5,,,,,,0,mxw084000,michelle wilson
"Lin, Wen J","Thaseen, Sadiqa",,,,,BIOL,2281,301,,,8,5,5,3,1,2,,,,,,,,,,,0,wenju,wen ju lin
"Lin, Wen J","Phatak, Arya B",,,,,BIOL,2281,302,,4,9,1,3,3,1,2,,,,,,,,,,,0,wenju,wen ju lin
"Hill, Brenna R","Wang, Haozhe",,,,,BIOL,2281,303,1,7,3,1,3,3,2,,1,,,,,,,,,,1,brh140230,brenna hill
"Hill, Brenna R","Wang, Haozhe",,,,,BIOL,2281,304,1,4,4,6,1,2,,1,1,2,,1,,,,,,,0,brh140230,brenna hill
"Lin, Wen J","Chen, Hao",,,,,BIOL,2281,305,,3,4,7,5,1,1,,,1,,,1,,,,,,0,wenju,wen ju lin
"Srikanth, Uma","Ray, Ashvini","Sankaranarayanan, Ishwarya","Schramm, Sareda T","Upreti, Chahat","Rajeev, Sanjana",BIOL,2311,001,35,33,28,27,12,12,11,5,4,3,1,6,2,,,,,,0,ukrish,uma srikanth
"Burr, John G",,,,,,BIOL,2311,501,6,27,15,18,70,46,21,40,9,6,10,12,12,,,,,,5,burr,john burr
"Wilson, Michelle","Cao, Lian","Zhou, Qin","Yetkin, Celal E",,,BIOL,2312,001,15,24,57,21,32,36,21,15,10,5,3,2,13,,,,,,9,mxw084000,michelle wilson
"Hannig, Ernest",,,,,,BIOL,3101,001,,1,2,,1,2,1,5,3,4,2,,,,1,,,,3,hannig,ernest hannig
"Dejong, Jeff L",,,,,,BIOL,3101,002,,2,1,,3,,1,3,4,4,4,1,2,,,,,,3,dejong,jeff dejong
"Hannig, Ernest",,,,,,BIOL,3101,003,,,,,2,,1,2,6,4,4,,,,,,,,8,hannig,ernest hannig
"Dejong, Jeff L",,,,,,BIOL,3101,004,,,,,1,3,,5,3,4,2,1,1,,1,,,,8,dejong,jeff dejong
"Hannig, Ernest",,,,,,BIOL,3101,005,,1,1,,4,3,,2,5,3,4,3,,,,,,,4,hannig,ernest hannig
"Dejong, Jeff L",,,,,,BIOL,3101,006,,1,1,,2,1,1,2,2,2,7,1,,,,,,,7,dejong,jeff dejong
"Burr, John G",,,,,,BIOL,3102,001,4,7,5,,4,,,3,1,1,2,,,,4,,,,2,burr,john burr
"Srikanth, Uma",,,,,,BIOL,3102,002,3,8,3,3,5,1,,4,1,,4,,,,,,,,1,ukrish,uma srikanth
"Burr, John G",,,,,,BIOL,3102,003,,9,2,2,4,2,2,5,1,,1,,,,1,,,,0,burr,john burr
"Srikanth, Uma",,,,,,BIOL,3102,004,1,4,3,4,5,2,,5,1,,2,,1,,2,,,,2,ukrish,uma srikanth
"Delk, Nikki A",,,,,,BIOL,3102,005,1,3,2,1,2,3,1,2,2,1,,1,,,,,,,0,nad140230,nikki delk
"Pan, Jing","Avadhanam, Nymisha",,,,,BIOL,3102,006,3,3,4,2,1,3,1,,1,1,,,1,,,,,,0,jxp134330,jing pan
"Lee, Jiyong",,,,,,BIOL,3161,001,2,5,7,5,7,1,2,2,1,4,3,2,2,,,,,,1,jxl127631,jiyong lee
"Marsh, Robert",,,,,,BIOL,3161,002,2,6,3,3,4,2,2,4,3,,4,2,4,,,,,,1,rmarsh,robert marsh
"Lee, Jiyong",,,,,,BIOL,3161,003,4,1,6,3,3,4,4,5,2,2,2,,2,,,,,,1,jxl127631,jiyong lee
"Marsh, Robert",,,,,,BIOL,3161,004,2,5,6,,7,1,3,1,4,5,2,1,5,,,,,,1,rmarsh,robert marsh
"Lee, Jiyong",,,,,,BIOL,3161,005,4,2,5,4,1,7,1,7,4,1,1,1,2,,,,,,2,jxl127631,jiyong lee
"Marsh, Robert",,,,,,BIOL,3161,006,13,4,7,5,,1,2,2,2,3,1,,3,,,,,,0,rmarsh,robert marsh
"Lee, Jiyong",,,,,,BIOL,3161,007,3,3,9,1,1,3,2,6,4,,4,2,1,,,,,,2,jxl127631,jiyong lee
"D'Arcy, Sheena",,,,,,BIOL,3161,008,1,2,6,7,6,3,2,3,3,5,5,1,1,,,,,,1,sxd156730,sheena darcy
"Dejong, Jeff L",,,,,,BIOL,3162,001,1,3,1,,2,,3,4,2,1,1,,3,,,,,,0,dejong,jeff dejong
"Candas, Mehmet",,,,,,BIOL,3162,002,1,2,,7,10,1,3,2,2,,,,,,,,,,0,candas,mehmet candas
"Candas, Mehmet",,,,,,BIOL,3162,003,,,1,4,2,,5,1,,2,1,,1,,,,,,0,candas,mehmet candas
"Dejong, Jeff L",,,,,,BIOL,3162,004,1,1,1,2,4,,4,1,2,,,,1,,1,,,,1,dejong,jeff dejong
"Dejong, Jeff L",,,,,,BIOL,3162,005,2,1,2,1,5,,1,5,3,,,,,,,,,,1,dejong,jeff dejong
"Candas, Mehmet",,,,,,BIOL,3162,006,1,2,1,7,3,,3,,3,2,1,,2,,,,,,3,candas,mehmet candas
"Hannig, Ernest","Dejong, Jeff L","Slape, Coreen M","Ullrich, Morgan S","Kunder, Nikesh Prakash",,BIOL,3301,001,,5,5,,13,9,4,19,23,21,23,6,3,,2,,,,33,hannig,ernest hannig
"Burr, John G","Srikanth, Uma","Tandon, Neha Ramesh","Lal, Sneha","Nowak, Chance M",,BIOL,3302,001,8,28,13,9,18,5,2,17,4,1,8,1,1,,7,,,,5,burr,john burr
"Reitzer, Lawrence","Sudarshan, Sushmita",,,,,BIOL,3335,001,10,30,3,6,30,2,7,18,,2,3,2,1,,,,,,3,reitzer,
"Dejong, Jeff L","Candas, Mehmet","Goel, Richa","McDill, Parker M","Ambagaspitiye Gedara, Sankalya S",,BIOL,3362,001,6,8,6,20,26,1,17,13,11,5,3,,6,,1,,,,4,dejong,jeff dejong
"Ramirez, Ruben D",,,,,,BIOL,4350,501,3,3,5,6,6,5,2,3,2,,1,,2,,,,,,1,rdr092000,ruben ramirez
"Borovkov, Irina G","Bairuty, Dania S",,,,,BIOL,4380,302,3,5,2,6,2,1,1,,,,,,,,,,,,0,ixb053000,irina borovkov
"Xuan, Zhenyu","Levene, Stephen",,,,,BIOL,5376,501,,,1,1,3,,,,,,,,,,,,,,0,zxx091000,
"Campbell, Zachary","Gonzalez, Juan E",,,,,BIOL,5420,001,,5,,,18,,,8,,,,,4,,,,,,3,zxc153030,zachary campbell
"Xuan, Zhenyu",,,,,,BIOL,6193,001,,,,,,,,,,,,,,,,,,26,0,zxx091000,
"Kim, Tae Hoon",,,,,,BIOL,6252,001,,,,,,,,,,,,,,,,,,9,0,txk142630,
"Griffin, William R",,,,,,GEOS,1103,101,4,4,3,7,2,1,1,1,,,,,1,,,,,,0,griffin,william griffin
"Griffin, William R",,,,,,GEOS,1103,102,,6,4,4,3,1,1,2,,,1,,1,,,,,,0,griffin,william griffin
"Manton, William I",,,,,,GEOS,2409,001,,,,3,4,4,,,1,,,,,,,,,,1,manton,william manton
"Stern, Robert",,,,,,GEOS,3464,001,,6,4,2,5,4,1,,1,,1,,,,,,,,0,rjstern,robert stern
"Ferguson, John F","Zhu, Hejun",,,,,GEOS,4320,001,,4,2,3,4,,,,,,,,,,,,,,0,ferguson,john ferguson
"Brikowski, Tom",,,,,,GEOS,7110,001,,8,,,,,,,,,,,,,,,,,0,brikowi,tom brikowski
"Mcmechan, George",,,,,,GEOS,7190,001,,,,,,,,,,,,,,,,,,8,0,mcmec,
"Sutton, Julie","Akhavan Varnousfadera, Mohammadmehdi",,,,,MATH,1306,001,6,5,4,,3,1,3,,1,1,,1,,,,,,,2,jxs158030,julie sutton
"Rakotomalala, Diarisoa Mihaj A",,,,,,MATH,1314,002,7,1,2,6,3,3,6,4,2,2,,2,7,,,,,,3,dmr150130,diarisoa rakotomalala
"McCary, Brady C",,,,,,MATH,1314,001,9,5,4,3,5,2,2,3,1,2,1,,7,,,,,,2,bcm052000,brady mccary
"Sutton, Julie",,,,,,MATH,1316,001,4,1,9,3,13,6,1,2,2,,1,1,1,,,,,,1,jxs158030,julie sutton
"Ali, Ahmed T",,,,,,MATH,1325,001,4,4,4,7,4,2,2,5,1,3,3,1,3,,,,,,3,axa094420,ahmed ali
"Li, Changsong",,,,,,MATH,1325,002,6,5,8,4,3,5,2,4,4,4,1,,,,,,,,0,cxl109120,changsong li
"Mussa, Derege",,,,,,MATH,1326,002,5,3,2,3,3,8,3,1,2,,2,3,9,,,,,,3,dxm146130,derege mussa
"Sauter, Alan D",,,,,,MATH,2312,001,8,5,3,2,6,3,1,3,3,3,2,1,7,,,,,,0,ads014500,alan sauter
"Jevtic, Filip D","Dragovic, Vladimir","Chowdhury, Md Mujibur Rahma","Zhang, Lei","Guo, Jing",,MATH,2333,002,8,3,3,3,2,,2,2,2,,,,5,,,,,,1,fdj130030,filip jevtic
"Jevtic, Filip D","Dragovic, Vladimir","Gelir, Fatih","Zhang, Lei","Guo, Jing",,MATH,2333,001,5,4,3,,5,1,3,,2,,3,,4,,,,,,2,fdj130030,filip jevtic
"Lewis, David L",,,,,,MATH,2414,001,2,3,2,4,2,6,4,6,4,1,1,,9,,,,,,3,dlewis,
"Zweck, John W",,,,,,MATH,2415,001,7,9,4,4,17,,1,8,2,,4,2,7,,,,,,2,jwz120030,john zweck
"Estacio-Hiroms, Kemelli",,,,,,MATH,2417,001,15,2,3,4,,2,1,1,5,,,,8,,,,,,1,kxe160930,kemelli estacio hiroms
"Estacio-Hiroms, Kemelli",,,,,,MATH,2417,002,11,2,2,1,3,2,,1,6,,,1,2,,,,,,2,kxe160930,kemelli estacio hiroms
"Dahal, Rabin",,,,,,MATH,2417,003,9,4,1,1,3,6,3,1,3,,,4,8,,,,,,2,rxd153030,rabin dahal
"Arnold, Maxim",,,,,,MATH,2418,001,2,2,4,2,9,9,3,3,3,6,,,7,,,,,,1,mxa149530,maxim arnold
"Foley, Manjula",,,,,,MATH,2419,001,11,7,4,5,1,,3,2,3,,1,,4,,,,,,1,mxf091000,manjula samanmalee foley
"Foley, Manjula",,,,,,MATH,2419,002,9,13,2,7,4,7,3,,10,,1,,6,,,,,,3,mxf091000,manjula samanmalee foley
"Makarenkov, Oleg",,,,,,MATH,2420,002,4,8,3,6,6,7,6,6,3,6,7,,1,,,,,,0,oxm130230,oleg makarenkov
"Makarenkov, Oleg",,,,,,MATH,2420,001,3,9,8,19,5,5,8,2,9,3,7,,1,,,,,,2,oxm130230,oleg makarenkov
"McCary, Brady C",,,,,,MATH,2451,001,10,9,11,11,7,3,7,5,2,1,,1,8,,,,,,0,bcm052000,brady mccary
"Dabkowska, Malgorzata A","Wu, Che-Yu",,,,,MATH,3310,001,9,11,3,2,3,2,4,1,1,2,,,1,,,,,,0,mxd066000,malgorzata dabkowska
"Dabkowska, Malgorzata A","Hu, Mengqi",,,,,MATH,3311,001,3,5,4,4,1,1,1,2,,,,1,,,,,,,0,mxd066000,malgorzata dabkowska
"Dabkowski, Mieczyslaw K","Helal, Md Abu",,,,,MATH,4301,001,12,11,3,2,2,4,3,4,2,,,,4,,,,,,0,mkd034000,mieczyslaw dabkowski
"Garrett, Bentley T","Iudaev, Sergei",,,,,MATH,4334,001,4,8,5,4,2,5,9,3,7,1,4,2,2,,,,,,4,btg032000,bentley garrett
"Tran, Anh T","Acharya, Subas",,,,,MATH,4341,001,11,7,,4,2,1,3,4,3,2,1,,1,,,,,,1,att140830,anh tran
"Hu, Qingwen",,,,,,MATH,5301,501,,5,12,2,2,1,,2,,,,,,,,,,,2,qxh102020,qingwen hu
"Balanov, Zalman","Wu, Hao Pin",,,,,MATH,6301,501,,4,7,2,9,3,,,,,,,,,,,,,2,zxb105020,zalman balanov
"Hooshyar, Mohammad",,,,,,MATH,6315,001,,6,4,1,2,5,,,,,,,,,,,,,1,ali,mohammad hooshyar
"Wu, Jiayi",,,,,,STAT,1342,001,6,11,3,5,5,3,5,6,2,2,4,,4,,,,,,3,jxw133130,jiayi wu
"Efromovich, Sam",,,,,,STAT,4351,501,12,4,6,4,5,9,18,10,17,,,9,,,,,,,5,sxe062000,sam efromovich
"Chen, Min","Islambekov, Umar",,,,,STAT,5351,001,,22,7,5,10,3,,,,,,,,,,,,,3,mxc136030,min chen
"Efromovich, Sam",,,,,,STAT,6331,501,,5,3,3,,1,,1,,,,,,,,,,,1,sxe062000,sam efromovich
"Malko, Anton V",,,,,,PHYS,1100,001,,,,,,,,,,,,,,,68,,,,3,avm074000,anton malko
"Chen, Lunjin",,,,,,PHYS,1301,001,28,41,22,20,27,14,26,20,8,11,10,,15,,,,,,10,lxc134330,lunjin chen
"Sun, Kuei","Zheng, Peng Peng",,,,,PHYS,2125,101,4,18,1,,2,2,,,,,,,1,,,,,,0,kxs147030,kuei sun
"Sun, Kuei","Kahanda, Galathara L",,,,,PHYS,2125,102,5,23,1,,,,,,,,,,,,,,,,1,kxs147030,kuei sun
"Sun, Kuei","Kahanda, Galathara L",,,,,PHYS,2125,103,11,13,1,,1,,,,,,,,2,,,,,,1,kxs147030,kuei sun
"Sun, Kuei","Wang, Qing",,,,,PHYS,2125,114,17,11,,,,,,,,,1,,,,,,,,1,kxs147030,kuei sun
"Sun, Kuei","Zheng, Yangzi",,,,,PHYS,2125,115,9,11,4,3,,1,1,,,,,,,,,,,,0,kxs147030,kuei sun
"Macalevey, Paul J","Kramer, Aaron A",,,,,PHYS,2126,101,11,8,3,1,1,1,,,,,1,,1,,,,,,3,paulmac,paul macalevey
"Macalevey, Paul J","Fernando, Bharana A",,,,,PHYS,2126,102,10,16,2,1,,,,,,,,,,,,,,,0,paulmac,paul macalevey
"Macalevey, Paul J","Wang, Qiyue",,,,,PHYS,2126,104,11,12,2,2,1,2,,,,,,,,,,,,,0,paulmac,paul macalevey
"Macalevey, Paul J","Steinle, Nathan A",,,,,PHYS,2126,105,3,9,11,4,1,,,,,,,,,,,,,,1,paulmac,paul macalevey
"Macalevey, Paul J","Wijeratne, Lakitha O",,,,,PHYS,2126,107,8,14,6,2,,,,,,,,,,,,,,,0,paulmac,paul macalevey
"Macalevey, Paul J","Wang, Qiyue",,,,,PHYS,2126,109,7,16,2,,2,3,,,,,,,,,,,,,0,paulmac,paul macalevey
"Khan, Amena",,,,,,PHYS,2303,001,9,11,5,7,5,1,3,1,2,2,2,,5,,,,,,9,axk140130,amena khan
"Ishak-Boushaki, Mustapha",,,,,,PHYS,2325,001,49,26,22,21,27,23,5,20,15,5,11,6,16,,,,,,12,mxi054000,mustapha ishak boushaki
"Glosser, Robert",,,,,,PHYS,2326,002,18,23,,8,21,11,8,7,10,,17,,11,,,,,,9,glosser,robert glosser
"King, Lindsay J","Fong, Matthew","Choi, Miyoung","Rahmanian Koshkaki, Saeed",,,PHYS,2326,501,10,61,,22,30,14,31,34,40,12,2,,1,,,,,,6,lxk111430,lindsay king
"Da Silveira Rodrigues, Fabiano","Proctor, Matthew S",,,,,PHYS,3330,001,,9,6,2,4,3,1,2,3,,,,5,,,,,,1,fxd121030,fabiano rodrigues
"Anderson, Phillip C",,,,,,PHYS,3380,001,1,4,4,1,2,3,4,3,1,2,,,4,,,,,,4,pca015000,philip anderson
"Malko, Anton V","Proctor, Matthew S",,,,,PHYS,3416,001,1,,2,2,4,9,,12,,,3,,7,,,,,,1,avm074000,anton malko
"Heelis, Roderick A","Zewdie, Gebreabkidanu",,,,,PHYS,5322,001,,3,6,1,3,,,,,,,,,,,,,,0,heelis,roderick heelis
"Pujana, Ignacio",,,,,,GEOS,1303,0W1,97,57,26,12,20,11,8,6,8,,4,5,9,,,,,,2,pujana,ignacio pujana
