Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
EE,1100,002,2,9,7,2,7,1,,,1,,,,1,,,,,1,"Florence, James M","Sonawane, Akshay Bhagwan","Luo, Ziyang","Xiong, Jiu","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara",jmf130530,james florence
EE,1100,003,1,12,10,1,4,,1,,1,,1,,4,,,,,0,"Florence, James M","Luo, Ziyang","Sonawane, Akshay Bhagwan","Xiong, Jiu","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara",jmf130530,james florence
EE,1202,001,2,8,6,7,9,1,2,3,,1,2,,8,,,,,8,"Cogan, Diana L",,,,,,dcc095020,diana cogan
EE,2310,001,1,6,8,5,2,5,4,3,,3,,1,4,,,,,6,"Cogan, Diana L","Weng, Bang-Li","Munia, Munawara Saiyara","Pawaskar, Vaibhav Uttam",,,dcc095020,diana cogan
EE,2310,501,4,5,4,2,2,4,3,1,2,,2,,5,,,,,2,"Zhou, Dian","Wang, Yifan","Luo, Ziyang",,,,zhoud,dian zhou
EE,3161,051,4,13,8,4,1,,,,1,,,,,,,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner
EE,3161,091,,5,3,2,10,1,,2,1,,,,3,,,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner
EE,3201,001,1,33,4,2,1,1,,,,,2,,,,,,,0,"Nikoubin, Tooraj","Steele, Alec M","Meng, Xingyu","Sankarraman, Sri Vignesh","Twisha, Senjuti","Parchamdar, Baharealsadat",txn190011,tooraj nikoubin
EE,3201,002,3,18,4,1,1,,,1,2,,2,,,,,,,1,"Nikoubin, Tooraj","Steele, Alec M","Meng, Xingyu","Sankarraman, Sri Vignesh","Twisha, Senjuti","Parchamdar, Baharealsadat",txn190011,tooraj nikoubin
EE,3202,001,,1,6,5,2,3,,1,,,,,2,,,,,1,"Kiasaleh, Kamran","Alam, Lamia","Apalak, Merve",,,,kamran,kamran kiasaleh
EE,3202,002,,15,,2,7,,2,1,,,,,3,,,,,3,"Overzet, Lawrence","Nikfarjam, Hamed","Abousaba, Mohammad F",,,,overzet,lawrence overzet
EE,3202,003,,5,3,4,4,4,,1,,,,,2,,,,,0,"Kiasaleh, Kamran","Apalak, Merve","Alam, Lamia",,,,kamran,kamran kiasaleh
EE,3301,001,2,2,1,2,2,1,1,1,1,,,,3,,,,,0,"Lee, Gil S","Xiong, Jiu",,,,,gslee,gil lee
EE,3301,002,1,12,,3,4,,4,1,,1,,,,,,,,1,"Fahimi, Babak","Movahed Mohammadi, Seyed Ehsan",,,,,bxf102000,babak fahimi
EE,3301,003,,12,3,,2,,1,,5,,1,,1,,,,,1,"Friedman, Joseph S","Edwards, Alexander J",,,,,jsf160330,joseph friedman
EE,3302,002,1,14,,11,16,5,10,11,4,2,2,,2,,,,,1,"Fumagalli, Andrea","Zhang, Tianliang",,,,,andreaf,andrea fumagalli
EE,3310,001,,15,7,2,6,1,4,1,,,2,,2,,,,,0,"Tinker, Mark T","Parvez, Mohammad Salman",,,,,mtinker,mark tinker
EE,3310,002,3,3,4,4,12,4,7,4,3,,1,,2,,,,,0,"Pourkamali, Siavash","Hossain Bhuiyan, Md Emran",,,,,sxp124631,siavash pourkamali
EE,3311,001,1,8,7,2,1,,2,1,,1,,,,,,,,0,"Ahmed, Shaheen","Han, Weijie",,,,,sxa176730,shaheen ahmed
EE,3311,002,2,1,2,,3,,,1,,,1,,1,,,,,0,"Pourkamali, Siavash","Cheng, Qi",,,,,sxp124631,siavash pourkamali
EE,3320,001,,6,3,6,,1,1,3,2,,2,,2,,,,,0,"Bhatia, Dinesh","Sears, Mark R",,,,,dinesh,dinesh bhatia
EE,3320,002,5,12,3,2,2,2,1,,2,,,,1,,,,,0,"Basu, Kanad","Kundu, Shamik",,,,,kxb190012,kanad basu
EE,3320,003,2,4,5,,1,3,2,1,,,,,,,,,,0,"Nikoubin, Tooraj","Datta, Rajesh K",,,,,txn190011,tooraj nikoubin
EE,4201,001,,28,3,,,,,,,,,,,,,,,0,"Tamil, Lakshman","Tiryaki, Erhan",,,,,laxman,lakshman tamil
EE,4202,001,,23,,,8,,,,,,,,2,,,,,0,"Henderson, Rashaunda M","Datta, Rajesh K","Tiryaki, Erhan",,,,rmh072000,rashaunda henderson
EE,4301,001,2,9,6,4,11,2,3,5,,,,,1,,,,,0,"Heins, Matthew S","Kovalyov, Anton",,,,,msh130130,matthew heins
EE,4301,501,1,7,7,3,15,2,3,5,,,,,3,,,,,2,"Heins, Matthew S","Kovalyov, Anton",,,,,msh130130,matthew heins
EE,4304,001,,,3,3,5,3,1,4,3,,1,2,1,,,,,0,"Pitz, Jeanne","Wang, Zhen",,,,,jxp133430,jeanne pitz
EE,4304,501,1,1,3,2,2,2,,2,1,,,,,,,,,0,"Pitz, Jeanne","Wang, Jianda","Wang, Zhen",,,,jxp133430,jeanne pitz
EE,4310,001,,18,,1,18,,3,8,7,1,1,,4,,,,,2,"Skinner, Neal G","Olee, Shakil Mahmud","Hossain Bhuiyan, Md Emran",,,,skinner,neal skinner
EE,4330,001,3,2,12,2,2,6,2,1,1,,,,2,,,,,1,"Young, Chadwin D","Liu, Jinbo",,,,,cdy120030,chadwin young
EE,4340,001,2,6,9,10,10,9,2,,1,,,,,,,,,0,"Ma, Dongsheng","Huang, Yuanqing",,,,,dxm101000,dongsheng ma
EE,4361,001,1,3,1,3,2,3,3,3,1,,,2,7,,,,,4,"Panahi, Issa","Kovalyov, Anton",,,,,imp015000,issa panahi
EE,4363,001,2,2,2,3,2,7,4,4,,,1,1,4,,,,,8,"Gardner, Matthew C","Luo, Ziyang",,,,,mcg200004,matthew gardner
EE,4365,001,4,14,7,4,8,3,,,1,,,,1,,,,,0,"Saquib, Mohammad","Hasan, Md Imrul",,,,,saquib,mohammad saquib
EE,4368,001,,11,,3,7,1,2,1,4,,1,,1,,,,,1,"Lehmann, Randall E","Sears, Mark R",,,,,rel041000,randall lehmann
EE,4370,001,6,15,4,1,10,,,1,,,,,1,,,,,0,"Swartz, William P","Raghavendra, Shruthi",,,,,wps100020,william swartz
EE,4388,001,,19,1,1,1,,,,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca
EE,4388,002,,13,5,1,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca
EE,4388,003,,14,2,1,,,,,,,,,1,,,,,0,"Skinner, Neal G",,,,,,skinner,neal skinner
EE,4388,004,,11,1,1,1,,,,,,,,,,,,,0,"Skinner, Neal G",,,,,,skinner,neal skinner
EE,4389,001,9,10,8,4,9,3,2,1,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca
EECT,6325,001,,2,8,10,15,3,1,,,,,,,,,,,0,"Sechen, Carl","Salimath, Vibhav Kumarswami","Xu, Xiangyu",,,,cms057000,carl sechen
EECT,6326,001,,6,2,3,7,,,,,,,,,,,,,0,"Liu, Jin","Xiong, Jiu",,,,,jinliu,jin liu
EEDG,5325,501,,17,1,,2,,,,,,,,,,,,,0,"Swartz, William P","Xu, Xiangyu","Arunachalam, Ayush",,,,wps100020,william swartz
EEDG,6301,001,,31,2,,,,,,,,,,,,,,,0,"Swartz, William P","Thiagarajan, Shiva Shankar",,,,,wps100020,william swartz
EEDG,6303,001,,5,4,5,2,3,,,,,,,,,,,,0,"Nourani, Mehrdad","Thiagarajan, Shiva Shankar",,,,,nourani,mehrdad nourani
EEDG,6304,001,,,17,,,,,,,,,,,,,,,0,"Carrion Schaefer, Benjamin","Rashid, Md Imtiaz",,,,,bxc162630,benjamin carrion schaefer
EEDG,6306,001,,15,2,1,,,,,,,,,,,,,,0,"Zhou, Dian","Wang, Yifan",,,,,zhoud,dian zhou
EEGR,6316,001,,4,3,1,2,,1,,,,,,1,,,,,0,"Gu, Qing",,,,,,qxg160030,qing gu
EEMF,6319,501,,20,,,,,,,,,,,,,,,,0,"Frensley, William","Liu, Jinbo",,,,,frensley,william frensley
EEMF,6320,001,,13,2,2,,,,,,,,,,,,,,0,"Frensley, William","Liu, Jinbo",,,,,frensley,william frensley
EEPE,6354,001,,15,4,3,1,,,,,,,,,,,,,1,"Akin, Bilal","Farhadi, Masoud",,,,,bxa123330,bilal akin
EERF,6311,501,,10,3,6,5,3,,,,,,,,,,,,0,"Henderson, Rashaunda M","Medina, Oscar F",,,,,rmh072000,rashaunda henderson
EERF,6395,001,,14,2,1,,1,2,2,,,,,,,,,,0,"Lehmann, Randall E",,,,,,rel041000,randall lehmann
EERF,6396,302,,5,1,2,1,1,,,,,,,,,,,,0,"Lehmann, Randall E","Baral, Ashwin Bhobani",,,,,rel041000,randall lehmann
EESC,6360,501,,3,3,2,1,1,,1,,,,,2,,,,,0,"Panahi, Issa",,,,,,imp015000,issa panahi
EESC,6366,001,,5,2,2,1,,,,,,,,,,,,1,0,"Hansen, John",,,,,,jxh052100,john hansen
EESC,6367,001,,6,7,,1,,,,,,,,,,,,,0,"Kehtarnavaz, Nasser","Ni, Aoxin",,,,,nxk019000,nasser kehtarnavaz
ENGR,2300,001,5,16,1,4,6,5,1,8,2,,,,1,,,,,1,"Ali, Mohammed Z","Gogineni, Susmitha","Helwa, Sherief M",,,,mohammed,mohammed ali
ENGR,2300,002,6,3,3,6,6,3,1,,1,,,2,7,,,,,5,"Al-Dhahir, Naofal M","Helwa, Sherief M",,,,,nxa028000,naofal al dhahir
ENGR,2300,003,1,4,3,5,4,3,2,7,2,1,1,1,6,,,,,3,"Mezenner, Rabah","Tariq, Zaid Bin",,,,,rxm129730,rabah mezenner
ENGR,2300,004,8,2,3,4,7,1,,,3,,,,10,,,,,6,"Busso Recabarren, Carlos A","Gogineni, Susmitha",,,,,cxb093000,carlos busso recabarren
ENGR,2300,005,3,2,4,1,3,5,5,3,2,1,4,3,7,,,,,4,"Mezenner, Rabah","Tariq, Zaid Bin",,,,,rxm129730,rabah mezenner
ENGR,3300,001,1,4,,1,8,,,11,8,,8,,,,,,,7,"Lee, Jung S","Zhang, Tianliang","Xie, Hao","Jeong, Jinwon","Kapoor, Pinky",,jls032000,jung lee
ENGR,3300,002,1,1,,1,5,,1,8,4,,9,,2,,,,,9,"Lee, Jung S","Xie, Hao","Jeong, Jinwon",,,,jls032000,jung lee
ENGR,3300,003,2,,6,7,8,4,6,2,1,1,,,4,,,,,6,"Fischetti, Massimo V","Roy, Joy",,,,,mvf100020,massimo fischetti
ENGR,3300,004,12,4,2,3,3,2,1,5,3,,2,3,6,,,,,2,"Saad, Ricardo E","Noor Shoudha, Shamman","Patel, Kashyap",,,,rsaad,ricardo saad
ENGR,3300,005,6,1,3,4,1,1,2,,5,,4,5,12,,,,,3,"Saad, Ricardo E","Patel, Kashyap","Noor Shoudha, Shamman",,,,rsaad,ricardo saad
ENGR,3300,006,,1,,1,1,,,10,9,,10,,2,,,,,1,"Lee, Jung S","Jeong, Jinwon","Kapoor, Pinky",,,,jls032000,jung lee
ENGR,3341,001,2,10,5,3,3,1,5,3,4,,2,2,3,,,,,3,"Fonseka, John","Hassan, Rana A",,,,,kjp,john fonseka
ENGR,3341,002,4,17,,3,4,7,5,6,,,1,,,,,,,1,"Ali, Mohammed Z","Ahmed, Sabrina",,,,,mohammed,mohammed ali
ENGR,3341,005,4,19,1,2,7,,1,8,,,1,,,,,,,4,"Ali, Mohammed Z","Ahmed, Sabrina",,,,,mohammed,mohammed ali
ENGR,3341,006,1,4,6,4,5,4,6,1,2,,4,2,10,,,,,7,"Fonseka, John","Hassan, Rana A",,,,,kjp,john fonseka
ENGR,3341,0H1,,12,1,,8,5,2,5,,1,2,,6,,,,,2,"Gelb, Lev D","Dicarlo, Alexandra H",,,,,ldg102020,lev gelb
ENGR,3341,501,1,19,4,4,4,1,1,10,,,1,,1,,,,,2,"Ali, Mohammed Z","Kapoor, Pinky","Yang, Mu",,,,mohammed,mohammed ali
ENGY,3330,001,,4,6,3,,,,1,,,,,,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,,dcs170002,daniel sibley
ENGY,3340,001,,7,2,1,3,,,,1,,,,,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,,dcs170002,daniel sibley
ENGY,6330,501,,20,,,,,,,,,,,,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,,dcs170002,daniel sibley
ENGY,6332,001,,20,,,,,,,,,,,,,,,,0,"Molina, Stephen","Leal Valladares, Jorge A",,,,,sxm163630,stephen molina
ENTP,3301,001,2,11,11,12,9,7,6,1,,2,,,1,,,,,0,"Choi, Emily","Deng, Shu",,,,,exc113230,emily choi
ENTP,3301,002,,3,7,1,22,13,3,6,1,,2,,2,,,,,2,"Kimzey, Jackie","Patel, Kandarp Harshadbhai",,,,,jxk092000,jackie kimzey
ENTP,3301,003,3,16,22,9,4,4,1,,,,,,,,,,,0,"Nichols, Paul M",,,,,,pxn120030,paul nichols
ENTP,3301,0W1,,17,,,29,,,3,,,,,,,,,,2,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo
ENTP,3301,501,,8,15,9,12,4,3,2,1,,,,2,,,,,1,"Bhatti, Christopher J",,,,,,cbhatti,christopher bhatti
ENTP,3320,001,,5,7,2,,,,,,,,,,,,,,0,"Peck, Paul S",,,,,,psp012100,paul peck
ENTP,3360,001,1,1,2,,6,3,4,1,2,,,1,1,,,,,1,"Baranchuk, Nina","Sawant, Pranali R",,,,,nxb043000,nina baranchuk
ENTP,4330,001,,4,4,3,4,1,,1,,,,,1,,,,,0,"Shah, Rajiv","Garg, Suyash",,,,,rxs079000,rajiv shah
ENTP,4340,501,,10,25,38,37,24,20,21,11,,7,,3,,,,,6,"Wright, Robert G","Briseno, Joselyn A","Tiwari, Prabodh",,,,rgw091000,robert wright
ENTP,4350,001,,10,,,13,,,3,,,,,,,,,,1,"Shah, Rajiv","Garg, Suyash",,,,,rxs079000,rajiv shah
ENTP,4360,001,2,9,7,6,2,1,1,,,,,,,,,,,0,"Choi, Emily","Deng, Shu",,,,,exc113230,emily choi
ENTP,4V00,003,3,4,4,1,,1,,,,,,,1,,,,,1,"Choi, Emily","Lee, Minjung",,,,,exc113230,emily choi
ENTP,6315,501,,3,3,3,1,1,,,,,,,1,,,,,0,"Shah, Rajiv","Garg, Suyash",,,,,rxs079000,rajiv shah
ENTP,6370,0W1,,15,11,6,9,5,1,1,,,,,,,,,,1,"Kimzey, Jackie","Patel, Kandarp Harshadbhai",,,,,jxk092000,jackie kimzey
ENTP,6370,501,,6,6,6,9,2,,,,,,,,,,,,0,"Kimzey, Jackie","Patel, Kandarp Harshadbhai",,,,,jxk092000,jackie kimzey
ENTP,6375,0W1,,6,3,3,1,1,2,2,,,,,2,,,,,2,"Bochsler, Daniel C",,,,,,dcb091000,daniel bochsler
ENTP,6380,501,,13,6,1,,,,,,,,,,,,,,0,"Nichols, Paul M",,,,,,pxn120030,paul nichols
ENVR,2302,001,2,2,2,2,2,1,3,1,1,,1,,1,,,,,0,"Cummings, Anthony R","Adeuga, Adewole M",,,,,arc131030,anthony cummings
EPCS,2200,001,,62,1,,,,,,,,,,1,,,,,2,"Rodriguez, Lucas C",,,,,,,lucas rodriguez
EPPS,1110,002,,36,,,6,,,2,,,5,,3,,,,,2,"Lanham, Carol C",,,,,,ccl054000,carol lanham
EPPS,1110,003,,18,,,8,,,6,,,,,5,,,,,1,"Gordon, Quinn T",,,,,,qtg140030,quinn gordon
EPPS,1110,0W1,,26,,,11,,,6,,,1,,15,,,,,0,"Lanham, Carol C","Gordon, Quinn T",,,,,ccl054000,carol lanham
EPPS,2301,001,10,6,11,3,12,,1,3,1,,,,1,,,,,0,"Riddell, Jordan R",,,,,,jxr122330,jordan riddell
EPPS,2301,002,4,8,11,7,3,2,2,2,4,1,,2,,,,,,2,"Johnson, Sara K",,,,,,skj170230,sara johnson
EPPS,2301,0W1,11,1,,7,3,7,5,7,3,1,2,,8,,,,,2,"Kosiewicz, Holly","Cooper, Glen",,,,,hxk200027,holly kosiewicz
EPPS,2302,001,,16,4,6,3,2,1,3,,,,,2,,,,,1,"Wu, Yanan",,,,,,,yanan wu
EPPS,2302,002,,31,4,3,6,1,1,,,,,,1,,,,,1,"Bray, Timothy M","Shi, Min",,,,,tmb021000,timothy bray
EPPS,6313,001,,15,5,1,1,1,,,,,,,1,,,,,0,"Bray, Timothy M","Shi, Min",,,,,tmb021000,timothy bray
EPPS,6313,501,,14,5,5,5,1,,,,,,,,,,,,0,"Gorina, Evgenia","Ferrero, Federico J","Egukawhore, Oghenekome",,,,exg131830,evgenia gorina
EPPS,6316,501,,2,3,3,1,1,1,,,,,,,,,,,1,"Tiefelsdorf, Michael","Venigalla, Lasya",,,,,mrt052000,michael tiefelsdorf
EPPS,6355,001,,4,5,2,1,3,,,,,,,,,,,,0,"D'Orazio, Vito",,,,,,vxd152030,vito dorazio
EPPS,6356,001,,6,6,,,,,,,,,,,,,,,1,"Ho, Karl",,,,,,kxh022100,karl ho
EPPS,7313,501,,5,3,1,6,2,,,,,,,1,,,,,2,"Kim, Dohyeong","Akarte, Prajakti V",,,,,dxk132530,dohyeong kim
EPPS,7318,0W1,,13,,,,,,1,,,,,,,,,,1,"Clarke, Harold D","Ho, Karl","Khan, Humza",,,,hclarke,harold clarke
FILM,1303,001,32,6,1,2,1,1,,2,,,,1,2,,,,,0,"Shafek, Amal S",,,,,,ass106020,amal shafek
FILM,1303,002,3,10,8,5,3,5,2,,,1,,,4,,,,,0,"Baker, Emily-Rose",,,,,,exb210012,emily rose baker
FILM,2332,001,,4,16,12,17,17,8,3,3,6,2,1,10,,,,,4,"Petty, John E","Wensel, Laurence L",,,,,jep140330,john petty
FILM,2332,002,7,11,8,5,5,3,1,1,2,1,1,,1,,,,,2,"Oliver, Stephanie R",,,,,,sxo180009,stephanie oliver
FILM,2332,501,2,3,10,8,9,16,13,12,12,4,1,1,10,,,,,2,"Petty, John E","Lyon, Tara L",,,,,jep140330,john petty
FILM,3325,001,9,5,5,1,2,,,,,,,,1,,,,,1,"McLean, Adrienne L",,,,,,amclean,adrienne mclean
FILM,3342,001,,6,2,,2,,,,,,2,,2,,,,,1,"Baker, Emily-Rose",,,,,,exb210012,emily rose baker
FIN,3300,001,,5,,,13,,,4,,,1,,4,,,,,0,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,,jxl180030,julie lynch
FIN,3305,001,2,7,4,,3,1,,8,,,6,,4,,,,,1,"Guttery, Randall","Huang, Zhuowei",,,,,rxg112530,randall guttery
FIN,3305,002,,5,1,,8,,,14,,,4,,1,,,,,1,"Guttery, Randall","Huang, Zhuowei",,,,,rxg112530,randall guttery
FIN,3305,502,,4,,,2,,,4,,,1,1,,,,,,0,"Guttery, Randall","Huang, Zhuowei",,,,,rxg112530,randall guttery
FIN,3320,001,1,2,,1,5,4,2,8,7,1,3,1,,,,,,0,"Kelly, Matthew L",,,,,,mlk170130,matthew kelly
FIN,3320,002,,2,5,3,5,6,2,5,2,,2,,4,,,,,1,"Rebello, Michael J",,,,,,mjr071000,michael rebello
FIN,3320,003,3,4,5,1,4,13,6,3,4,2,4,1,7,,,,,1,"Anderson, Frank W",,,,,,fwa012000,frank anderson
FIN,3320,004,7,5,2,4,3,2,,9,2,1,1,4,8,,,,,6,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun
FIN,3320,005,6,4,8,10,5,6,3,1,,3,,,,,,,,2,"Lee, Pil-Seng",,,,,,pxl132230,pil seng lee
FIN,3320,006,4,10,3,14,13,3,,,,,,4,,,,,,2,"Zhu, Yifan",,,,,,yxz166130,yifan zhu
FIN,3320,007,7,4,4,7,3,5,4,2,3,1,2,,6,,,,,7,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun
FIN,3320,010,,1,2,1,1,3,2,4,,,3,,1,,,,,1,"Rebello, Michael J",,,,,,mjr071000,michael rebello
FIN,3320,011,6,6,7,8,7,5,8,6,3,2,3,,,,,,,1,"Murray, Jennifer R","Pillai, Qaleb",,,,,jrm160330,jennifer murray
FIN,3320,0E1,3,1,3,2,2,4,5,1,2,2,,1,3,,,,,2,"Murray, Jennifer R","Pillai, Qaleb",,,,,jrm160330,jennifer murray
FIN,3320,0W1,,15,3,1,10,2,4,13,,,2,,1,,,,,1,"Manzi, Jeff",,,,,,jxm158130,jeff manzi
FIN,3320,0W2,1,15,3,5,14,,1,7,3,1,1,,,,,,,2,"Manzi, Jeff",,,,,,jxm158130,jeff manzi
FIN,3320,0W3,,8,,4,15,3,1,10,4,1,,,1,,,,,3,"Manzi, Jeff",,,,,,jxm158130,jeff manzi
FIN,3320,501,2,7,8,9,5,5,4,1,,,1,,,,,,,0,"Wen, Yaxin",,,,,,yxw163930,yaxin wen
FIN,3330,001,3,14,12,6,8,7,2,1,2,1,,,1,,,,,1,"Haynes, Steven",,,,,,sxh102420,steven haynes
FIN,3330,002,,10,,,20,,,2,,,2,,1,,,,,4,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,,jxl180030,julie lynch
FIN,3330,003,,13,,,17,,,6,,,3,,1,,,,,3,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,,jxl180030,julie lynch
FIN,3340,501,46,15,8,2,,,,,,,,,,,,,,1,"Molina, Stephen","Leal Valladares, Jorge A",,,,,sxm163630,stephen molina
FIN,3350,001,2,8,2,1,6,4,2,2,1,,,,2,,,,,7,"Rivera Mesias, Alejandro","Park, Taeyoung",,,,,axr150331,alejandro rivera mesias
FIN,3350,002,2,11,5,4,8,4,3,2,2,,,,2,,,,,5,"Rivera Mesias, Alejandro","Park, Taeyoung",,,,,axr150331,alejandro rivera mesias
FIN,3360,001,,7,5,5,9,1,1,3,1,,,1,2,,,,,2,"Baranchuk, Nina","Sawant, Pranali R",,,,,nxb043000,nina baranchuk
FIN,3365,0W1,5,15,7,6,16,4,1,2,,,,,,,,,,1,"DeCourcy, George A",,,,,,gad075000,george decourcy
FIN,3370,001,5,16,10,6,2,1,2,2,,1,,1,,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes
FIN,3370,002,1,12,14,12,2,4,1,2,,,,,4,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes
FIN,3380,002,2,8,6,5,3,10,12,4,2,3,4,1,,,,,,2,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun
FIN,3390,001,5,8,8,7,5,5,1,2,5,5,1,6,1,,,,,0,"El-Ashmawi, Amal H","Le, Thu N",,,,,ahe013000,amal el ashmawi
FIN,3390,002,11,4,8,4,4,6,5,5,4,3,3,3,1,,,,,1,"El-Ashmawi, Amal H","Le, Thu N",,,,,ahe013000,amal el ashmawi
FIN,3390,003,,13,4,,4,8,2,,2,4,,,2,,,,,1,"Kaur, Dupinderjeet","Kurucak, Abdurrahman",,,,,dxk110730,dupinderjeet kaur
FIN,3390,501,,7,2,3,3,4,3,,,2,,,3,,,,,4,"Kaur, Dupinderjeet","Kurucak, Abdurrahman",,,,,dxk110730,dupinderjeet kaur
FIN,3395,501,,12,2,,3,2,1,,,,,,1,,,,,0,"Kaur, Dupinderjeet","Kurucak, Abdurrahman",,,,,dxk110730,dupinderjeet kaur
FIN,4300,001,,3,,,5,3,1,3,3,2,2,3,2,,,,,2,"Wei, Kelsey D","Huang, Zhuowei",,,,,kdw061000,kelsey wei
FIN,4300,002,,4,,4,5,,,1,3,,4,2,3,,,,,3,"Wei, Kelsey D","Huang, Zhuowei",,,,,kdw061000,kelsey wei
FIN,4300,003,,,1,,2,,1,2,4,,2,,1,,,,,1,"Wei, Kelsey D","Huang, Zhuowei",,,,,kdw061000,kelsey wei
FIN,4300,501,,20,3,14,21,,,,,,2,,,,,,,0,"Zhu, Yifan",,,,,,yxz166130,yifan zhu
FIN,4307,001,3,3,6,5,2,5,2,2,,,1,,1,,,,,1,"Springate, David J","Joukov, Artem M",,,,,spring8,david springate
FIN,4310,001,4,3,9,3,6,5,2,4,1,2,,1,4,,,,,3,"Meier, Jean-Marie","Smith, Jake A",,,,,jmm172030,jean marie meier
FIN,4310,002,7,3,9,,4,7,1,5,1,2,4,,2,,,,,1,"Meier, Jean-Marie","Smith, Jake A",,,,,jmm172030,jean marie meier
FIN,4310,003,3,7,6,7,10,7,7,,2,1,2,1,2,,,,,4,"Anderson, Frank W",,,,,,fwa012000,frank anderson
FIN,4310,501,1,2,3,1,4,3,5,2,1,3,1,1,2,,,,,1,"Meier, Jean-Marie","Smith, Jake A",,,,,jmm172030,jean marie meier
FIN,4321,501,,2,,,10,,1,2,,,1,,1,,,,,0,"Hedgecock, Blake M",,,,,,bxh132030,blake hedgecock
FIN,4328,501,,3,,,5,,,4,,,,,2,,,,,0,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,,jxl180030,julie lynch
FIN,4331,001,,,7,6,1,,,,,,,,,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes
FIN,4333,501,,,5,1,3,,1,,,,,,,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes
FIN,4340,001,,5,4,1,4,3,,1,3,,,,3,,,,,1,"Kaur, Dupinderjeet","Kurucak, Abdurrahman",,,,,dxk110730,dupinderjeet kaur
FIN,4345,001,2,15,13,9,5,1,1,2,,,,,1,,,,,2,"Ma, Liping","Shah, Priyanka H",,,,,lxm133730,liping ma
FIN,4380,001,,46,13,3,,,,1,,,,,,,,,,0,"Furst, Jack D","Pillai, Qaleb",,,,,jdf170030,jack furst
FIN,6253,XS1,,14,7,6,2,,,,,,,,,,,,,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
FIN,6301,001,,6,18,18,7,6,3,1,,,,,1,,,,,1,"Xu, Yexiao","Liu, Jiabin",,,,,yexiaoxu,yexiao xu
FIN,6301,0W1,,35,,,21,,,4,,,,,1,,,,,0,"El-Ashmawi, Amal H",,,,,,ahe013000,amal el ashmawi
FIN,6301,501,,26,4,6,13,2,1,2,,,,,1,,,,,3,"Nishi, Hirofumi","Sawant, Pranali R",,,,,hxn210016,hirofumi nishi
FIN,6301,GW1,,8,5,3,3,3,,2,,,,,1,,,,,1,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
FIN,6301,MBC,,18,5,9,12,5,3,2,,,,,,,,,,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert
FIN,6307,0W1,,13,12,11,13,3,4,2,,,,,1,,,,,4,"Ma, Liping","Shah, Priyanka H",,,,,lxm133730,liping ma
FIN,6307,501,,13,12,4,18,8,9,3,,,,,1,,,,,0,"Ma, Liping","Shah, Priyanka H",,,,,lxm133730,liping ma
FIN,6307,SS1,,8,,,2,,,,,,,,,,,,,0,"Ma, Liping","El-Ashmawi, Amal H",,,,,lxm133730,liping ma
FIN,6308,0W1,,7,8,10,8,7,3,2,,,,,,,,,,0,"Lewin, Peter","Li, Qinjiang",,,,,plewin,peter lewin
FIN,6310,501,,6,6,3,4,3,,,,,,,1,,,,,1,"Xu, Yexiao","Liu, Jiabin",,,,,yexiaoxu,yexiao xu
FIN,6314,0W1,,14,1,3,13,1,,2,,,,,,,,,,0,"Manzi, Jeff",,,,,,jxm158130,jeff manzi
FIN,6318,001,,6,5,1,6,,2,,,,,,,,,,,2,"Xu, Yexiao","Liu, Jiabin",,,,,yexiaoxu,yexiao xu
FIN,6318,SS1,,4,,3,3,,1,,,,,,,,,,,0,"Xu, Yexiao","Liu, Jiabin",,,,,yexiaoxu,yexiao xu
FIN,6321,5H1,,3,1,,4,2,,5,,,,,2,,,,,0,"Guttery, Randall","Huang, Zhuowei",,,,,rxg112530,randall guttery
