Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W Total,CR,I,NC,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
ITSS,4390,001,,7,11,5,7,1,2,,,,,,,0,,,,,"Owens, Dawn M",,,,,,dmo130130,dawn owens
MIS,6326,501,,12,7,5,9,,,,,,,,,0,,,,,"Ryu, Young",,,,,,ryoung,young ryu
PSCI,4356,001,1,5,4,7,8,2,3,1,,1,,,1,0,,,,,"Peinhardt, Clint W","Akarte, Prajakti V",,,,,cwp052000,clint peinhardt
EE,4360,001,1,5,4,7,10,3,,1,1,,1,,,0,,,,,"Minn, Hlaing","Han, Dong",,,,,hxm025000,hlaing minn
ACCT,6336,501,,16,3,5,6,3,,,,,,,,0,,,,,"Mauriello, Joseph A","Braughton, Caleb M",,,,,jam151430,joseph mauriello
MIS,6309,002,,9,10,8,4,1,1,,,,,,,0,,,,,"Islam, Naser","Velugati, Jayanth Reddy",,,,,nxi110630,naser islam
OB,6248,CW1,,29,,,4,,,,,,,,,0,,,,,"Hicks, Robert",,,,,,,robert hicks
BIOL,4385,001,1,25,,1,4,1,,1,,,,,,0,,,,,"Murchison, David F",,,,,,dfm100020,david murchison
CS,3305,HON,1,5,7,9,6,4,,1,,,,,,0,,,,,"Prakash, Ravi",,,,,,ravip,ravi prakash
CS,6301,505,,16,17,,,,,,,,,,,0,,,,,"Culver, Timothy L","Tran, Trung Hieu","Munia, Munawara Saiyara",,,,tlc130230,timothy culver
BIOL,4461,001,1,7,,2,9,1,3,4,,,3,,3,0,,,,,"Winkler, Duane D",,,,,,ddw130330,duane winkler
BUAN,6356,001,,12,13,6,2,,,,,,,,,0,,,,,"Ge, Ling","Panthagani, Phanindra",,,,,,ling ge
MKT,3340,001,,8,2,6,9,2,2,2,,,1,,1,0,,,,,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam
ATCM,2302,005,4,18,4,1,2,3,,,,,,1,,0,,,,,"Minnish, Roxanne W","Brtis, Chelsea L",,,,,rwm061000,roxanne minnish
PSCI,4360,001,,21,7,1,2,,1,,,,,,1,0,,,,,"Cavallo De Oliveira, Paulo Marcio",,,,,,pxc151630,paulo marcio cavallo de oliveira
BIS,3190,0H1,7,10,,8,2,2,,2,,,,,2,0,,,,,"Edwards, Christopher W","Robinson, Katie L",,,,,cwe011000,christopher edwards
FIN,3365,001,3,4,3,7,7,4,,4,1,,,,,0,,,,,"DeCourcy, George A",,,,,,gad075000,george decourcy
HLTH,3310,002,3,9,6,3,5,2,2,,,1,1,,1,0,,,,,"Duquaine-Watson, Jill M",,,,,,jmw087000,jill duquaine watson
MECO,6303,002,,12,3,9,4,5,,,,,,,,0,,,,,"Lewin, Peter","Ogunjobi, Olufunke A",,,,,plewin,peter lewin
BIOL,5410,001,,8,11,2,8,3,,,,,,,,1,,,,1,"De Nisco, Nicole J","Kim, Jung-Whan","Gerold, Haleigh",,,,njd160330,nicole de nisco
FIN,4300,001,,4,7,6,9,5,,,,,,,,3,,,,,"Khanapure, Revansiddha B","Hong, Yuan",,,,,rbk160130,revansiddha khanapure
ACCT,6384,501,,28,,,1,,,1,,,,,1,2,,1,,,"Kromer, Jeffrey",,,,,,jrk013000,jeffrey kromer
MATH,1306,001,8,2,2,3,6,4,2,1,2,1,,1,,2,,,,,"Sutton, Julie",,,,,,jxs158030,julie sutton
BCOM,4350,011,7,18,5,1,1,,,,,,,,,2,,,,,"Jacocks, Cara W",,,,,,,cara jacocks
CS,4348,004,2,6,6,8,1,3,2,1,1,,1,1,,2,,,,,"Mittal, Neeraj","Dhoked, Sahil",,,,,nxm020100,neeraj mittal
MATH,2414,016,1,1,,5,1,4,4,3,4,2,,,7,2,,,,,"Anderson, Bill",,,,,,,bill anderson
EERF,6355,001,,11,6,3,8,4,,,,,,,,0,,,,,"Saad, Ricardo E","Li, Sen",,,,,rsaad,ricardo saad
PA,3379,001,11,10,5,1,3,1,,,,1,,,1,1,,,,,"Arguelles, Ariel",,,,,,axa152731,ariel arguelles
ACCT,6388,0W1,,24,3,1,2,1,,1,,,,,1,1,,,,,"Goodrich, Mary Beth W",,,,,,goodrich,mary beth goodrich
HMGT,6321,501,,14,8,4,1,2,2,1,,,,,1,0,,1,,,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan
ACCT,6353,501,,10,4,7,2,4,1,4,,,,,1,1,,,,,"Gamino, John P",,,,,,jpg140630,john gamino
MATH,2413,009,1,2,1,1,2,5,1,4,6,1,3,,6,1,,,,,"Ding, Hui",,,,,,hxd162130,hui ding
OBHR,3310,005,2,3,4,6,8,5,2,2,1,,,,1,0,,,,,"Jun, Sora","Kim, Kyun",,,,,sxj177030,sora jun
LIT,2320,001,7,16,3,1,1,2,,1,,,,,3,0,,,,,"Brewer, Kenneth L",,,,,,klb092000,kenneth brewer
MIS,6346,004,,33,1,,,,,,,,,,,0,,,,,"Elkhodari, Gasan","Guha, Priyanka",,,,,gxe051000,gasan elkhodari
CS,3340,HN1,6,10,9,4,3,,,,1,,,,1,0,,,,,"Page, Ivor",,,,,,ivor,ivor page
MATH,2414,013,3,5,5,5,2,4,3,1,2,,2,,2,0,,,,,"Alvarado, Iris",,,,,,ila180000,iris alvarado
ACCT,3341,002,2,6,7,6,3,5,1,1,2,,,1,,0,,,,,"Sadka, Gil","Fan, Zhongwen","Chu, Yu Fang",,,,gxs143630,gil sadka
CS,4347,003,13,9,5,4,2,1,,,,,,,,0,,,,,"Becker, Eric W","Dong, Hailiang","Gu, Shuyang",,,,ewb160130,eric becker
HLTH,4305,001,4,2,3,6,4,2,4,2,1,,,3,3,0,,,,,"Stark, Azadeh T",,,,,,ats160030,azadeh stark
LIT,1301,003,1,5,15,5,4,,,,,,,,4,0,,,,,"Hatfield, Charles D",,,,,,cxh074100,charles hatfield
PSY,3324,001,4,5,8,2,9,1,3,,1,1,,,,0,,,,,"Prager, Karen",,,,,,kprager,karen prager
BUAN,6320,001,,10,6,7,5,5,1,,,,,,,0,,,,,"Narayan, Ravishankar L","Banda, Sanjana",,,,,rln130030,ravishankar narayan
ACCT,6320,SS1,,10,11,2,3,,1,,,,,,,8,,,,,"Scott, James A","Gungor, Ahmet B",,,,,jas076100,james scott
MIS,6309,0W1,,9,6,5,,6,1,2,,,,,,2,,,,,"Bradbury, Judd D","Kulkarni, Aniket S","Muntha, Sainath",,,,jdb101000,judd bradbury
HLTH,1301,0W1,,8,5,2,8,2,,3,2,,,,,5,,,,,"Baetge, Claire",,,,,,cxb170330,claire baetge
MATH,2417,002,1,2,2,2,1,5,2,4,3,,1,,7,5,,,,,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan
IMS,6204,551,,8,5,8,9,2,,1,,,,,,2,,,,,"Woldu, Habte G","Dakshinamoorthy, Sowmika",,,,,wolduh,habte woldu
ENTP,3301,003,,8,,,18,,,4,,,1,,2,2,,,,,"Guengerich, Steven","Kresevic Minaya, Boris B",,,,,sxg172931,steven guengerich
STAT,3360,001,3,10,4,3,4,2,2,3,,,,1,1,2,,,,,"Koshevnik, Yuly","Chen, Ying","Cao, Cong",,,,yxk055000,yuly koshevnik
FIN,3360,002,,5,5,2,7,9,1,4,,,1,,,1,,,,,"Park, Haemin","Wang, Jiyu",,,,,hxp174230,haemin park
MKT,6301,002,,8,7,8,9,2,,,,,,,,1,,,,,"Jain, Sanjay","Subramanian, Thyagarajan",,,,,sxj164830,sanjay jain
EE,1202,001,9,8,1,1,7,4,1,1,1,,,,1,1,,,,,"Cogan, Diana L",,,,,,dcc095020,diana cogan
CS,1335,003,4,3,7,2,4,2,,,4,2,,2,4,1,,,,,"Veerasamy, Jeyakesavan",,,,,,veerasam,jeyakesavan veerasamy
BUAN,6312,0W1,,6,3,13,4,3,3,1,,,,,1,1,,,,,"Blueshtein, Moran","Oyima-Antseleve, Ndackyssa",,,,,mxb135230,moran blueshtein
CS,1324,002,4,2,5,2,4,5,2,2,1,1,1,,5,0,,1,,,"Paulk, Mark C",,,,,,mcp130030,mark paulk
ENTP,3301,501,,4,8,4,10,4,3,1,,,,,,0,,1,,,"Choi, Emily","Wang, Jiyu",,,,,exc113230,emily choi
MKT,4370,001,6,10,8,2,2,3,1,1,1,,,,,0,,1,,,"Egeland, Rita E",,,,,,rxb154430,rita egeland
CS,3345,007,4,3,6,6,6,4,3,1,,,1,,,1,,,,,"Ozbirn, Greg A",,,,,,ozbirn,greg ozbirn
BIOL,3162,006,2,4,1,5,7,4,2,4,2,,2,,2,0,,,,,"Reitzer, Lawrence",,,,,,reitzer,lawrence reitzer
HMGT,6330,0W1,,6,8,6,9,6,,,,,,,,0,,,,,"Drummond, Jeffery P",,,,,,jpd160230,jeffery drummond
PSY,3322,001,,20,,,11,,,3,,,1,,,0,,,,,"Small, Trillion N",,,,,,txs174730,trillion small
ECON,3337,001,2,16,4,4,6,,,1,,,2,,,0,,,,,"McElroy, Susan","Nguyen, Hien T","Zhang, Licheng",,,,skm028000,susan mcelroy
CS,6301,005,,35,,,,,,,,,,,,0,,,,,"Thuraisingham, Bhavani","Bahojb Imani, Maryam",,,,,bxt043000,bhavani thuraisingham
BUAN,6341,0W1,,14,17,2,1,,,1,,,,,,0,,,,,"Sohaee, Nassim","Prasad, Pooja",,,,,nxs045000,nassim sohaee
CS,3340,003,,9,3,5,7,3,3,5,,,,,,0,,,,,"Nguyen, Nhut",,,,,,nhutnn,nhut nguyen
HIST,4344,501,10,8,8,4,3,1,,1,,,,,,0,,,,,"Pfister, Debra H",,,,,,dhpf,debra pfister
EECT,6326,001,,5,9,9,11,1,,,,,,,,0,,,,,"Lee, Hoi","Cheng, Qi",,,,,hxl054000,hoi lee
BUAN,6341,005,,10,5,6,9,5,,,,,,,,0,,,,,"Zhang, Yingjie","Zhao, Jinglin",,,,,yxz180067,yingjie zhang
COMD,7336,001,,33,1,1,,,,,,,,,,0,,,,,"Rollins, Pamela R",,,,,,rollins,pamela rollins
AMS,2341,002,1,6,9,5,8,4,,1,,,,1,,0,,,,,"Naqvi, Syed K",,,,,,skn180000,syed naqvi
ECON,4336,001,,7,4,1,5,7,2,3,2,,3,,1,0,,,,,"Dumas, Lloyd","Cooper, Glen",,,,,ljdumas,lloyd dumas
PHYS,4392,001,6,13,,4,9,,,,,,1,,2,0,,,,,"King, Lindsay J","Fong, Matthew",,,,,lxk111430,lindsay king
ACCT,3331,002,,4,5,1,4,,8,6,2,1,,1,3,0,,,,,"Zhou, Yibin","Tatiparti, Venu Madhav",,,,,yxz066000,yibin zhou
MECH,1208,301,,,,,,,,,,,,,,0,,,,,"Fadda, Dani Z","Mueller, Matthew W","Hatamleh, Mohammad I","Bay, Joel T",,,dzf091000,dani fadda
BIOL,3161,003,3,6,3,2,,3,,4,5,2,,3,1,4,,,,,"Spiro, Stephen",,,,,,sxs067400,stephen spiro
EE,2310,501,15,2,2,2,2,2,2,,,1,1,1,3,3,,,,,"Dodge, Nathan B",,,,,,dodge,nathan dodge
CS,4301,001,,15,,,10,,,4,,,2,,2,2,,1,,,"Goodrum, Richard A","Haque, Wasif A",,,,,rag150330,richard goodrum
MKT,4330,0W2,2,3,6,5,6,3,1,1,2,,1,3,,1,,2,,,"Edsel, Alexander D","Gupta, Ashna",,,,,ade012000,alexander edsel
BPS,6310,0W1,,32,2,,,,,,,,,,,2,,,,,"Kaplan, Marilyn R",,,,,,mkaplan,marilyn kaplan
ACCT,3350,501,2,3,9,8,5,3,1,3,,,,,,2,,,,,"Solcher, Steven J","Keogh, Reagan D",,,,,sjs107020,steven solcher
HMGT,6404,AH6,,23,11,1,,,,,,,,,,1,,,,,"Convery, Paul","Kaiser, Robert C",,,,,,paul convery
CE,1202,004,3,5,3,1,3,2,3,3,3,3,1,1,4,0,,1,,,"Cogan, Diana L",,,,,,dcc095020,diana cogan
OPRE,3333,001,9,3,1,2,7,3,1,3,1,,1,,4,1,,,,,"Enayaty Ahangar, Negin","Cha, Junwoo",,,,,nxe180001,negin enayaty ahangar
BMEN,3380,001,1,15,11,2,2,2,,1,,,,,1,1,,,,,"Winter, Patrick M","Ozdemir, Ipek",,,,,pxw151030,patrick winter
MATH,1314,002,,,3,4,1,4,1,5,2,2,,2,11,1,,,,,"McCary, Brady C",,,,,,bcm052000,brady mccary
PSY,3342,501,6,5,7,3,6,4,3,,1,,,,,1,,,,,"Barfoot, John W","Peskova, Olga",,,,,jwb043000,john barfoot
CS,4349,502,,9,,,11,,,12,,,,,3,0,,1,,,"Goodrum, Richard A","Haque, Wasif A",,,,,rag150330,richard goodrum
MATH,4302,002,1,9,5,2,5,2,6,1,1,1,1,1,,1,,,,,"Dabkowski, Mieczyslaw K","Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,,mkd034000,mieczyslaw dabkowski
OPRE,6301,003,,16,7,3,2,2,2,2,,,,,1,1,,,,,"Toptal, Aysegul","Farajbakhsh Mamaghani, Fariba",,,,,axt083100,aysegul toptal
BIOL,1318,001,,8,,,10,,,12,,,4,,1,1,,,,,"Maitra, Meenakshi",,,,,,mxm172731,meenakshi maitra
BUAN,6357,001,,32,,2,1,,,,,,,,,1,,,,,"Johnston, Walter L",,,,,,wlj031000,walter johnston
CS,4348,005,,10,,1,2,2,3,5,4,4,2,1,1,1,,,,,"Venkatesan, Subbarayan","Gokhale, Shreyas S",,,,,venky,subbarayan venkatesan
CS,3162,093,3,15,5,2,2,2,3,2,1,,,,,1,,,,,"Chin, Wei-Pang",,,,,,wxc180013,wei pang chin
ACCT,6333,501,,13,,,15,,,8,,,,,,0,,,,,"Zolton, Kathy","Nguyen, Kevin K",,,,,kxz121730,kathy zolton
CE,4390,002,3,8,3,2,9,2,2,3,3,1,,,,0,,,,,"Gupta, Neeraj K","Ayhan, Sadi",,,,,nkg140130,neeraj gupta
MECH,3305,003,13,14,2,2,4,1,,,,,,,,0,,,,,"Tadesse, Yonas T","Karami, Farzad",,,,,ytt110030,yonas tadesse
EE,3311,002,4,9,2,4,4,1,,3,3,2,3,,1,0,,,,,"Liu, Jin","Xiong, Jiu",,,,,jinliu,jin liu
FIN,3370,001,5,6,8,3,3,1,3,2,3,2,,,,0,,,,,"Richardson, Debra L",,,,,,dlr150330,debra richardson
ED,3314,001,7,10,6,,6,2,,3,,,1,,1,0,,,,,"Fagg, Sharon",,,,,,sxf044000,sharon fagg
MAS,6V03,MBC,,36,,,,,,,,,,,,0,,,,,"Hazzard, Charles F","Redlinger, Lawrence",,,,,cxh056000,charles hazzard
BA,3100,001,3,18,5,3,1,3,1,,,1,,,1,0,,,,,"Smallwood, Margaret G","Wang, Ming",,,,,meg012400,margaret smallwood
BPS,4305,001,,4,,4,11,,5,12,,,,,,0,,,,,"Chasteen, Larry H","Bai, Xiaoou",,,,,chasteen,larry chasteen
CS,3162,052,,27,5,2,1,1,,,,,,,,0,,,,,"Smith, Klyne",,,,,,kxs180052,klyne smith
CRIM,4337,501,5,6,6,3,5,1,1,5,1,1,1,,1,0,,,,,"McKay, Brian",,,,,,bxm131530,brian mckay
CS,1337,015,3,3,3,5,2,1,,3,4,,,1,8,4,,,,,"Le, Khiem V",,,,,,kvl140030,khiem le
ECON,3312,001,2,8,2,,7,2,,3,6,,,,4,2,,,,,"Valcarcel, Victor J","Lupa, Micah P",,,,,vjv150130,victor valcarcel
MATH,2420,002,1,4,6,5,2,2,4,3,5,,2,,,2,,,,,"Paudel, Ajaya B",,,,,,abp062000,ajaya paudel
EPPS,6313,501,,23,,10,1,1,,,,,,,,1,,1,,,"Maskaly, Jonathan","Yim, Haneul",,,,,jxm166430,jonathan maskaly
CS,6375,005,,16,8,9,2,,,,,,,,,1,,1,,,"Natarajan, Sriraam","Li, Changbin",,,,,sxn177430,sriraam natarajan
PSY,3392,501,3,3,2,3,7,7,5,1,1,1,,1,2,1,,,,,"Raman, Rachna","Mehta, Sonya",,,,,rxr076000,rachna raman
EPCS,2100,002,,26,1,1,6,1,,1,,,,,,1,,,,,"Bennett, Terrell R",,,,,,trb052000,terrell bennett
CS,4376,001,3,6,2,4,6,4,3,3,1,3,,,1,0,,1,,,"Paulk, Mark C","Sarwat, Maliha",,,,,mcp130030,mark paulk
OPRE,3310,005,7,15,1,1,6,,,6,,,1,,,0,,,,,"Egan, Terence J",,,,,,tje130130,terence egan
MATH,2418,007,10,4,2,3,4,4,1,2,1,1,1,3,1,0,,,,,"Dahal, Rabin",,,,,,rxd153030,rabin dahal
BIOL,3162,008,,6,3,4,12,5,2,3,1,,,,1,0,,,,,"Reitzer, Lawrence",,,,,,reitzer,lawrence reitzer
BUAN,6312,002,,11,10,15,1,,,,,,,,,0,,,,,"Joo, Joonhwi","Zhu, Yifan",,,,,jxj180020,joonhwi joo
NSC,4351,001,19,10,5,3,,,,,,,,,,0,,,,,"Shareef, Safiullah M",,,,,,sms170009,safiullah shareef
ITSS,4343,001,1,2,2,1,8,6,6,7,3,,1,,,0,,,,,"Subramoniam, Ramesh","Musale, Vaibhav Vijay",,,,,rxs179630,ramesh subramoniam
CS,6334,001,,23,9,4,1,,,,,,,,,0,,,,,"McMahan, Ryan P","Hu, Xinyu",,,,,rpm120130,ryan mcmahan
BIOL,3162,005,1,6,1,6,10,4,4,1,,2,1,,1,0,,,,,"Candas, Mehmet",,,,,,candas,mehmet candas
BMEN,4V95,002,23,6,2,1,,1,1,,2,,,,1,0,,,,,"Porter, Benjamin A",,,,,,bap061000,benjamin porter
CS,4347,004,3,10,7,7,4,1,2,2,1,,,,,0,,,,,"Kumar, Pushpa S","Gour, Riti","Yan, Siwen",,,,pkumar,pushpa kumar
ACCT,6334,501,,16,,,14,,,7,,,,,,0,,,,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt
OPRE,4330,501,23,11,,2,,,1,,,,,,,0,,,,,"Widdifield, David S","Bothra, Shreyansh Arunkumar",,,,,dsw180001,david widdifield
OB,6301,MBP,,35,,,1,,,,,,,,1,0,,,,,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl
BMEN,3399,001,1,7,7,2,3,6,2,2,2,2,1,1,1,0,,,,,"Varner, Victor","Chakraborty, Somdutta",,,,,vxv162230,victor varner
COMD,6308,001,,31,,4,2,,,,,,,,,0,,,,,"Van Kleeck, Anne E",,,,,,,anne van kleeck
BIOL,3101,006,,2,4,5,12,1,5,6,2,,,,,0,,,,,"Dejong, Jeff L",,,,,,dejong,jeff dejong
EERF,6396,001,,,,,,,,,,,,,,0,,,,,"Lehmann, Randall E","Gemsheim, Alex J",,,,,rel041000,randall lehmann
BIOL,3161,006,3,6,,1,3,2,4,3,3,2,1,1,4,5,,,,,"Taylor, Stephanie M",,,,,,smt031000,stephanie taylor
PHIL,3324,501,10,6,2,2,5,1,1,5,1,,,,2,3,,,,,"Amato, Lawrence A",,,,,,laa062000,lawrence amato
BIOL,3162,002,1,5,3,6,7,,3,6,1,1,,,3,1,,1,,,"Reitzer, Lawrence",,,,,,reitzer,lawrence reitzer
FIN,3305,003,,5,1,,9,2,,15,1,,,,3,2,,,,,"Guttery, Randall",,,,,,rxg112530,randall guttery
PSCI,3310,501,,23,8,2,1,1,1,,,,,,,2,,,,,"McCaskill, John R","Rabbi, Md. Fazle",,,,,jrm094020,john mccaskill
CS,1337,009,,14,1,2,12,,,4,,,2,,2,1,,,,,"Cole, John",,,,,,jxc064000,john cole
MECH,3305,002,2,5,4,9,4,2,2,3,2,,2,,2,1,,,,,"Rios, Oziel","Hatamleh, Mohammad I",,,,,oxr106020,oziel rios
OPRE,6301,006,,12,5,3,8,5,1,2,,,,,1,1,,,,,"Brussolo, Monica E","Qu, Zihao",,,,,meb049000,monica brussolo
MECH,2330,003,2,4,3,2,7,3,4,1,3,1,2,1,4,1,,,,,"Thamban, P.L.Stephan","Garimella, Martand Mayukh",,,,,stephan,p l stephan thamban
CS,6360,004,,17,14,3,2,1,,,,,,,,0,,1,,,"Wu, Wei L","Ghosh, Smita",,,,,wxw020100,wei wu
BIOL,3162,001,,8,6,2,6,3,3,1,2,2,2,,2,1,,,,,"Candas, Mehmet",,,,,,candas,mehmet candas
OPRE,6341,001,,21,9,4,2,,,1,,,,,,0,,1,,,"Honhon, Dorothee B","Khandelwal, Kumar Manglam",,,,,dbh130130,dorothee honhon
HMGT,6403,AH6,,30,2,2,,,,3,,,,,,1,,,,,"Barden, John P","McCracken, John",,,,,jpb063000,john barden
MATH,3311,001,4,7,5,3,3,2,3,3,1,,,,6,1,,,,,"Dabkowska, Malgorzata A","Albelo-Cortes, Josean",,,,,mxd066000,malgorzata dabkowska
BMEN,3350,002,5,1,4,2,9,5,1,4,3,,1,,2,1,,,,,"Brown, Katherine G","Kazemimoghadam, Mahdieh",,,,,kgb170130,katherine brown
OPRE,6369,001,,17,,14,7,,,,,,,,,0,,,,,"Subramoniam, Ramesh","Musale, Vaibhav Vijay",,,,,rxs179630,ramesh subramoniam
ENTP,3301,004,,4,6,5,17,5,,1,,,,,,0,,,,,"Wright, Robert G",,,,,,rgw091000,robert wright
MKT,3300,501,,8,11,6,3,2,3,2,,,2,,1,0,,,,,"Farquharson, Neil",,,,,,nxf051000,neil farquharson
ENTP,3301,002,2,6,9,6,10,1,2,2,,,,,,0,,,,,"Choi, Emily","Wang, Jiyu",,,,,exc113230,emily choi
CS,6375,002,,30,5,3,,,,,,,,,,0,,,,,"Chida, Anjum","Li, Changbin",,,,,axc157030,anjum chida
OB,6301,501,,13,2,2,19,1,,1,,,,,,0,,,,,"Richard, Orlando","Eun, Jihyun",,,,,pretty,orlando richard
FIN,6301,501,,9,13,11,2,3,,,,,,,,0,,,,,"Nanda, Vikram K",,,,,,vkn150030,vikram nanda
EE,4368,002,,14,,,16,,,2,2,,3,,1,0,,,,,"Henderson, Rashaunda M","Fang, Lei","Pu, Shi",,,,rmh072000,rashaunda henderson
MUSI,2127,001,,36,2,,,,,,,,,,,0,,,,,"Palant, Jonathan",,,,,,jxp170230,jonathan palant
BCOM,3100,003,9,10,3,7,3,3,2,,,,,,1,0,,,,,"Walton, Michaella",,,,,,mrw170730,michaella walton
BUAN,6398,004,,19,,3,8,,2,6,,,,,,0,,,,,"Alimirzaei, Athena","Mallavarapu, Vijay K",,,,,axa134231,athena alimirzaei
CE,2310,001,20,4,,1,2,2,,2,,,1,1,5,0,,,,,"Dodge, Nathan B",,,,,,dodge,nathan dodge
BUAN,6346,004,,37,1,,,,,,,,,,,0,,,,,"Elkhodari, Gasan","Guha, Priyanka",,,,,gxe051000,gasan elkhodari
CS,6347,001,,18,4,9,5,,1,,,,,,1,0,,,,,"Ruozzi, Nicholas R","Shams, Shahab",,,,,nrr150130,nicholas ruozzi
BIOL,3162,003,1,7,1,3,7,6,5,2,2,1,1,,2,0,,,,,"Candas, Mehmet",,,,,,candas,mehmet candas
MATH,2417,001,2,5,1,,,2,2,2,2,2,1,4,8,8,,,,,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan
ENGR,2300,501,3,5,6,5,3,3,1,1,2,1,1,,,2,,6,,,"Tan, Chin-Tuan","Marzban, Mohamed F",,,,,cxt163030,chin tuan tan
OB,6342,CW1,,17,9,5,1,,,,,,,,,3,,4,,,"Norton, Larry",,,,,,,larry norton
EPPS,2302,003,5,3,8,5,2,3,3,,1,,3,,3,3,,,,,"Palao Mendizabal, Agustin","Fass, Simon","Islam, Iftekhairul",,,,axp121731,agustin palao mendizabal
ITSS,3311,501,6,2,1,1,3,4,3,1,10,1,,,4,3,,,,,"Srinivasan, Srimathi","Kumar, Jitendra",,,,,sxs180206,srimathi srinivasan
HMGT,3311,001,5,6,4,4,9,,3,4,,,2,,,2,,,,,"Barden, John P","Anwer, Jordan J",,,,,jpb063000,john barden
BPS,4305,501,15,6,3,1,5,2,3,1,,,1,,,2,,,,,"Carraher, Shawn M",,,,,,smc130730,shawn carraher
PHIL,4324,001,1,13,8,5,3,3,,,,,,,4,1,,,,,"Davies, Katherine",,,,,,kxd180013,katherine davies
SPAU,3343,001,2,11,6,4,3,1,4,1,1,1,2,,2,1,,,,,"Katz, William","Eppes, Anna A",,,,,wkatz,william katz
PSY,4325,001,3,22,,4,8,,,,1,,,,,1,,,,,"Cook, Jill B",,,,,,jbc140430,jill cook
BCOM,4350,009,7,27,2,1,1,,,,,,,,,1,,,,,"Lawson, Kristen A","Agarwal, Mohit",,,,,kal110030,kristen lawson
AMS,3350,0W1,16,13,4,,2,1,,1,,,,,1,1,,,,,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead
NSC,4357,001,1,10,4,4,3,4,4,1,3,1,1,1,1,0,,1,,,"Rodriguez, Christa M",,,,,,cmr067000,christa rodriguez
HLTH,4380,0W1,6,10,2,3,8,2,2,2,,1,,,2,1,,,,,"Isham, Stephanie",,,,,,sisham,stephanie isham
ACCT,3331,501,1,7,3,6,8,4,4,4,,,1,,,0,,1,,,"Yehuda, Nir","Zhou, Xiaolu",,,,,nxy130530,nir yehuda
BUAN,6320,502,,7,8,11,6,5,1,,,,,,,1,,,,,"Scott, James A","Grover, Akshay",,,,,jas076100,james scott
MECH,3305,0W1,3,10,9,7,5,3,1,,,,,,,1,,,,,"Fadda, Dani Z","Karami, Farzad",,,,,dzf091000,dani fadda
ATCM,4384,001,,17,,,16,,,4,,,1,,,1,,,,,"Lester, Paul",,,,,,pxl152030,paul lester
BIOL,2111,007,5,8,1,2,4,3,3,3,2,2,1,4,,0,,1,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth
BCOM,4350,002,,6,10,8,7,2,2,1,1,,,,1,1,,,,,"Watson, John M","Boudon, Eric",,,,,,john watson
CS,6313,001,,16,2,8,5,3,4,,,,,,1,0,,,,,"Chen, Min","Roy, Akash",,,,,mxc136030,min chen
MECH,3105,102,7,7,5,6,8,3,1,1,,,,,1,0,,,,,"Rios, Oziel","Sadeh, Sepehr",,,,,oxr106020,oziel rios
CS,6360,001,,16,14,4,3,1,,1,,,,,,0,,,,,"Davis, Chris I","Desai, Kevin P",,,,,cid021000,chris davis
CS,6324,001,,31,2,2,3,,,1,,,,,,0,,,,,"Valente, Junia d","Benton, Samuel D",,,,,,junia d valente
NSC,3361,002,9,6,2,4,3,1,3,3,7,,1,,,0,,,,,"Taylor, Anna M",,,,,,amt180004,anna taylor
MATH,3311,002,11,6,6,4,2,2,4,,2,1,,1,,0,,,,,"Dabkowska, Malgorzata A","Adabrah, Anani Komla",,,,,mxd066000,malgorzata dabkowska
BCOM,4350,008,3,23,7,3,2,1,,,,,,,,0,,,,,"Lawson, Kristen A","Agarwal, Mohit",,,,,kal110030,kristen lawson
OBHR,4352,001,7,13,6,4,2,4,1,1,1,,,,,0,,,,,"Ritchey, Kemberly A",,,,,,kar014400,kemberly ritchey
FIN,3370,002,9,7,5,3,,4,4,2,1,2,1,,1,0,,,,,"Kaplan, Larry S",,,,,,lsk140130,larry kaplan
BCOM,4350,006,,6,24,5,1,1,1,1,,,,,,0,,,,,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore
BIOL,3162,004,1,2,3,1,11,4,3,4,2,2,3,,3,0,,,,,"Reitzer, Lawrence",,,,,,reitzer,lawrence reitzer
ATCM,3388,001,,12,7,6,12,1,1,,,,,,,0,,,,,"Lee, Angela M",,,,,,aml140530,angela lee
BCOM,4350,004,1,5,17,8,6,1,,1,,,,,,0,,,,,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore
OBHR,4352,002,2,11,7,4,8,4,,2,,,,1,,0,,,,,"Ritchey, Kemberly A",,,,,,kar014400,kemberly ritchey
LIT,3326,001,22,6,6,1,3,1,,,,,,,,0,,,,,"Ingrao, Peter J",,,,,,jingrao,peter ingrao
