Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized
ED,4353,001,14,,,,,,,,,,,,,,"Starke, Tamera",,,,,,txs180008,tamera starke
ACCT,6301,GH1,,12,1,1,,,,,,,,,,,"Barden, John P",,,,,,jpb063000,john barden
BCOM,3100,003,1,5,3,,2,1,,,,,,,2,,"de los Santos, Veronica",,,,,,vxd171930,veronica de los santos
MIS,6204,GH1,,13,1,,,,,,,,,,,,"Nietubicz, Richard A",,,,,,,richard nietubicz
MKT,4370,001,6,5,,1,,1,1,,,,,,,,"Egeland, Rita E",,,,,,rxb154430,rita egeland
MKT,4380,001,,6,2,2,4,,,,,,,,,,"Wu, Fang","Zihagh, Fereshteh",,,,,fxw052000,fang wu
OB,6301,CH2,,14,,,,,,,,,,,,,"Ferrante, Anne M",,,,,,,anne ferrante
OB,6301,GH1,,8,5,,,,1,,,,,,,,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks
OPRE,6301,GH1,,8,3,1,1,,,1,,,,,,,"Bush, Rhonda L","Wang, Shouqiang",,,,,,rhonda bush
PHYS,4373,101,,10,2,2,,,,,,,,,,,"Slinker, Jason D","Wettasinghe, Ashan P",,,,,jds107020,jason slinker
HONS,3199,H13,1,12,,,,,,,,,,,,,"Hatfield, Charles D",,,,,,cxh074100,charles hatfield
HONS,3108,HN1,2,12,,,,,,,,,,,,,"Prakash, Ravi",,,,,,ravip,ravi prakash
HCS,7309,001,,5,3,2,3,,1,,,,,,,,"Hart, John",,,,,,jxh057100,john hart
HUSL,6350,501,,6,4,1,1,,,2,,,,,,,"Prieto, Rene",,,,,,rxp113230,rene prieto
HONS,3199,HN2,3,7,4,,,,,,,,,,,,"LaDow, Eva S",,,,,,esl130130,eva ladow
SMED,5303,501,,12,1,,,,,1,,,,,,,"McConnell, James S",,,,,,jsm019600,james mcconnell
CHIN,1311,001,7,3,4,,,,,,,,,,1,,"Chen, Bei",,,,,,bxc152730,bei chen
CRWT,2301,501,,10,4,1,,,,,,,,,,,"Kimzey, Blake G",,,,,,bgk140130,blake kimzey
MUSI,3186,001,,14,,,,,,1,,,,,,,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
CE,3102,103,,14,,,1,,,,,,,,,,"Hu, Yang","Wang, Jianda","Wei, Haoran","Bo, Yu",,,yxh177430,yang hu
SE,3162,094,,10,1,1,,,1,,,,,,2,,"Smith, Klyne",,,,,,kxs180052,klyne smith
GISC,6325,501,,5,5,,2,,,1,,,,,2,,"Cummings, Anthony R","Liau, Yan-Ting",,,,,arc131030,anthony cummings
HONS,3101,HN1,,13,,,2,,,,,,,,,,"Harpham, Edward",,,,,,harpham,edward harpham
HONS,3111,HN1,2,12,1,,,,,,,,,,,,"Thompson, Christina M",,,,,,cmt120030,christina thompson
HONS,3199,H14,,15,,,,,,,,,,,,,"Rankin, Monica A",,,,,,mar046000,monica rankin
HONS,3199,HN6,,15,,,,,,,,,,,,,"Stefan, Mihaela C",,,,,,mci071000,mihaela stefan
ENGY,6V99,001,,15,,,,,,,,,,,,,"Molina, Stephen",,,,,,sxm163630,stephen molina
FERM,6332,FS1,,4,3,2,3,3,,,,,,,,,"Xiao, Wenjing",,,,,,swx170030,wenjing xiao
BIOL,3357,001,2,2,7,3,,1,,,,,,,,,"Hill, Brenna R",,,,,,brh140230,brenna hill
ARTS,3364,001,4,11,,,,,,,,,,,,,"Brown-Pearn, Spencer S",,,,,,ssb062000,spencer brown pearn
BMEN,4110,101,6,1,1,4,2,,,,,,,,1,,"Ardestani Khoubrouy, Soudeh","Sanchez, Camilo A",,,,,sxa074200,soudeh ardestani khoubrouy
BMEN,4110,104,4,2,1,2,,,2,,4,,,,,,"Ardestani Khoubrouy, Soudeh","Abraham, Alejandro",,,,,sxa074200,soudeh ardestani khoubrouy
ACCT,6332,0W1,,2,1,2,2,2,4,2,,,,,,,"Bortz, Tiffany A","Sarman, Patrick R",,,,,tabortz,tiffany bortz
OPRE,7353,001,,6,3,3,3,,,,,,,,,,"Dawande, Milind",,,,,,milind,milind dawande
CRWT,2301,001,5,8,1,1,,,,,,,,,,,"Norman, Susan M",,,,,,smw011400,susan norman
MKT,6352,502,,3,1,6,5,,,,,,,,,,"Friedman, Joshua B",,,,,,jxf172130,joshua friedman
BIOL,4380,304,,3,1,3,3,3,,1,,,,1,,,"Borovkov, Irina G","Wei, Hong",,,,,ixb053000,irina borovkov
GEOS,2302,001,1,1,2,1,3,3,3,,1,,,,,,"Cummings, Anthony R","Liau, Yan-Ting",,,,,arc131030,anthony cummings
DANC,2333,001,12,1,1,1,,,,,,,,,,,"Owens, Misty",,,,,,mxo122530,misty owens
ARTS,3376,001,1,7,4,,2,,,1,,,,,,,"Carter, Rebecca S",,,,,,rsc150030,rebecca carter
MECO,6312,502,,7,6,1,1,,,,,,,,,,"Zentner, Alejandro","Rupp, Anin D",,,,,axz051000,alejandro zentner
MIS,6357,001,,15,,,,,,,,,,,,,"Johnston, Walter L",,,,,,wlj031000,walter johnston
BUAN,6340,002,,4,8,2,,,,,,,,,1,,"Ge, Ling","Shankar, Santhosh",,,,,,ling ge
LIT,2341,501,,4,6,2,3,,,,,,,,,,"Austin-Bolt, Caroline M",,,,,,cma052000,caroline austin bolt
MUSI,3380,001,,8,5,2,,,,,,,,,,,"Madriguera, Enric F",,,,,,efm011000,enric madriguera
ATCM,4320,001,,4,8,2,,,,,,,,,1,,"Nguyen, Josef D",,,,,,jdn160330,josef nguyen
ATCM,4395,001,,6,1,,2,,1,2,,,1,,2,,"Nguyen, Josef D",,,,,,jdn160330,josef nguyen
AUD,7310,001,,14,,1,,,,,,,,,,,"Clark, Jackie L",,,,,,jclark,jackie clark
CGS,3361,001,1,1,1,1,1,3,3,1,1,2,,,,,"Wig, Gagandeep S","Agres, Phillip F",,,,,gsw130130,gagandeep wig
HDCD,6319,001,,13,,,1,,,1,,,,,,,"Touchstone, Emily W",,,,,,exw010200,emily touchstone
BMEN,3130,102,,3,6,3,1,,,1,,,,,1,,"Bian, Fang","Shihabeddin, Tarik",,,,,fxb180003,fang bian
BMEN,4110,105,1,5,1,,3,3,,2,,,,,,,"Pacheco, Joe","Sanchez, Camilo A","Jang, Jaein",,,,jxp142030,joe pacheco
BMEN,4110,106,,5,4,1,4,,1,,,,,,,,"Pacheco, Joe","Sanchez, Camilo A","Jang, Jaein",,,,jxp142030,joe pacheco
CS,4141,115,13,,,,,,1,,,,,,1,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,,ewb160130,eric becker
EE,3111,101,,8,5,1,,,,,,,,,1,,"Lee, Gil S","Cheng, Qi",,,,,gslee,gil lee
EE,4391,001,,3,1,1,3,1,,4,,,1,1,,,"Overzet, Lawrence","Wang, Zhengyang",,,,,overzet,lawrence overzet
MECH,4381,002,,2,4,5,1,1,1,1,,,,,,,"Hart, Robert A","Gravell, Jamie D","Fadda, Dani Z",,,,rxh124630,robert hart
MECH,4381,005,,3,6,4,2,,,,,,,,,,"Hart, Robert A","Gravell, Jamie D",,,,,rxh124630,robert hart
MECH,4381,006,,4,7,1,2,,1,,,,,,,,"Hart, Robert A","Gravell, Jamie D","Wilt, James C",,,,rxh124630,robert hart
MECH,4381,007,,3,8,2,2,,,,,,,,,,"Hart, Robert A","Gravell, Jamie D","Wilt, James C",,,,rxh124630,robert hart
MECH,4381,008,,5,2,2,6,,,,,,,,,,"Hart, Robert A","Gravell, Jamie D","Wilt, James C",,,,rxh124630,robert hart
MECH,4381,009,,6,3,2,3,1,,,,,,,,,"Hart, Robert A","Gravell, Jamie D","Wilt, James C",,,,rxh124630,robert hart
MECH,4381,010,,1,6,4,3,1,,,,,,,,,"Hart, Robert A","Gravell, Jamie D",,,,,rxh124630,robert hart
MSEN,6325,001,,5,4,4,2,,,,,,,,,,"VanDenberghe, William","Van de Put, Maarten L",,,,,wxv101020,william vandenberghe
EPPS,6316,501,,3,7,1,3,1,,,,,,,,,"Harrington, James",,,,,,jxh134630,james harrington
ED,4363,501,1,8,1,2,2,,,,,,,,1,,"Ross, Alyssa N",,,,,,anr161130,alyssa ross
HONS,3104,HN1,3,9,3,,,,,,,,,,,,"Dow, Douglas C",,,,,,dougdow,douglas dow
HONS,3199,HN3,,10,3,1,,1,,,,,,,,,"Towner, Theresa",,,,,,tmtowner,theresa towner
HONS,3199,HN9,10,3,1,,1,,,,,,,,,,"Brunell, Valerie A",,,,,,vab061000,valerie brunell
BA,4V00,003,3,2,6,1,,,2,1,,,,,,,"Rader, Susan H",,,,,,,susan rader
BPS,6310,PS1,,8,,3,4,,,,,,,,,,"Chasteen, Larry H",,,,,,chasteen,larry chasteen
HMGT,6332,CH1,,5,7,1,1,,,1,,,,,,,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan
MKT,6301,PS1,,15,,,,,,,,,,,,,"Munch, James",,,,,,,james munch
OB,6152,XS1,,13,,,2,,,,,,,,,,"Hicks, Robert",,,,,,,robert hicks
CHEM,5314,001,,6,4,1,4,,,,,,,,,,"Nielsen, Steven",,,,,,son051000,steven nielsen
NATS,4341,001,,5,6,,2,,1,1,,,,,,,"Donaldson, Katherine E","York, Megan",,,,,ked013100,katherine donaldson
HUHI,6327,001,,10,3,,,,,,,,,,,,"Roemer, Nils H",,,,,,nhr061000,nils roemer
HUAS,6339,001,,16,,,,,,,,,,,,,"Pomara, John",,,,,,pomara,john pomara
ATCM,3309,001,,2,7,3,2,1,1,,,,,,,,"Fechter, Todd A",,,,,,taf051000,todd fechter
BMEN,4110,103,7,5,,,,,,,2,,,,2,,"Ardestani Khoubrouy, Soudeh","Jang, Jaein",,,,,sxa074200,soudeh ardestani khoubrouy
GEOG,2302,001,1,2,1,,4,4,,3,,,,,1,,"Cummings, Anthony R","Liau, Yan-Ting",,,,,arc131030,anthony cummings
ED,3315,001,,8,5,1,2,,,,,,,,,,"Leek, Patricia A",,,,,,santine,patricia leek
ED,3345,501,,7,4,2,1,1,,,,,,,1,,"McNulty, Angela B",,,,,,mcnulty,angela mcnulty
HONS,3199,HN8,,16,,,,,,,,,,,,,"Kratz, Dennis M",,,,,,dkratz,dennis kratz
NSC,3344,001,,1,1,1,1,4,,2,2,1,,1,2,,"Powers, Katharine A","Evans, Delaney L",,,,,kap130730,katharine powers
NSC,4353,101,,3,6,4,2,1,,,,,,,,,"Sultana, Rukhsana","Wangzhou, Andi",,,,,rxs170431,rukhsana sultana
PSY,2301,004,1,5,2,2,1,1,,1,1,,,1,1,,"Schwark, Gayle","Gonen, Chen",,,,,gxs180015,gayle schwark
PA,3310,001,,13,1,2,,,,,,,,,,,"McCaskill, John R","Yadav, Chaitanya",,,,,jrm094020,john mccaskill
ED,4358,0W2,,4,1,,,,4,2,2,,1,,2,,"Root, Alexey",,,,,,aroot,alexey root
OPRE,6271,PS1,,14,1,1,,,,,,,,,,,"Szot, James","Hicks, Jeffrey N","Chasteen, Larry H",,,,,james szot
OPRE,6372,PS1,,4,5,2,2,2,1,,,,,,,,"Szot, James","Hefley, William E","Reichert, Carolyn A","Katz, Lothar","Turner, Gerald A","LeBoeuf, Nicole T",,james szot
CS,6332,001,,4,6,2,1,1,,1,,,,,1,,"Yang, Wei","Fisher, Dakota J",,,,,wxy180002,wei yang
PA,6320,0W1,,13,,1,1,,,,,,,,1,,"Sabharwal, Meghna",,,,,,mxs095000,meghna sabharwal
PHYS,5315,001,,15,,,1,,,,,,,,,,"Lary, David J","Zewdie, Gebreabkidanu",,,,,djl101000,david lary
PHIL,4308,001,,1,3,3,2,3,1,1,,,,,2,,"Park, Peter K",,,,,,pkp073000,peter park
SPAU,4386,001,3,3,7,1,2,,,,,,,,,,"Drew, Linda M",,,,,,lmd102020,linda drew
BMEN,6366,001,,15,,,1,,,,,,,,,,"Sirsi, Shashank R",,,,,,srs151630,shashank sirsi
OPRE,6302,501,,9,3,1,3,,,,,,,,,,"ye, Shengqi","Manchiraju, Chandrasekhar Seetharama",,,,,sxy143530,shengqi ye
OPRE,6369,0W1,,10,,,6,,,,,,,,,,"Deluke, Eugene","Gaglani, Kajal M",,,,,gxd052000,eugene deluke
HIST,3327,501,1,,3,,4,1,4,2,,,,,1,,"Dennis, Patrick W",,,,,,pdennis,patrick dennis
MIS,6334,0W1,,2,4,3,2,4,,1,,,,,,,"Zheng, Zhiqiang","Bao, Chenzhang",,,,,zxz062000,zhiqiang zheng
THEA,3372,501,9,7,,,,,,,,,,,,,"Lingo, Kathy A",,,,,,klingo,kathy lingo
ATCM,4397,001,,5,5,4,1,,1,,,,,,,,"Nielsen, Christina R",,,,,,crn022000,christina nielsen
ATCM,4397,003,2,,1,1,5,5,1,1,,,,,,,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd
AUD,7240,501,,15,,1,,,,,,,,,,,"Griffiths, Scott K",,,,,,skg180000,scott griffiths
NSC,4353,104,,2,8,2,4,,,,,,,,,,"Sultana, Rukhsana","dos Santos, Natalia Lucia",,,,,rxs170431,rukhsana sultana
BMEN,1100,106,5,5,2,1,1,,1,1,,,,,,,"Myers, Kathleen","Li, Shichang","Qin, Zhiyang",,,,kxm156530,kathleen myers
BMEN,4110,102,5,1,,,2,3,2,1,1,,1,,,,"Ardestani Khoubrouy, Soudeh","Jang, Jaein",,,,,sxa074200,soudeh ardestani khoubrouy
CE,3302,501,4,3,,3,1,,1,2,1,,1,,,,"Ardestani Khoubrouy, Soudeh","Chandra Shekar, Ram Charan M",,,,,sxa074200,soudeh ardestani khoubrouy
CE,3354,004,,5,2,3,2,1,1,2,,,,,,,"Cankaya, Ebru C","Ashtiani, Omeed E",,,,,exc067000,ebru cankaya
EE,3111,104,3,10,1,,1,,,,1,,,,,,"Lee, Gil S","Chen, Chen",,,,,gslee,gil lee
EE,4388,003,,10,3,1,1,,,,1,,,,,,"Skinner, Neal G",,,,,,skinner,neal skinner
GOVT,2107,0W1,1,3,2,1,2,,1,2,1,,,,3,,"Larue, Patrick",,,,,,pxl111020,patrick larue
ED,4343,001,13,1,1,,,,,,,,,,1,,"Hennessy, Emily T",,,,,,eft031000,emily hennessy
HONS,3199,HN5,,15,1,,,,,,,,,,,,"Piquero, Alexis M",,,,,,axp116030,alexis piquero
FERM,6321,FS1,,4,6,4,2,,,,,,,,,,"Ma, Liping",,,,,,lxm133730,liping ma
FERM,6333,FS1,,10,2,2,1,,,1,,,,,,,"Selender, Arthur",,,,,,,arthur selender
FERM,6V99,FS2,,3,9,,4,,,,,,,,,,"Kieschnick, Robert L",,,,,,rkiesch,robert kieschnick
FERM,6V99,FS3,,12,,,4,,,,,,,,,,"Kieschnick, Robert L",,,,,,rkiesch,robert kieschnick
STAT,6341,501,,16,,,,,,,,,,,,,"Ammann, Larry",,,,,,ammann,larry ammann
CS,6352,001,,4,3,3,4,,,,,,,,,,"Jue, Jason","Gour, Riti",,,,,jjue,jason jue
CHIN,1312,001,5,3,1,,2,3,,1,,,,,1,,"Chen, Bei",,,,,,bxc152730,bei chen
PSCI,6311,501,,5,6,2,2,,,,,,,,1,,"Miller, Banks",,,,,,bxm093000,banks miller
ISIS,4303,001,,4,1,4,3,2,1,,,,,,1,,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak
SPAU,4395,501,1,3,3,3,5,,,1,,,,,,,"Thibodeau, Linda K",,,,,,thib,linda thibodeau
CRWT,3307,001,2,12,2,,,,,,,,,,,,"Norman, Susan M",,,,,,smw011400,susan norman
HCS,7320,001,,12,4,,,,,,,,,,,,"Abdi, Herve","Yu, Ju-Chi",,,,,herve,herve abdi
COMM,3351,001,,,5,1,3,3,1,,1,,2,,1,,"Baker, Barbara L",,,,,,blb140430,barbara baker
BMEN,4320,001,4,2,1,3,1,3,,1,,,1,,1,,"Polley, Arup","Peak, Kara",,,,,,arup polley
BMEN,6345,001,,9,,6,2,,,,,,,,,,"Schmidtke, David W",,,,,,dws140430,david schmidtke
EE,3101,103,,10,2,1,,1,2,,,,,,1,,"Friedman, Joseph S","Thakur, Sneha","Li, Chen","Nahar, Lubaba M",,,jsf160330,joseph friedman
EE,4363,001,,3,4,9,,1,,,,,,,,,"Gohil, Ghanshyamsinh","Nguyen, Van Thuan",,,,,gxg172530,ghanshyamsinh gohil
MECH,6V29,001,,9,2,4,1,,,1,,,,,,,"Li, Yaoyu",,,,,,yxl115230,yaoyu li
SE,6329,001,,16,1,,,,,,,,,,,,"Nguyen, Tien N","Li, Xuelin",,,,,tnn160630,tien nguyen
PSCI,4396,HN2,,7,6,,4,,,,,,,,,,"Diehl, Paul","Gallegos, Yahve",,,,,pxd153230,paul diehl
ED,4357,001,,2,,,2,1,1,8,,,2,,1,,"Chandler, Candice",,,,,,cxc031000,candice chandler
MECO,6318,501,,9,5,2,1,,,,,,,,,,"Sibley, Daniel C",,,,,,dcs170002,daniel sibley
MATH,6319,501,,13,3,1,,,,,,,,,,,"Ramakrishna, Viswanath",,,,,,vish,viswanath ramakrishna
ARTS,3363,001,,13,1,1,,1,,,,,,,1,,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady
ARTS,3382,001,,13,,2,1,,,,,,,,1,,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady
HIST,4360,001,1,6,6,1,2,,,,,,,,1,,"Klimchock, Carolee",,,,,,,carolee klimchock
SPAN,1311,002,,8,3,1,1,1,1,,,,,,2,,"Lambert, Thomas M",,,,,,tml017100,thomas lambert
BMEN,6321,001,,7,4,,5,1,,,,,,,,,"Ware, Taylor H",,,,,,thw090020,taylor ware
CS,4141,111,15,2,,,,,,,,,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,,ewb160130,eric becker
CS,6328,001,,17,,,,,,,,,,,,,"Fishwick, Paul",,,,,,pxf130430,paul fishwick
EEDG,7V81,501,,,7,3,1,4,2,,,,,,,,"Carrion Schaefer, Benjamin",,,,,,bxc162630,benjamin carrion schaefer
SE,4347,001,2,2,1,2,3,2,,1,2,,1,,1,,"Christiansen, Michael G","Basu, Kinjal",,,,,mgc013000,michael christiansen
OPRE,6370,501,,14,2,,1,,,,,,,,,,"Sabri, Ehap H","Garg, Harsh",,,,,exs055000,ehap sabri
GEOS,1103,102,,4,2,2,2,3,1,,,,1,,2,,"Griffin, William R",,,,,,griffin,william griffin
ARTS,2316,001,1,,9,2,1,1,1,,,,,,2,,"Ligon, Peter A",,,,,,pal140130,peter ligon
ARTS,2350,001,6,,1,2,2,2,2,1,,1,,,,,"Copeland, Colette",,,,,,cxc132230,colette copeland
ENTP,6375,0W1,,10,4,2,,,,,,,,,1,,"Bochsler, Daniel C",,,,,,dcb091000,daniel bochsler
ITSS,4390,002,,4,7,4,2,,,,,,,,,,"Owens, Dawn M","Krishnan, Arathy",,,,,dmo130130,dawn owens
OPRE,6367,002,,17,,,,,,,,,,,,,"Parks, David","Seripalli, Dilip Kumar",,,,,dxp153830,david parks
ARTS,3379,501,,12,,,3,,1,1,,,,,,,"Polite, Giraud",,,,,,gpolite,giraud polite
SPAN,2311,001,6,6,2,,2,,1,,,,,,,,"Camacho-Guardado, Lorena",,,,,,lxc163230,lorena camacho guardado
FIN,6322,001,,7,5,3,1,1,,,,,,,,,"DeCourcy, George A",,,,,,gad075000,george decourcy
CRWT,4307,001,,15,1,1,,,,,,,,,,,"Martinez, Manuel L",,,,,,mlm160630,manuel martinez
CE,3311,001,1,,1,1,4,3,3,2,,1,,,1,,Kenneth,"Hosseini Pouya, Sayed Behnam",,,,,kxo091000,kenneth
PA,6321,501,,12,,,5,,,,,,,,,,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides
ISIS,4V89,501,,4,6,3,3,,,,1,,,,,,"Pogue, Neall W",,,,,,nxp174730,neall pogue
IMS,4V94,001,1,4,3,3,2,2,,1,1,,,,,,"Zydorek, Hubert","Mullen, Steve",,,,,hxz120930,hubert zydorek
OPRE,7051,001,,,,,,,,,,,,,,,"Sethi, Suresh",,,,,,sethi,suresh sethi
COMD,7V89,001,,6,8,,,,,,,,,,,,"Rackley, Audette M",,,,,,,audette rackley
MUSI,2317,003,,10,,,6,,,,,,,,,,"Parsoneault, Catherine",,,,,,cxp160030,catherine parsoneault
PSCI,6309,501,,10,3,1,2,,,,,,,,,,"Peinhardt, Clint W",,,,,,cwp052000,clint peinhardt
MECH,6335,001,,4,4,3,4,1,,1,,,,,,,"Stecke, Kathryn","Lee, Chungseung",,,,,kes021000,kathryn stecke
EEDG,6302,301,,2,2,6,3,1,2,1,,,,,,,"Bennett, Terrell R","Wang, Xianan","Birjandtalab Golkhatm, Javad",,,,trb052000,terrell bennett
GISC,2305,001,3,4,3,2,2,1,,1,,,,,1,,"Dell, Brent",,,,,,bxd160430,brent dell
RMIS,4334,501,5,,1,1,2,2,1,,1,,,3,1,,"Kaplan, Larry S",,,,,,lsk140130,larry kaplan
ARTS,1316,001,4,10,4,,,,,,,,,,,,"Min, Inki A",,,,,,iam140230,inki min
ARTS,1316,004,,3,12,1,1,,1,,,,,,,,"Mazurek, Michael R",,,,,,mrm141130,michael mazurek
ARTS,1316,007,,5,7,3,,,,1,1,,,,1,,"Carter, Rebecca S",,,,,,rsc150030,rebecca carter
ARTS,3340,002,4,14,,,,,,,,,,,,,"Brown-Pearn, Spencer S",,,,,,ssb062000,spencer brown pearn
ARTS,3375,001,5,6,1,2,3,,,,,,,,1,,"Curry, Val",,,,,,vxc110930,val curry
MUSI,2319,002,4,10,1,,,1,1,,,,1,,,,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
SPAN,2312,001,3,5,6,2,1,,,,1,,,,,,"Camacho-Guardado, Lorena",,,,,,lxc163230,lorena camacho guardado
ATCM,4306,001,,1,3,2,5,3,1,1,1,,,1,,,"Boyd, Elizabeth",,,,,,esp041000,elizabeth boyd
PSY,3362,501,,6,,,8,,,3,,,,,1,,"Grant, Meridith G","Han, Liang",,,,,mga061000,meridith grant
PSY,3393,005,1,5,1,2,3,3,2,,,,,,1,,"Basak, Chandramallika","Smith, Evan",,,,,cxb116130,chandramallika basak
BMEN,1100,101,2,4,3,1,2,3,1,1,1,,,,,,"Myers, Kathleen","Jha, Sauraj",,,,,kxm156530,kathleen myers
BMEN,1100,107,2,4,8,1,,2,1,,,,,,,,"Meyer, Clark A","Mosur Saravana Murthy, Lakshmi Narayanan",,,,,cam140130,clark meyer
BMEN,1208,001,,2,1,5,4,2,1,1,,1,,,1,,"Meyer, Clark A","Li, Shichang","Qin, Zhiyang",,,,cam140130,clark meyer
ECS,3390,503,1,3,5,5,3,,,1,,,,,,,"Nichols, Allene R",,,,,,allenen,allene nichols
ECS,3390,505,,4,4,1,2,2,1,1,,1,1,,1,,"Mohsene, Laura L",,,,,,olive,laura mohsene
EE,3150,104,,5,2,,2,3,,5,1,,,,,,"Kiasaleh, Kamran","Taherkhani, Nima",,,,,kamran,kamran kiasaleh
MECH,3115,101,6,9,,,3,,,,,,,,,,"Ouyang, Hui","Najafi, Behzad",,,,,hxo150330,hui ouyang
SE,6362,001,,3,5,8,1,1,,,,,,,,,"Chung, Lawrence",,,,,,chung,lawrence chung
PA,3333,001,,2,3,6,1,1,2,1,,,,1,1,,"Cohen, Galia",,,,,,gxc097120,galia cohen
MKT,6341,501,,12,,1,3,2,,,,,,,,,"Edsel, Alexander D","Subramanian, Thyagarajan",,,,,ade012000,alexander edsel
MKT,6350,501,,3,10,2,2,1,,,,,,,,,"Rao, Ram C","Qian, Kun",,,,,rrao,ram rao
BIOL,5375,001,,7,1,3,4,1,1,,,,,,1,,"Liu, Li","Pan, Jing",,,,,lliu,li liu
CHEM,1111,142,8,4,1,1,,,1,,,,,,3,,"Hashami, Zohreh","Pope, Mitchell A",,,,,zxh088000,zohreh hashami
HUAS,6310,001,,11,4,1,,,,,,,,,2,,"McLean, Adrienne L",,,,,,amclean,adrienne mclean
MUSI,2319,001,1,10,2,1,,2,,,,1,,,1,,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin
RHET,1302,001,,2,6,2,2,2,1,,1,,,,2,,"Jimenez, Jose",,,,,,,jose jimenez
ATCM,3356,501,12,1,4,,,,,,,,,,1,,"Scott, Andrew F",,,,,,afs140330,andrew scott
PSY,4359,501,3,3,,,11,,,1,,,,,,,"Rypma, Bart P","Himes, Lyndahl M",,,,,bpr061000,bart rypma
CE,6325,001,,3,3,7,3,,2,,,,,,,,"Sechen, Carl","Xu, Xiangyu","Hu, Bo",,,,cms057000,carl sechen
ECS,3390,0H2,6,7,2,,,2,,,1,,,,,,"Schlobohm, Maribeth L",,,,,,mls077000,maribeth schlobohm
MKT,4332,001,3,,4,1,2,4,1,1,2,,,,,,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour
MUSI,2317,001,1,13,,,1,2,,,,,1,,,,"Medrick, Mary A",,,,,,mam017200,mary medrick
ECS,3390,0H7,,14,2,1,,,,,1,,,,,,"Hernandez-Katz, Melissa M",,,,,,mhkatz,melissa hernandez katz
MUSI,2113,501,,17,,,,,,,,,,,1,,"Gerard, Lori A",,,,,,lag091020,lori gerard
BMEN,6351,001,,15,3,,,,,,,,,,,,"Prasad, Shalini",,,,,,sxp118230,shalini prasad
CS,4141,104,9,5,3,,,,,,1,,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,,ewb160130,eric becker
MECH,3115,104,6,8,4,,,,,,,,,,,,"Ouyang, Hui","LeClear, Johnathon D",,,,,hxo150330,hui ouyang
ARTS,3367,001,,9,,1,7,,,,,,,,1,,"Lacy, Mary E",,,,,,mel024000,mary lacy
CS,4301,002,,9,,,6,,,1,,,,,2,,"Goodrum, Richard A","Tran, Trung Hieu",,,,,rag150330,richard goodrum
FIN,6321,501,,5,1,,10,2,,,,,,,,,"Guttery, Randall","Zhao, Yabo",,,,,rxg112530,randall guttery
MKT,6337,002,,5,,8,5,,,,,,,,,,"Murthi, B P","Liao, Chenxi","Tehrani, Shervin S",,,,murthi,b murthi
MKT,6301,502,,7,4,4,3,,,,,,,,,,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam
RHET,1302,028,,12,3,,2,,1,,,,,,,,"Kirk, Kristina E",,,,,,kek160430,kristina kirk
HCS,6312,002,,10,,1,3,,,3,,,,,1,,"Ackerman, Robert A","Austin, Kathryn A",,,,,raa110030,robert ackerman
BMEN,1100,104,5,3,3,2,3,,,1,1,,,,,,"Hayenga, Heather N","Chakraborty, Somdutta",,,,,hnh130330,heather hayenga
BMEN,1100,108,2,3,1,2,6,1,,,,,2,,1,,"Meyer, Clark A","Shah, Sohail",,,,,cam140130,clark meyer
BMEN,1100,109,2,8,4,2,1,1,,,,,,,,,"Meyer, Clark A","Mosur Saravana Murthy, Lakshmi Narayanan",,,,,cam140130,clark meyer
BMEN,4V95,002,5,6,,1,,1,,2,1,,,1,1,,"Hoyt, Kenneth L",,,,,,klh150530,kenneth hoyt
CE,2336,006,6,1,4,2,3,1,,,,,,1,,,"Nouroz Borazjany, Mehra",,,,,,mxn143230,mehra nouroz borazjany
CE,4389,001,,9,2,5,,,,2,,,,,,,"Tacca, Marco",,,,,,mtacca,marco tacca
CS,4141,113,12,3,3,,,,,,,,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,,ewb160130,eric becker
EE,4389,001,1,13,2,2,,,,,,,,,,,"Tacca, Marco",,,,,,mtacca,marco tacca
MECH,3115,106,,6,3,,9,,,,,,,,,,"Ouyang, Hui","LeClear, Johnathon D",,,,,hxo150330,hui ouyang
